date,hour,KT_Qin,KT_Level,KT_Inlet,KT_F_Sukhum,KT_F_Praka,KT_F_Ram4_1500,KT_F_Ram4_1000,KT_P_Sukhum,KT_P_Praka,KT_P_Ram4_1500,KT_P_Ram4_1000,TotalFlow
2026-03-01,0,3371.0,3.31,13.56,3413.0,2627.0,1648.0,260.0,4.01,4.31,3.21,4.55,7949.0
2026-03-01,1,3297.0,3.74,13.0,3325.0,2934.0,1549.0,273.0,4.22,4.61,3.57,4.86,8080.0
2026-03-01,2,2964.0,4.15,13.64,3231.0,2860.0,1260.0,253.0,4.36,4.72,3.81,4.96,7605.0
2026-03-01,3,4189.0,4.58,13.31,3016.0,2598.0,1017.0,265.0,4.3,4.48,3.72,4.71,6896.0
2026-03-01,4,7480.0,5.14,12.77,3571.0,3394.0,2151.0,410.0,4.68,5.85,4.36,6.18,9526.0
2026-03-01,5,13385.0,5.23,12.07,4566.0,4788.0,3068.0,434.0,6.04,8.83,6.2,9.84,12856.0
2026-03-01,6,16167.0,5.35,12.51,5161.0,5423.0,3107.0,468.0,7.62,11.02,8.0,12.2,14160.0
2026-03-01,7,14323.0,5.42,13.09,5120.0,5564.0,2657.0,501.0,7.49,11.68,7.89,12.82,13842.0
2026-03-01,8,13480.0,5.29,12.84,5213.0,5621.0,2477.0,547.0,7.2,11.57,7.58,12.73,13858.0
2026-03-01,9,12569.0,5.01,12.86,5515.0,5798.0,2661.0,499.0,6.96,11.74,7.38,13.0,14473.0
2026-03-01,10,12572.0,4.66,12.71,5315.0,5155.0,2369.0,478.0,6.53,9.75,6.84,10.84,13317.0
2026-03-01,11,12581.0,4.68,12.68,4366.0,3895.0,1414.0,365.0,5.24,6.81,5.27,7.5,10040.0
2026-03-01,12,11157.0,4.94,13.3,4210.0,3509.0,1035.0,350.0,5.0,6.05,4.81,6.64,9103.0
2026-03-01,13,1630.0,5.09,14.22,4335.0,3396.0,1955.0,320.0,5.07,5.97,4.82,6.27,10006.0
2026-03-01,14,12.0,5.1,14.66,4356.0,3399.0,977.0,326.0,5.03,5.94,4.78,6.2,9058.0
2026-03-01,15,12.0,5.11,15.02,4306.0,3446.0,900.0,328.0,5.08,5.98,4.86,6.24,8979.0
2026-03-01,16,8769.0,5.14,14.06,4595.0,3946.0,1344.0,397.0,5.47,6.99,5.43,7.61,10281.0
2026-03-01,17,12406.0,5.1,14.37,5145.0,5066.0,2210.0,453.0,6.51,9.41,6.72,10.44,12875.0
2026-03-01,18,12417.0,4.86,14.37,5151.0,5465.0,2373.0,489.0,6.87,10.91,7.14,12.03,13478.0
2026-03-01,19,11339.0,4.6,14.84,5078.0,5280.0,2469.0,475.0,6.81,10.78,7.09,11.87,13301.0
2026-03-01,20,10051.0,4.09,16.2,5093.0,5326.0,2518.0,465.0,6.76,10.78,7.05,11.88,13402.0
2026-03-01,21,10384.0,3.63,15.73,4761.0,4914.0,2156.0,473.0,6.15,9.51,6.35,10.47,12303.0
2026-03-01,22,5627.0,3.47,16.03,3997.0,3614.0,1117.0,368.0,4.98,6.64,4.83,7.12,9096.0
2026-03-01,23,2493.0,3.67,16.09,3558.0,2634.0,678.0,287.0,4.36,4.92,3.8,5.18,7158.0
2026-03-02,0,2316.0,3.99,14.35,3294.0,2933.0,1482.0,311.0,3.98,4.63,3.16,4.88,8020.0
2026-03-02,1,2465.0,4.3,16.69,3166.0,2842.0,1154.0,283.0,4.08,4.55,3.33,4.81,7445.0
2026-03-02,2,2802.0,4.64,15.73,3063.0,2644.0,1050.0,248.0,4.13,4.57,3.44,4.83,7004.0
2026-03-02,3,2752.0,5.01,15.16,2965.0,2513.0,1078.0,243.0,4.19,4.66,3.55,4.92,6799.0
2026-03-02,4,5829.0,5.38,14.4,3417.0,3406.0,2183.0,317.0,4.58,6.26,4.21,6.66,9324.0
2026-03-02,5,12397.0,5.41,11.94,4425.0,5169.0,3057.0,436.0,6.16,10.07,6.34,11.14,13086.0
2026-03-02,6,12822.0,5.15,12.05,5218.0,5778.0,3133.0,505.0,7.57,11.94,7.95,13.35,14633.0
2026-03-02,7,12909.0,4.7,11.88,5834.0,5899.0,3363.0,557.0,8.24,12.26,8.66,13.85,15653.0
2026-03-02,8,13214.0,4.23,11.92,5997.0,5938.0,3504.0,523.0,8.06,12.26,8.49,13.89,15962.0
2026-03-02,9,13100.0,3.73,11.37,6077.0,5981.0,3477.0,504.0,7.87,12.21,8.3,13.87,16039.0
2026-03-02,10,13335.0,3.33,11.44,5524.0,5250.0,2773.0,470.0,6.72,9.97,7.07,11.3,14016.0
2026-03-02,11,13352.0,3.42,11.49,4513.0,3797.0,2160.0,356.0,5.12,6.72,5.12,7.43,10826.0
2026-03-02,12,3221.0,3.78,12.72,4329.0,3107.0,771.0,322.0,4.77,5.55,4.45,5.87,8528.0
2026-03-02,13,2172.0,4.08,12.8,4307.0,3087.0,784.0,313.0,4.74,5.56,4.35,5.88,8491.0
2026-03-02,14,11995.0,4.37,11.8,4354.0,3268.0,1118.0,356.0,4.89,5.92,4.56,6.5,9096.0
2026-03-02,15,12832.0,4.78,11.69,4382.0,3426.0,1191.0,339.0,4.93,5.99,4.62,6.61,9338.0
2026-03-02,16,12719.0,5.09,11.73,4801.0,4092.0,1555.0,384.0,5.34,7.09,5.26,7.87,10832.0
2026-03-02,17,12724.0,5.03,11.79,5564.0,5292.0,2273.0,471.0,6.64,9.89,6.91,11.08,13600.0
2026-03-02,18,12805.0,4.63,11.62,5909.0,5689.0,3237.0,498.0,7.55,11.39,7.97,12.92,15334.0
2026-03-02,19,12502.0,4.21,12.53,5717.0,5510.0,3173.0,492.0,7.62,11.3,8.03,12.74,14892.0
2026-03-02,20,12586.0,3.8,13.21,5616.0,5457.0,3091.0,483.0,7.62,11.14,8.04,12.56,14647.0
2026-03-02,21,12613.0,3.47,12.99,5265.0,4992.0,2869.0,490.0,6.73,9.86,7.02,11.03,13616.0
2026-03-02,22,8286.0,3.34,13.04,4341.0,3973.0,2056.0,382.0,5.31,7.12,5.26,7.8,10752.0
2026-03-02,23,3040.0,3.61,14.7,3746.0,2933.0,1284.0,284.0,4.44,5.1,4.01,5.37,8248.0
2026-03-03,0,2246.0,3.97,13.66,3421.0,2771.0,1773.0,259.0,3.94,4.28,3.12,4.56,8224.0
2026-03-03,1,1907.0,4.23,12.44,3372.0,2930.0,1906.0,263.0,4.04,4.49,3.29,4.76,8472.0
2026-03-03,2,1942.0,4.48,12.95,3104.0,2672.0,1520.0,238.0,4.03,4.29,3.32,4.56,7535.0
2026-03-03,3,2007.0,4.74,13.62,3029.0,2609.0,1563.0,247.0,4.15,4.47,3.52,4.74,7448.0
2026-03-03,4,6537.0,5.06,13.1,3593.0,3466.0,2345.0,307.0,4.7,5.92,4.41,6.27,9711.0
2026-03-03,5,13369.0,5.49,13.41,4678.0,5026.0,3208.0,422.0,6.3,9.17,6.52,10.19,13334.0
2026-03-03,6,13576.0,5.39,13.76,5016.0,5390.0,2413.0,479.0,7.26,10.97,7.62,12.1,13299.0
2026-03-03,7,13311.0,5.28,13.2,5018.0,5581.0,2509.0,489.0,7.01,11.69,7.4,12.85,13596.0
2026-03-03,8,12358.0,5.07,12.82,5223.0,5775.0,2342.0,503.0,6.89,11.82,7.25,13.03,13843.0
2026-03-03,9,11651.0,4.62,12.15,5497.0,5765.0,2674.0,516.0,7.0,11.66,7.42,12.92,14451.0
2026-03-03,10,11066.0,4.15,12.42,5204.0,5371.0,2536.0,488.0,6.36,10.4,6.65,11.54,13599.0
2026-03-03,11,10389.0,3.88,12.43,4441.0,4041.0,1428.0,392.0,5.13,7.27,5.15,8.0,10303.0
2026-03-03,12,9706.0,3.88,12.07,4287.0,3473.0,1012.0,351.0,4.9,5.92,4.69,6.54,9122.0
2026-03-03,13,9764.0,3.91,12.2,4264.0,3529.0,844.0,336.0,5.01,5.99,4.8,6.59,8973.0
2026-03-03,14,10644.0,3.98,11.63,4271.0,3482.0,1365.0,341.0,5.01,6.01,4.78,6.62,9459.0
2026-03-03,15,10982.0,4.15,11.57,4270.0,3455.0,962.0,339.0,5.06,6.07,4.83,6.69,9026.0
2026-03-03,16,11115.0,4.31,11.44,4526.0,3967.0,1486.0,379.0,5.33,6.85,5.25,7.58,10357.0
2026-03-03,17,12620.0,4.22,11.13,5303.0,5202.0,2550.0,453.0,6.43,9.34,6.65,10.44,13508.0
2026-03-03,18,12741.0,3.88,11.08,5727.0,5507.0,2983.0,534.0,7.28,10.9,7.68,12.26,14752.0
2026-03-03,19,12984.0,3.54,11.28,5623.0,5410.0,2975.0,490.0,7.37,10.8,7.79,12.2,14498.0
2026-03-03,20,13333.0,3.27,11.73,5579.0,5444.0,2898.0,483.0,7.34,10.72,7.76,12.1,14403.0
2026-03-03,21,12567.0,3.1,13.24,5116.0,4892.0,2663.0,429.0,6.52,9.28,6.8,10.47,13101.0
2026-03-03,22,9110.0,2.94,14.37,4205.0,3901.0,1888.0,371.0,5.31,6.95,5.3,7.63,10366.0
2026-03-03,23,2657.0,3.2,15.32,3625.0,2767.0,1412.0,295.0,4.49,5.14,4.08,5.43,8099.0
2026-03-04,0,2521.0,3.54,13.98,3235.0,2492.0,1692.0,253.0,3.91,4.16,3.09,4.44,7673.0
2026-03-04,1,2522.0,3.87,14.01,3222.0,2546.0,1598.0,249.0,4.07,4.41,3.38,4.69,7615.0
2026-03-04,2,2612.0,4.21,14.86,3161.0,2731.0,1691.0,241.0,4.18,4.61,3.58,4.91,7825.0
2026-03-04,3,2723.0,4.56,15.98,3160.0,2882.0,1712.0,263.0,4.35,4.9,3.87,5.19,8016.0
2026-03-04,4,6273.0,4.98,14.82,3493.0,3379.0,2227.0,299.0,4.74,5.91,4.5,6.3,9398.0
2026-03-04,5,14627.0,5.19,14.88,4668.0,5080.0,3416.0,442.0,6.6,9.73,6.86,10.87,13606.0
2026-03-04,6,16485.0,5.28,13.0,5547.0,5893.0,3633.0,517.0,8.07,12.02,8.48,13.6,15591.0
2026-03-04,7,15253.0,5.16,11.29,5988.0,6045.0,3437.0,540.0,8.17,12.31,8.57,13.94,16010.0
2026-03-04,8,13812.0,4.84,10.59,6108.0,5967.0,3508.0,543.0,8.0,12.26,8.39,13.94,16126.0
2026-03-04,9,12573.0,4.34,10.66,6132.0,6020.0,3563.0,524.0,7.87,12.14,8.28,13.81,16238.0
2026-03-04,10,12372.0,3.84,10.74,5572.0,5215.0,3078.0,450.0,6.72,10.1,7.02,11.4,14315.0
2026-03-04,11,10024.0,3.64,12.09,4582.0,3820.0,1598.0,353.0,5.16,6.96,5.24,7.72,10354.0
2026-03-04,12,9842.0,3.65,12.14,4277.0,3139.0,630.0,311.0,4.75,5.71,4.52,6.29,8356.0
2026-03-04,13,9812.0,3.75,12.21,4294.0,3125.0,751.0,336.0,4.75,5.65,4.44,6.22,8507.0
2026-03-04,14,10612.0,3.89,12.29,4282.0,3163.0,1812.0,331.0,4.84,5.77,4.56,6.35,9587.0
2026-03-04,15,10806.0,4.1,12.75,4320.0,3239.0,1052.0,329.0,4.87,5.8,4.59,6.39,8940.0
2026-03-04,16,12612.0,4.31,12.43,4790.0,3975.0,1498.0,407.0,5.27,6.97,5.2,7.76,10670.0
2026-03-04,17,13298.0,4.27,12.35,5767.0,5446.0,2894.0,487.0,6.74,10.18,7.04,11.58,14594.0
2026-03-04,18,13190.0,3.85,11.95,6049.0,5957.0,3437.0,522.0,7.72,11.85,8.13,13.5,15966.0
2026-03-04,19,13323.0,3.4,11.71,5935.0,5811.0,3408.0,527.0,7.77,11.8,8.17,13.39,15681.0
2026-03-04,20,13372.0,3.0,11.61,5805.0,5719.0,3294.0,501.0,7.76,11.71,8.19,13.27,15319.0
2026-03-04,21,13497.0,2.71,11.4,5321.0,5199.0,2776.0,460.0,6.86,10.35,7.2,11.49,13755.0
2026-03-04,22,10739.0,2.61,13.64,4316.0,3839.0,1922.0,398.0,5.26,7.24,5.26,7.87,10474.0
2026-03-04,23,4118.0,2.86,14.25,3697.0,2752.0,1171.0,289.0,4.41,5.12,3.98,5.27,7909.0
2026-03-05,0,3335.0,3.33,13.45,3405.0,2791.0,1945.0,265.0,3.95,4.57,3.19,4.73,8405.0
2026-03-05,1,3295.0,3.75,13.15,3312.0,2570.0,1825.0,253.0,3.97,4.56,3.27,4.71,7961.0
2026-03-05,2,3437.0,4.19,14.13,3185.0,2481.0,1531.0,244.0,4.05,4.53,3.4,4.68,7441.0
2026-03-05,3,4412.0,4.67,14.97,2937.0,2472.0,1210.0,236.0,4.12,4.44,3.52,4.6,6855.0
2026-03-05,4,7142.0,5.29,14.52,3540.0,3396.0,2259.0,307.0,4.68,6.05,4.43,6.33,9501.0
2026-03-05,5,13030.0,5.28,13.02,4833.0,5130.0,3610.0,463.0,6.65,10.07,6.91,11.27,14035.0
2026-03-05,6,15905.0,5.17,12.15,5620.0,5881.0,3584.0,538.0,8.12,12.2,8.51,13.72,15622.0
2026-03-05,7,15374.0,5.0,11.38,6009.0,6025.0,3586.0,553.0,8.34,12.59,8.74,14.17,16173.0
2026-03-05,8,14437.0,4.75,11.3,6110.0,6002.0,3602.0,563.0,8.07,12.5,8.52,14.1,16277.0
2026-03-05,9,13605.0,4.25,11.32,6497.0,6119.0,3943.0,557.0,8.82,12.64,9.27,14.42,17116.0
2026-03-05,10,13682.0,3.81,11.31,5573.0,5245.0,2907.0,472.0,7.04,10.22,7.4,11.49,14198.0
2026-03-05,11,12510.0,3.89,12.01,4471.0,3625.0,1367.0,359.0,4.98,6.67,4.97,7.26,9822.0
2026-03-05,12,11722.0,4.26,12.48,4242.0,3301.0,744.0,328.0,4.8,5.97,4.6,6.47,8616.0
2026-03-05,13,11000.0,4.5,12.79,4284.0,3410.0,1234.0,343.0,4.83,5.95,4.58,6.45,9271.0
2026-03-05,14,10965.0,4.7,12.85,4336.0,3408.0,677.0,370.0,4.89,6.04,4.66,6.55,8791.0
2026-03-05,15,11679.0,4.94,12.47,4382.0,3463.0,1668.0,348.0,4.93,6.12,4.71,6.64,9861.0
2026-03-05,16,11477.0,5.11,12.31,4804.0,4163.0,1598.0,383.0,5.34,7.31,5.31,8.04,10948.0
2026-03-05,17,11487.0,4.84,12.08,5780.0,5515.0,2774.0,476.0,6.87,10.53,7.18,11.86,14545.0
2026-03-05,18,12419.0,4.24,11.52,6011.0,5886.0,3444.0,538.0,7.53,11.85,7.94,13.38,15879.0
2026-03-05,19,13112.0,3.75,11.76,5852.0,5740.0,3334.0,504.0,7.55,11.7,7.95,13.2,15430.0
2026-03-05,20,13673.0,3.39,12.47,5811.0,5752.0,3272.0,497.0,7.6,11.7,8.0,13.18,15331.0
2026-03-05,21,13723.0,3.13,12.31,5369.0,5175.0,2883.0,489.0,6.75,10.13,7.09,11.38,13915.0
2026-03-05,22,10647.0,3.2,12.3,4261.0,3834.0,1794.0,378.0,5.13,6.91,5.1,7.5,10266.0
2026-03-05,23,3730.0,3.64,12.91,3637.0,2717.0,1022.0,273.0,4.3,4.93,3.84,5.12,7649.0
2026-03-06,0,2227.0,4.02,13.43,3481.0,2974.0,1845.0,261.0,3.93,4.57,3.21,4.78,8562.0
2026-03-06,1,2268.0,4.31,14.29,3301.0,2767.0,1598.0,251.0,3.97,4.5,3.31,4.7,7917.0
2026-03-06,2,2224.0,4.61,13.86,3061.0,2520.0,1299.0,246.0,4.0,4.36,3.35,4.56,7126.0
2026-03-06,3,3026.0,4.95,13.58,3021.0,2473.0,1230.0,239.0,4.06,4.43,3.46,4.63,6964.0
2026-03-06,4,4768.0,5.34,15.38,3505.0,3612.0,2211.0,334.0,4.55,6.58,4.27,6.86,9662.0
2026-03-06,5,13595.0,5.5,13.28,4503.0,5325.0,3148.0,453.0,6.2,10.47,6.41,11.6,13429.0
2026-03-06,6,14622.0,5.38,12.71,5585.0,5920.0,3640.0,529.0,8.18,12.32,8.55,13.87,15674.0
2026-03-06,7,14047.0,5.03,11.66,6002.0,6104.0,3583.0,548.0,8.37,12.62,8.77,14.27,16237.0
2026-03-06,8,13961.0,4.6,11.1,6183.0,6117.0,3614.0,558.0,8.15,12.66,8.56,14.34,16473.0
2026-03-06,9,13965.0,4.14,10.73,6308.0,6145.0,3580.0,536.0,8.1,12.65,8.51,14.38,16569.0
2026-03-06,10,13442.0,3.74,11.0,5635.0,5269.0,2906.0,457.0,6.71,10.19,7.05,11.5,14266.0
2026-03-06,11,13468.0,3.84,11.12,4536.0,3687.0,1513.0,354.0,5.02,6.68,5.03,7.35,10090.0
2026-03-06,12,13286.0,4.34,11.35,4286.0,3202.0,1584.0,345.0,4.68,5.83,4.47,6.38,9418.0
2026-03-06,13,12092.0,4.75,11.86,4337.0,3294.0,1103.0,357.0,4.7,5.86,4.44,6.42,9091.0
2026-03-06,14,11988.0,5.07,11.9,4330.0,3391.0,1305.0,333.0,4.79,5.97,4.55,6.54,9360.0
2026-03-06,15,11901.0,5.35,11.96,4370.0,3439.0,1264.0,346.0,4.89,6.12,4.69,6.69,9419.0
2026-03-06,16,10579.0,5.44,12.53,4832.0,4226.0,1695.0,401.0,5.35,7.4,5.39,8.18,11154.0
2026-03-06,17,10738.0,5.05,12.63,5806.0,5413.0,2852.0,508.0,6.67,10.15,6.98,11.49,14580.0
2026-03-06,18,10918.0,4.32,12.47,6045.0,5882.0,3284.0,524.0,7.68,11.79,8.07,13.37,15735.0
2026-03-06,19,12651.0,3.69,11.85,5844.0,5663.0,3336.0,506.0,7.63,11.59,8.05,13.1,15349.0
2026-03-06,20,13494.0,3.31,11.99,5729.0,5670.0,3283.0,528.0,7.73,11.59,8.13,13.06,15209.0
2026-03-06,21,13549.0,3.03,11.94,5386.0,5126.0,3019.0,484.0,6.77,10.11,7.13,11.39,14015.0
2026-03-06,22,10604.0,3.1,12.34,4296.0,3724.0,1661.0,370.0,5.12,6.83,5.11,7.41,10051.0
2026-03-06,23,4117.0,3.56,13.61,3721.0,2739.0,1110.0,280.0,4.26,4.87,3.79,5.1,7850.0
2026-03-07,0,2555.0,4.0,13.49,3530.0,3051.0,1784.0,273.0,3.9,4.5,3.21,4.75,8638.0
2026-03-07,1,2414.0,4.33,12.39,3397.0,2806.0,1951.0,258.0,3.84,4.41,3.09,4.64,8412.0
2026-03-07,2,2439.0,4.65,12.99,3199.0,2568.0,1811.0,257.0,3.93,4.39,3.22,4.62,7834.0
2026-03-07,3,2465.0,4.97,13.44,3052.0,2461.0,1693.0,259.0,3.94,4.34,3.27,4.57,7466.0
2026-03-07,4,8325.0,5.19,12.65,3733.0,3641.0,2433.0,339.0,4.68,6.28,4.5,6.87,10146.0
2026-03-07,5,15522.0,5.3,10.82,4724.0,4936.0,3206.0,441.0,6.29,9.27,6.55,10.39,13306.0
2026-03-07,6,14719.0,5.47,12.76,5119.0,5388.0,3055.0,487.0,7.53,11.03,7.92,12.34,14050.0
2026-03-07,7,12401.0,5.23,12.99,5366.0,5688.0,2810.0,532.0,7.46,11.92,7.85,13.28,14395.0
2026-03-07,8,12133.0,4.8,12.12,5545.0,5854.0,2865.0,527.0,7.17,11.99,7.56,13.41,14791.0
2026-03-07,9,12085.0,4.32,11.63,5662.0,5909.0,2871.0,559.0,6.95,11.93,7.37,13.39,15001.0
2026-03-07,10,12350.0,3.85,11.77,5436.0,5518.0,2539.0,517.0,6.27,10.61,6.56,11.91,14010.0
2026-03-07,11,12482.0,3.79,11.94,4520.0,4098.0,1346.0,413.0,4.91,7.2,4.9,7.91,10378.0
2026-03-07,12,12473.0,4.12,12.14,4230.0,3646.0,1651.0,358.0,4.67,6.15,4.42,6.74,9884.0
2026-03-07,13,12272.0,4.49,12.11,4191.0,3661.0,859.0,377.0,4.67,6.12,4.37,6.71,9088.0
2026-03-07,14,12062.0,4.81,11.9,4235.0,3639.0,568.0,361.0,4.74,6.22,4.46,6.82,8803.0
2026-03-07,15,11737.0,5.13,12.11,4214.0,3667.0,698.0,356.0,4.81,6.31,4.56,6.89,8934.0
2026-03-07,16,11326.0,5.32,12.35,4547.0,4149.0,1282.0,421.0,5.03,7.14,4.92,7.85,10398.0
2026-03-07,17,11303.0,5.18,12.26,5211.0,5157.0,2039.0,492.0,6.02,9.58,6.22,10.66,12899.0
2026-03-07,18,11764.0,4.75,12.35,5489.0,5678.0,2687.0,530.0,6.79,11.33,7.17,12.69,14384.0
2026-03-07,19,12384.0,4.37,12.85,5379.0,5521.0,2640.0,502.0,6.81,11.2,7.19,12.51,14042.0
2026-03-07,20,12486.0,4.06,12.89,5322.0,5452.0,2697.0,490.0,6.73,11.07,7.1,12.38,13961.0
2026-03-07,21,11823.0,3.77,12.63,5130.0,5307.0,2477.0,455.0,6.28,10.15,6.54,11.36,13368.0
2026-03-07,22,8817.0,3.4,14.38,4333.0,4485.0,1994.0,420.0,5.29,8.04,5.4,8.88,11232.0
2026-03-07,23,11222.0,3.16,14.23,4179.0,4446.0,2071.0,393.0,4.95,7.69,4.94,8.52,11089.0
2026-03-08,0,13120.0,3.12,13.6,4205.0,4548.0,2698.0,367.0,4.57,7.58,4.29,8.48,11818.0
2026-03-08,1,14642.0,3.32,13.08,4003.0,4442.0,2868.0,363.0,4.77,7.72,4.63,8.59,11675.0
2026-03-08,2,14922.0,3.69,13.73,3766.0,4255.0,2842.0,350.0,4.89,7.75,4.82,8.57,11213.0
2026-03-08,3,15175.0,4.15,14.71,3464.0,3882.0,2741.0,332.0,4.79,7.23,4.67,7.96,10419.0
2026-03-08,4,7230.0,4.65,16.35,3347.0,3619.0,2258.0,328.0,4.56,6.47,4.31,6.95,9551.0
2026-03-08,5,14929.0,4.84,13.99,4331.0,4896.0,2879.0,407.0,6.0,9.56,6.2,10.6,12513.0
2026-03-08,6,15562.0,5.06,14.03,4880.0,5424.0,2747.0,470.0,7.38,11.47,7.77,12.73,13521.0
2026-03-08,7,14801.0,5.12,12.84,5218.0,5708.0,2746.0,500.0,7.78,12.16,8.18,13.52,14172.0
2026-03-08,8,14222.0,5.05,12.66,5481.0,5838.0,2798.0,518.0,7.41,12.09,7.8,13.52,14636.0
2026-03-08,9,12643.0,4.69,12.9,5867.0,5949.0,3209.0,545.0,7.63,12.0,8.06,13.54,15571.0
2026-03-08,10,12697.0,4.22,12.63,5627.0,5450.0,2940.0,489.0,6.8,10.37,7.16,11.7,14506.0
2026-03-08,11,10781.0,4.05,13.12,4633.0,4113.0,1649.0,384.0,5.27,7.18,5.39,7.95,10780.0
2026-03-08,12,9753.0,4.04,13.62,4242.0,3420.0,1806.0,337.0,4.78,5.84,4.61,6.42,9805.0
2026-03-08,13,9815.0,4.1,13.83,4176.0,3347.0,885.0,339.0,4.8,5.84,4.59,6.41,8748.0
2026-03-08,14,10208.0,4.17,13.8,4235.0,3297.0,1938.0,367.0,4.85,5.87,4.64,6.43,9837.0
2026-03-08,15,11061.0,4.37,13.55,4174.0,3356.0,638.0,360.0,4.92,5.98,4.74,6.55,8529.0
2026-03-08,16,11849.0,4.56,13.19,4584.0,4041.0,1604.0,377.0,5.31,7.04,5.34,7.79,10605.0
2026-03-08,17,11958.0,4.46,13.34,5418.0,5178.0,2353.0,451.0,6.59,9.57,6.9,10.77,13400.0
2026-03-08,18,12118.0,4.0,13.37,5842.0,5708.0,3166.0,524.0,7.47,11.27,7.91,12.77,15239.0
2026-03-08,19,12477.0,3.53,13.81,5712.0,5640.0,3071.0,501.0,7.54,11.23,7.94,12.67,14923.0
2026-03-08,20,12804.0,3.13,13.72,5662.0,5757.0,3102.0,505.0,7.45,11.13,7.87,12.56,15025.0
2026-03-08,21,12060.0,2.79,13.92,5157.0,5025.0,2893.0,462.0,6.62,9.81,6.94,10.9,13537.0
2026-03-08,22,10158.0,2.6,13.96,4211.0,3904.0,1927.0,393.0,5.25,7.09,5.26,7.78,10435.0
2026-03-08,23,4247.0,2.83,13.76,3605.0,2547.0,1153.0,277.0,4.27,4.89,3.82,5.11,7582.0
2026-03-09,0,3477.0,3.32,12.42,3391.0,2709.0,1590.0,259.0,3.96,4.46,3.28,4.69,7948.0
2026-03-09,1,2827.0,3.73,13.47,3391.0,2820.0,1662.0,256.0,4.04,4.62,3.43,4.84,8130.0
2026-03-09,2,2831.0,4.1,14.09,3193.0,2756.0,1339.0,244.0,4.1,4.55,3.54,4.78,7532.0
2026-03-09,3,4686.0,4.53,13.76,2871.0,2436.0,1075.0,244.0,3.99,4.2,3.38,4.42,6626.0
2026-03-09,4,7859.0,5.23,13.44,3579.0,3407.0,2340.0,307.0,4.62,5.99,4.4,6.35,9633.0
2026-03-09,5,14143.0,5.29,12.24,4879.0,5173.0,3564.0,466.0,6.66,9.99,6.94,10.87,14082.0
2026-03-09,6,16042.0,5.22,12.39,5686.0,6052.0,3714.0,502.0,8.18,12.2,8.58,13.13,15954.0
2026-03-09,7,15469.0,5.05,11.61,6055.0,6124.0,3595.0,509.0,8.38,12.6,8.8,13.6,16282.0
2026-03-09,8,15424.0,4.8,11.27,6231.0,6087.0,3668.0,523.0,8.25,12.6,8.67,13.6,16509.0
2026-03-09,9,12616.0,4.38,11.74,6264.0,6025.0,3678.0,509.0,8.07,12.48,8.5,13.49,16476.0
2026-03-09,10,12227.0,3.75,11.41,5864.0,5518.0,3285.0,471.0,7.06,10.82,7.46,11.68,15137.0
2026-03-09,11,10058.0,3.43,12.46,4667.0,4019.0,1609.0,365.0,5.13,7.07,5.21,7.82,10661.0
2026-03-09,12,10770.0,3.47,12.2,4268.0,3380.0,941.0,342.0,4.73,5.83,4.51,6.39,8930.0
2026-03-09,13,10762.0,3.65,12.32,4284.0,3455.0,1059.0,328.0,4.73,5.79,4.44,6.36,9126.0
2026-03-09,14,10804.0,3.8,12.52,4359.0,3344.0,972.0,329.0,4.8,5.93,4.53,6.5,9004.0
2026-03-09,15,11142.0,3.97,12.45,4297.0,3384.0,1154.0,351.0,4.84,5.94,4.57,6.51,9186.0
2026-03-09,16,13410.0,4.23,11.47,4725.0,4033.0,1602.0,425.0,5.23,7.02,5.19,7.76,10784.0
2026-03-09,17,15188.0,4.35,10.8,5732.0,5397.0,2717.0,537.0,6.64,10.03,6.95,11.34,14383.0
2026-03-09,18,14932.0,4.19,10.87,6095.0,5952.0,3502.0,534.0,7.56,11.77,7.99,13.38,16082.0
2026-03-09,19,15065.0,3.96,11.28,5942.0,5777.0,3480.0,522.0,7.6,11.69,8.03,13.25,15722.0
2026-03-09,20,15146.0,3.79,11.22,5828.0,5750.0,3304.0,522.0,7.67,11.61,8.08,13.12,15403.0
2026-03-09,21,14612.0,3.69,10.86,5364.0,5187.0,2984.0,466.0,6.83,10.18,7.18,11.48,14002.0
2026-03-09,22,7224.0,3.6,12.61,4314.0,3854.0,1773.0,401.0,5.15,6.91,5.14,7.52,10342.0
2026-03-09,23,2293.0,3.68,13.53,3686.0,2826.0,1224.0,280.0,4.26,4.91,3.83,5.16,8016.0
2026-03-10,0,2273.0,3.99,13.86,3566.0,2973.0,1670.0,267.0,3.94,4.51,3.26,4.77,8477.0
2026-03-10,1,2282.0,4.28,14.2,3293.0,2673.0,1541.0,250.0,3.99,4.43,3.34,4.67,7757.0
2026-03-10,2,2361.0,4.59,14.89,3095.0,2519.0,1339.0,240.0,4.04,4.42,3.47,4.67,7193.0
2026-03-10,3,2637.0,4.92,13.9,2868.0,2242.0,1177.0,238.0,4.01,4.24,3.39,4.47,6525.0
2026-03-10,4,6207.0,5.16,13.22,3642.0,3350.0,2358.0,337.0,4.63,6.04,4.42,6.47,9687.0
2026-03-10,5,15263.0,5.26,10.63,4894.0,5212.0,3654.0,431.0,6.66,10.04,6.96,11.32,14191.0
2026-03-10,6,15546.0,5.23,11.81,5671.0,5968.0,3648.0,542.0,8.11,12.22,8.48,13.82,15830.0
2026-03-10,7,14448.0,4.95,10.97,5971.0,6089.0,3442.0,553.0,8.34,12.56,8.76,14.2,16055.0
