date,hour,SR_Qin,SR_Level,SR_Inlet,SR_F_1800,SR_F_1000,SR_P_1800,SR_P_1000,TotalFlow
2026-03-01,0,16525.0,3.33,9.1,9972.0,5048.0,8.51,8.63,15020.0
2026-03-01,1,16541.0,3.51,8.48,9268.0,4296.0,7.93,8.23,13564.0
2026-03-01,2,16753.0,3.82,8.84,8654.0,3852.0,7.59,7.97,12506.0
2026-03-01,3,17057.0,4.21,8.17,8446.0,3554.0,7.47,7.91,12000.0
2026-03-01,4,17868.0,4.67,6.91,8403.0,3449.0,7.51,7.98,11853.0
2026-03-01,5,17313.0,5.14,7.05,9342.0,3563.0,9.52,9.93,12905.0
2026-03-01,6,17638.0,5.35,7.3,12459.0,4642.0,14.22,14.46,17101.0
2026-03-01,7,18141.0,5.22,7.27,15357.0,6700.0,18.18,17.86,22057.0
2026-03-01,8,18250.0,4.89,6.99,15885.0,7331.0,18.59,18.07,23216.0
2026-03-01,9,18535.0,4.52,6.61,15720.0,7294.0,18.23,17.7,23014.0
2026-03-01,10,18604.0,4.22,6.25,15137.0,7090.0,16.83,16.4,22227.0
2026-03-01,11,18736.0,4.01,6.08,13975.0,6979.0,15.12,14.69,20953.0
2026-03-01,12,19222.0,3.92,6.01,13255.0,6845.0,14.0,13.6,20100.0
2026-03-01,13,19703.0,3.89,6.04,13114.0,6863.0,14.13,13.71,19978.0
2026-03-01,14,19092.0,3.9,7.2,12721.0,6766.0,13.65,13.26,19487.0
2026-03-01,15,18859.0,3.89,7.85,12593.0,6546.0,13.53,13.21,19139.0
2026-03-01,16,18478.0,3.88,7.7,12655.0,6521.0,13.61,13.3,19176.0
2026-03-01,17,18738.0,3.84,7.73,13064.0,6485.0,14.31,14.01,19550.0
2026-03-01,18,18716.0,3.77,7.64,13789.0,6806.0,15.33,14.94,20595.0
2026-03-01,19,19055.0,3.67,7.66,13493.0,6699.0,15.07,14.73,20192.0
2026-03-01,20,18032.0,3.6,10.25,13424.0,6542.0,14.76,14.47,19966.0
2026-03-01,21,17381.0,3.45,10.61,12798.0,6264.0,13.58,13.4,19062.0
2026-03-01,22,17528.0,3.39,10.54,11930.0,6001.0,11.75,11.65,17931.0
2026-03-01,23,20324.0,3.54,6.94,11037.0,5461.0,10.55,10.62,16498.0
2026-03-02,0,19021.0,3.96,6.96,8968.0,4476.0,7.59,7.91,13444.0
2026-03-02,1,15808.0,4.32,13.04,8582.0,3926.0,7.45,7.88,12508.0
2026-03-02,2,14951.0,4.58,12.88,8469.0,3858.0,7.49,7.93,12327.0
2026-03-02,3,14525.0,4.77,12.7,8518.0,3855.0,7.68,8.13,12373.0
2026-03-02,4,14085.0,4.95,12.47,8573.0,3727.0,7.92,8.37,12300.0
2026-03-02,5,17137.0,5.19,7.05,10413.0,3620.0,10.8,11.26,14033.0
2026-03-02,6,17258.0,5.21,7.07,15015.0,5537.0,17.71,17.77,20552.0
2026-03-02,7,17457.0,4.81,6.71,16587.0,7380.0,20.47,19.95,23966.0
2026-03-02,8,17959.0,4.33,6.36,16441.0,7567.0,20.2,19.58,24008.0
2026-03-02,9,17823.0,3.9,5.88,15696.0,7113.0,18.81,18.36,22809.0
2026-03-02,10,18158.0,3.61,5.6,14558.0,6457.0,16.5,16.28,21015.0
2026-03-02,11,18301.0,3.42,5.46,13884.0,6878.0,14.87,14.48,20762.0
2026-03-02,12,19068.0,3.29,5.44,13560.0,7025.0,14.63,14.16,20585.0
2026-03-02,13,19200.0,3.19,5.36,13682.0,7055.0,14.77,14.29,20738.0
2026-03-02,14,18812.0,3.08,5.26,13562.0,6872.0,14.7,14.29,20434.0
2026-03-02,15,18749.0,2.98,5.11,13618.0,6561.0,14.79,14.49,20179.0
2026-03-02,16,18864.0,2.9,5.01,13591.0,6501.0,14.87,14.57,20093.0
2026-03-02,17,18937.0,2.82,5.0,14376.0,6444.0,16.47,16.21,20820.0
2026-03-02,18,18948.0,2.66,4.79,15132.0,6603.0,17.92,17.65,21736.0
2026-03-02,19,19655.0,2.49,4.72,15005.0,6877.0,17.81,17.44,21882.0
2026-03-02,20,20215.0,2.38,4.7,14827.0,6733.0,17.35,17.04,21560.0
2026-03-02,21,20141.0,2.35,4.61,14055.0,6192.0,16.02,15.88,20247.0
2026-03-02,22,19942.0,2.46,4.71,12405.0,5369.0,12.8,12.89,17773.0
2026-03-02,23,20761.0,2.73,5.05,11219.0,5264.0,10.66,10.52,16483.0
2026-03-03,0,19735.0,3.18,5.34,9597.0,4295.0,8.23,8.35,13892.0
2026-03-03,1,18527.0,3.62,5.6,9194.0,4079.0,7.88,8.08,13273.0
2026-03-03,2,18542.0,4.09,6.09,8747.0,3647.0,7.5,7.82,12394.0
2026-03-03,3,18643.0,4.6,6.62,8679.0,3566.0,7.66,7.99,12245.0
2026-03-03,4,15898.0,5.06,9.36,8631.0,3452.0,7.81,8.17,12083.0
2026-03-03,5,16772.0,5.32,9.0,10086.0,3563.0,10.38,10.71,13649.0
2026-03-03,6,16980.0,5.41,9.16,13513.0,5382.0,15.39,15.03,18895.0
2026-03-03,7,18283.0,5.15,7.18,15751.0,7118.0,18.48,17.34,22870.0
2026-03-03,8,18280.0,4.81,6.89,15759.0,7314.0,18.23,16.97,23073.0
2026-03-03,9,18004.0,4.43,6.68,15726.0,7407.0,18.33,17.0,23133.0
2026-03-03,10,18420.0,4.1,6.41,14953.0,7074.0,16.88,15.72,22028.0
2026-03-03,11,18575.0,3.89,6.12,14290.0,6754.0,15.58,14.6,21044.0
2026-03-03,12,18387.0,3.74,6.0,13630.0,6434.0,14.58,13.74,20065.0
2026-03-03,13,18521.0,3.66,6.11,13457.0,6377.0,14.33,13.53,19834.0
2026-03-03,14,18183.0,3.57,5.69,13356.0,6399.0,14.47,13.64,19756.0
2026-03-03,15,18217.0,3.48,5.56,12954.0,6706.0,13.92,12.91,19660.0
2026-03-03,16,18175.0,3.37,5.46,13435.0,6634.0,14.41,13.44,20069.0
2026-03-03,17,18093.0,3.25,5.39,13706.0,6693.0,14.86,13.89,20399.0
2026-03-03,18,18203.0,3.05,5.19,14276.0,7139.0,15.47,14.28,21414.0
2026-03-03,19,18540.0,2.85,5.02,14094.0,7100.0,15.54,14.36,21194.0
2026-03-03,20,18934.0,2.69,5.04,13897.0,6947.0,15.07,13.96,20844.0
2026-03-03,21,20039.0,2.66,5.01,13439.0,6273.0,14.15,13.41,19712.0
2026-03-03,22,20624.0,2.81,5.2,12169.0,5809.0,12.0,11.49,17977.0
2026-03-03,23,20964.0,3.09,5.46,11495.0,5604.0,11.04,10.62,17099.0
2026-03-04,0,19644.0,3.5,5.85,9351.0,4714.0,7.89,7.85,14065.0
2026-03-04,1,19230.0,3.98,6.48,8866.0,4386.0,7.63,7.71,13252.0
2026-03-04,2,18081.0,4.53,7.74,8444.0,3439.0,7.29,7.65,11884.0
2026-03-04,3,13556.0,5.01,10.9,8735.0,3157.0,7.75,8.19,11892.0
2026-03-04,4,12463.0,5.41,10.83,9072.0,3171.0,8.25,8.69,12243.0
2026-03-04,5,14388.0,5.62,12.36,11093.0,3806.0,11.7,12.09,14900.0
2026-03-04,6,16608.0,5.5,9.14,15217.0,5564.0,17.95,17.94,20781.0
2026-03-04,7,16888.0,5.02,6.95,17127.0,7416.0,20.99,20.39,24543.0
2026-03-04,8,16815.0,4.45,6.35,16611.0,7788.0,20.17,19.39,24398.0
2026-03-04,9,17253.0,3.92,5.89,16159.0,7407.0,19.67,19.05,23566.0
2026-03-04,10,17625.0,3.5,5.55,15379.0,6713.0,18.62,18.25,22092.0
2026-03-04,11,18709.0,3.29,5.45,13701.0,6793.0,14.8,14.38,20494.0
2026-03-04,12,18851.0,3.18,5.37,13782.0,6915.0,14.87,14.39,20697.0
2026-03-04,13,18973.0,3.06,5.24,13838.0,6896.0,14.84,14.38,20735.0
2026-03-04,14,19142.0,2.95,5.15,13752.0,6892.0,14.85,14.39,20644.0
2026-03-04,15,19484.0,2.88,5.12,13760.0,6625.0,15.04,14.67,20385.0
2026-03-04,16,19392.0,2.85,5.06,13758.0,6545.0,15.08,14.74,20303.0
2026-03-04,17,19410.0,2.79,5.02,14279.0,6344.0,16.3,16.02,20623.0
2026-03-04,18,19156.0,2.68,4.88,15236.0,6582.0,17.79,17.47,21817.0
2026-03-04,19,19086.0,2.51,4.68,15126.0,6694.0,17.65,17.3,21820.0
2026-03-04,20,19147.0,2.32,4.49,15240.0,6708.0,17.81,17.46,21949.0
2026-03-04,21,19133.0,2.17,4.36,14321.0,6445.0,16.43,16.16,20766.0
2026-03-04,22,20523.0,2.19,4.54,12899.0,5955.0,13.77,13.64,18854.0
2026-03-04,23,20712.0,2.44,4.81,11584.0,5388.0,11.16,11.21,16972.0
2026-03-05,0,19941.0,2.84,5.09,9863.0,4710.0,8.64,8.83,14573.0
2026-03-05,1,19296.0,3.28,5.49,9427.0,4428.0,8.27,8.51,13855.0
2026-03-05,2,19647.0,3.78,6.01,8876.0,3912.0,7.81,8.16,12788.0
2026-03-05,3,19865.0,4.4,6.64,8740.0,3430.0,7.62,8.07,12170.0
2026-03-05,4,17653.0,4.99,7.03,9003.0,3335.0,8.02,8.49,12338.0
2026-03-05,5,16308.0,5.46,7.35,11185.0,3778.0,11.56,11.96,14963.0
2026-03-05,6,17296.0,5.43,7.43,15665.0,5619.0,18.56,18.53,21283.0
2026-03-05,7,17041.0,4.96,6.95,17341.0,7530.0,21.22,20.57,24871.0
2026-03-05,8,17454.0,4.4,6.44,16906.0,7531.0,20.75,20.1,24437.0
2026-03-05,9,17839.0,3.94,6.15,15905.0,7077.0,19.01,18.51,22982.0
2026-03-05,10,18032.0,3.63,5.87,14534.0,6634.0,16.36,16.02,21167.0
2026-03-05,11,18650.0,3.5,5.73,13089.0,6898.0,13.68,13.22,19987.0
2026-03-05,12,19037.0,3.43,5.69,13222.0,6729.0,14.0,13.6,19950.0
2026-03-05,13,19228.0,3.41,5.73,13029.0,6549.0,13.89,13.54,19578.0
2026-03-05,14,19277.0,3.39,5.69,13622.0,6463.0,14.75,14.45,20085.0
2026-03-05,15,19033.0,3.35,5.72,13650.0,6301.0,14.56,14.32,19951.0
2026-03-05,16,18893.0,3.31,5.69,13527.0,6311.0,14.66,14.4,19837.0
2026-03-05,17,18817.0,3.24,5.51,14092.0,6435.0,16.05,15.75,20527.0
2026-03-05,18,18521.0,3.07,5.33,15314.0,6606.0,17.67,17.34,21920.0
2026-03-05,19,18889.0,2.85,5.14,15259.0,6591.0,17.7,17.38,21850.0
2026-03-05,20,19532.0,2.68,4.99,15213.0,6565.0,17.56,17.26,21778.0
2026-03-05,21,19504.0,2.58,4.82,14366.0,6261.0,16.07,15.87,20627.0
2026-03-05,22,19368.0,2.61,4.82,12548.0,5620.0,12.88,12.86,18168.0
2026-03-05,23,19324.0,2.79,5.3,11659.0,5283.0,11.22,11.3,16943.0
2026-03-06,0,16978.0,3.04,8.67,9223.0,4271.0,7.62,7.93,13494.0
2026-03-06,1,17200.0,3.37,9.21,8906.0,4160.0,7.52,7.84,13066.0
2026-03-06,2,18292.0,3.77,7.41,8919.0,3743.0,7.64,8.04,12662.0
2026-03-06,3,18190.0,4.23,7.29,9030.0,3694.0,7.88,8.29,12724.0
2026-03-06,4,19223.0,4.74,7.94,9083.0,3637.0,8.38,8.8,12719.0
2026-03-06,5,17604.0,5.16,8.13,11108.0,3750.0,11.49,11.9,14858.0
2026-03-06,6,17758.0,5.17,7.5,15154.0,5467.0,17.9,17.99,20620.0
2026-03-06,7,17366.0,4.78,6.92,16895.0,7178.0,20.6,20.18,24073.0
2026-03-06,8,17354.0,4.27,6.39,16658.0,7468.0,20.41,19.85,24126.0
2026-03-06,9,17514.0,3.8,5.91,15569.0,7066.0,18.55,18.12,22636.0
2026-03-06,10,17919.0,3.5,5.69,14460.0,6683.0,16.26,15.95,21143.0
2026-03-06,11,18160.0,3.28,5.46,13730.0,7162.0,14.84,14.33,20892.0
2026-03-06,12,18467.0,3.11,5.34,13523.0,7055.0,14.71,14.22,20577.0
2026-03-06,13,18881.0,3.0,5.24,13393.0,6807.0,14.37,13.97,20199.0
2026-03-06,14,18949.0,2.93,5.17,13508.0,6461.0,14.53,14.26,19968.0
2026-03-06,15,19035.0,2.87,5.18,13599.0,6462.0,14.66,14.39,20061.0
2026-03-06,16,19349.0,2.83,5.08,13622.0,6445.0,14.73,14.46,20067.0
2026-03-06,17,19600.0,2.8,5.05,13932.0,6473.0,15.49,15.22,20405.0
2026-03-06,18,19434.0,2.71,4.95,15120.0,6531.0,17.75,17.51,21651.0
2026-03-06,19,19203.0,2.56,4.73,14989.0,6703.0,17.75,17.44,21692.0
2026-03-06,20,19433.0,2.4,4.67,14907.0,6649.0,17.46,17.17,21556.0
2026-03-06,21,19441.0,2.3,4.55,14038.0,6371.0,16.01,15.8,20408.0
2026-03-06,22,19559.0,2.33,4.58,12466.0,5782.0,13.05,13.01,18249.0
2026-03-06,23,20102.0,2.56,4.9,11131.0,5219.0,10.54,10.65,16350.0
2026-03-07,0,19716.0,2.96,5.29,9740.0,4284.0,8.32,8.45,14024.0
2026-03-07,1,18557.0,3.4,5.6,9224.0,4052.0,7.93,8.13,13277.0
2026-03-07,2,18691.0,3.87,6.09,8779.0,3818.0,7.56,7.83,12596.0
2026-03-07,3,18631.0,4.39,6.58,8514.0,3577.0,7.6,7.93,12091.0
2026-03-07,4,17824.0,4.92,7.02,8449.0,3247.0,7.6,8.03,11697.0
2026-03-07,5,16285.0,5.28,7.25,10501.0,3622.0,10.74,11.07,14123.0
2026-03-07,6,17798.0,5.33,7.5,13785.0,5352.0,15.5,15.16,19137.0
2026-03-07,7,18114.0,5.08,7.25,16031.0,7477.0,18.48,17.14,23507.0
2026-03-07,8,17498.0,4.62,6.73,16897.0,7917.0,20.05,18.44,24814.0
2026-03-07,9,17612.0,4.09,6.23,16752.0,7714.0,19.75,18.25,24465.0
2026-03-07,10,18332.0,3.68,5.94,15593.0,7169.0,17.87,16.69,22762.0
2026-03-07,11,18647.0,3.42,5.69,14711.0,6923.0,16.24,15.18,21634.0
2026-03-07,12,18931.0,3.22,5.51,14512.0,7084.0,15.89,14.72,21596.0
2026-03-07,13,19011.0,3.07,5.33,14170.0,6946.0,15.33,14.24,21115.0
2026-03-07,14,18924.0,2.93,5.16,13940.0,6836.0,15.12,14.08,20776.0
2026-03-07,15,19124.0,2.83,5.08,13787.0,6819.0,15.06,14.02,20606.0
2026-03-07,16,19328.0,2.74,5.04,14067.0,6880.0,15.34,14.28,20947.0
2026-03-07,17,19345.0,2.62,4.91,14457.0,7212.0,16.0,14.76,21669.0
2026-03-07,18,19526.0,2.44,4.69,14978.0,7288.0,16.79,15.53,22266.0
2026-03-07,19,20268.0,2.3,4.64,14796.0,7193.0,16.59,15.37,21989.0
2026-03-07,20,20167.0,2.2,4.51,14793.0,7175.0,16.51,15.31,21968.0
2026-03-07,21,20038.0,2.09,4.35,15307.0,6781.0,16.65,15.68,22088.0
2026-03-07,22,21164.0,2.01,4.38,15716.0,6182.0,17.31,16.69,21898.0
2026-03-07,23,21155.0,2.05,4.41,15038.0,5014.0,16.3,16.22,20053.0
2026-03-08,0,20562.0,2.33,4.62,11844.0,3891.0,10.66,10.95,15734.0
2026-03-08,1,19921.0,2.73,4.93,11225.0,3683.0,10.19,10.53,14908.0
2026-03-08,2,20035.0,3.17,5.34,10962.0,3623.0,10.35,10.69,14586.0
2026-03-08,3,19464.0,3.64,5.73,10684.0,3588.0,10.38,10.71,14271.0
2026-03-08,4,16195.0,4.28,6.22,9175.0,3229.0,8.6,9.02,12404.0
2026-03-08,5,14831.0,4.9,6.7,10308.0,3620.0,10.92,11.33,13928.0
2026-03-08,6,17854.0,5.19,7.17,13387.0,4958.0,15.73,15.87,18345.0
2026-03-08,7,18146.0,5.04,7.05,15948.0,6799.0,19.03,18.64,22747.0
2026-03-08,8,18359.0,4.66,6.68,16356.0,7475.0,19.08,18.43,23831.0
2026-03-08,9,18771.0,4.27,6.36,16229.0,7499.0,18.91,18.25,23729.0
2026-03-08,10,18818.0,3.95,6.05,15337.0,7133.0,16.98,16.46,22470.0
2026-03-08,11,19227.0,3.74,5.9,14729.0,7055.0,15.99,15.5,21784.0
2026-03-08,12,19729.0,3.59,5.8,14407.0,7222.0,15.52,14.95,21630.0
2026-03-08,13,19885.0,3.49,5.7,14189.0,7149.0,15.48,14.92,21338.0
2026-03-08,14,19930.0,3.41,5.6,13961.0,7102.0,15.44,14.9,21063.0
2026-03-08,15,19846.0,3.35,5.51,13936.0,6964.0,15.54,15.04,20900.0
2026-03-08,16,19629.0,3.3,5.45,14008.0,6706.0,15.68,15.28,20714.0
2026-03-08,17,19791.0,3.24,5.41,14212.0,6653.0,15.9,15.52,20865.0
2026-03-08,18,19817.0,3.16,5.32,14612.0,6939.0,16.37,15.91,21552.0
2026-03-08,19,20198.0,3.08,5.26,14518.0,6926.0,16.29,15.83,21445.0
2026-03-08,20,20223.0,3.02,5.22,14383.0,6864.0,16.03,15.61,21247.0
2026-03-08,21,20308.0,3.01,5.24,13631.0,6516.0,14.66,14.35,20147.0
2026-03-08,22,20193.0,3.12,5.39,12291.0,6013.0,12.37,12.22,18303.0
2026-03-08,23,19748.0,3.33,5.54,11236.0,5667.0,10.83,10.79,16904.0
2026-03-09,0,18570.0,3.65,5.71,9449.0,4898.0,8.23,8.37,14347.0
2026-03-09,1,16133.0,3.96,9.48,8832.0,4073.0,7.8,8.13,12905.0
2026-03-09,2,16038.0,4.27,10.13,8209.0,3412.0,6.95,7.41,11621.0
2026-03-09,3,16663.0,4.65,9.2,8299.0,3515.0,7.23,7.67,11814.0
2026-03-09,4,16820.0,5.05,8.77,8241.0,3348.0,7.54,8.0,11589.0
2026-03-09,5,16746.0,5.41,7.99,10970.0,3763.0,11.41,11.84,14733.0
2026-03-09,6,17584.0,5.37,7.3,15379.0,5617.0,18.04,18.08,20997.0
2026-03-09,7,17304.0,4.95,6.82,16999.0,7329.0,20.82,20.33,24329.0
2026-03-09,8,17501.0,4.43,6.34,16721.0,7653.0,20.44,19.81,24373.0
2026-03-09,9,18111.0,3.95,5.91,16007.0,7516.0,19.22,18.62,23523.0
2026-03-09,10,18102.0,3.62,5.59,14480.0,6894.0,16.34,15.96,21374.0
2026-03-09,11,18942.0,3.46,5.51,13768.0,6730.0,14.74,14.41,20498.0
2026-03-09,12,18854.0,3.36,5.41,13608.0,6812.0,14.73,14.35,20421.0
2026-03-09,13,18985.0,3.27,5.32,13584.0,6785.0,14.68,14.32,20369.0
2026-03-09,14,19146.0,3.19,5.25,13578.0,6710.0,14.58,14.23,20288.0
2026-03-09,15,19192.0,3.14,5.22,13327.0,6570.0,14.02,13.72,19898.0
2026-03-09,16,18600.0,3.08,5.1,13441.0,6635.0,14.43,14.1,20077.0
2026-03-09,17,18289.0,2.94,4.91,14324.0,6677.0,15.95,15.63,21001.0
2026-03-09,18,18405.0,2.71,4.7,15147.0,6778.0,17.53,17.2,21925.0
2026-03-09,19,18939.0,2.49,4.53,14965.0,6743.0,17.62,17.3,21708.0
2026-03-09,20,18982.0,2.31,4.36,14858.0,6592.0,16.98,16.73,21450.0
2026-03-09,21,18822.0,2.15,4.18,14417.0,6474.0,16.34,16.11,20892.0
2026-03-09,22,19844.0,2.14,4.28,12594.0,5797.0,12.98,12.95,18391.0
2026-03-09,23,20105.0,2.37,4.69,11447.0,5399.0,11.0,11.08,16846.0
2026-03-10,0,19105.0,2.74,5.73,9480.0,4559.0,8.13,8.35,14039.0
2026-03-10,1,18005.0,3.21,5.99,9175.0,4463.0,8.07,8.3,13638.0
2026-03-10,2,19128.0,3.74,7.16,8581.0,4115.0,7.34,7.66,12696.0
2026-03-10,3,18163.0,4.24,7.45,8640.0,4162.0,7.51,7.82,12802.0
2026-03-10,4,17492.0,4.66,7.7,8794.0,3672.0,7.94,8.35,12466.0
2026-03-10,5,16231.0,4.98,6.95,10866.0,3746.0,11.25,11.65,14611.0
2026-03-10,6,17444.0,4.92,6.78,15306.0,5686.0,18.08,18.03,20992.0
2026-03-10,7,17065.0,4.48,6.32,17087.0,7408.0,20.78,20.19,24494.0
2026-03-10,8,17130.0,3.95,5.79,16490.0,7558.0,19.96,19.29,24048.0
2026-03-10,9,17297.0,3.46,5.32,15766.0,7184.0,18.83,18.29,22950.0
2026-03-10,10,17556.0,3.11,5.01,14502.0,6740.0,16.26,15.88,21242.0
2026-03-10,11,17735.0,2.9,4.82,13605.0,6675.0,14.37,14.0,20281.0
2026-03-10,12,18799.0,2.77,4.8,13390.0,6685.0,14.28,13.93,20075.0
2026-03-10,13,18928.0,2.69,4.74,13271.0,6855.0,14.28,13.87,20126.0
2026-03-10,14,19073.0,2.61,4.68,13412.0,6967.0,14.52,14.06,20379.0
2026-03-10,15,20114.0,2.57,4.72,13578.0,7102.0,14.95,14.43,20680.0
2026-03-10,16,19617.0,2.56,4.65,13638.0,6696.0,14.92,13.92,20334.0
2026-03-10,17,19599.0,2.5,4.61,14505.0,6489.0,16.36,15.48,20994.0
2026-03-10,18,19427.0,2.37,4.47,15457.0,6604.0,18.14,17.21,22061.0
2026-03-10,19,18936.0,2.17,4.22,15270.0,6908.0,17.88,16.82,22178.0
2026-03-10,20,18995.0,1.96,4.05,15287.0,6951.0,17.58,16.51,22238.0
2026-03-10,21,19026.0,1.77,3.99,14387.0,6618.0,16.19,15.26,21005.0
2026-03-10,22,18020.0,1.71,3.89,12530.0,5915.0,12.85,12.25,18445.0
2026-03-10,23,17891.0,1.79,3.89,10965.0,5343.0,10.48,10.15,16308.0
2026-03-11,0,17934.0,2.05,3.98,9179.0,4618.0,7.73,7.73,13796.0
2026-03-11,1,17916.0,2.41,4.33,8843.0,4088.0,7.49,7.66,12931.0
2026-03-11,2,18819.0,2.88,4.9,8655.0,3510.0,7.46,7.81,12164.0
2026-03-11,3,19411.0,3.45,5.52,8743.0,3315.0,7.62,8.03,12059.0
2026-03-11,4,19671.0,4.1,6.15,8716.0,3204.0,7.8,8.22,11921.0
2026-03-11,5,16950.0,4.61,6.42,11018.0,3788.0,11.4,11.82,14806.0
2026-03-11,6,18067.0,4.73,6.64,15383.0,5827.0,18.2,18.12,21210.0
2026-03-11,7,17769.0,4.36,6.22,16937.0,7515.0,20.5,19.86,24451.0
2026-03-11,8,17852.0,3.86,5.76,16628.0,7754.0,20.2,19.43,24382.0
2026-03-11,9,17970.0,3.4,5.33,15886.0,7452.0,19.01,18.36,23338.0
2026-03-11,10,18150.0,3.1,5.04,14180.0,6763.0,15.91,15.52,20943.0
2026-03-11,11,18414.0,2.94,4.92,13754.0,6633.0,14.53,14.17,20387.0
2026-03-11,12,19898.0,2.87,5.01,13605.0,6725.0,14.53,14.13,20330.0
2026-03-11,13,20058.0,2.87,4.99,13626.0,6723.0,14.5,14.11,20349.0
2026-03-11,14,20249.0,2.89,5.05,13570.0,6704.0,14.59,14.2,20274.0
2026-03-11,15,20576.0,2.93,5.14,13613.0,6732.0,14.56,14.17,20345.0
2026-03-11,16,19425.0,2.93,5.0,13662.0,6701.0,14.59,14.2,20363.0
2026-03-11,17,19387.0,2.87,4.93,14199.0,6646.0,15.74,15.38,20845.0
2026-03-11,18,18914.0,2.73,4.77,15162.0,6642.0,17.55,17.23,21805.0
2026-03-11,19,19231.0,2.54,4.59,15220.0,6633.0,17.73,17.41,21852.0
2026-03-11,20,19650.0,2.38,4.48,15423.0,6726.0,18.15,17.8,22149.0
2026-03-11,21,19594.0,2.24,4.31,14769.0,6512.0,17.15,16.86,21281.0
2026-03-11,22,20013.0,2.24,4.36,12845.0,5746.0,13.63,13.57,18591.0
2026-03-11,23,21513.0,2.51,4.8,11844.0,5277.0,11.22,11.32,17121.0
2026-03-12,0,20282.0,2.98,5.12,9594.0,4398.0,8.04,8.31,13991.0
2026-03-12,1,19884.0,3.5,5.59,9296.0,4158.0,7.88,8.19,13454.0
2026-03-12,2,19851.0,4.03,6.12,9490.0,3947.0,8.34,8.69,13436.0
2026-03-12,3,19622.0,4.56,7.56,9536.0,3665.0,8.2,8.61,13201.0
2026-03-12,4,16600.0,5.02,11.72,9138.0,3294.0,8.16,8.64,12432.0
2026-03-12,5,16953.0,5.3,10.24,10705.0,3613.0,11.09,11.48,14318.0
2026-03-12,6,18552.0,5.4,7.48,14755.0,5067.0,17.45,17.58,19822.0
2026-03-12,7,17565.0,5.14,7.01,16456.0,6687.0,20.15,19.81,23143.0
2026-03-12,8,17391.0,4.71,6.56,16224.0,7087.0,20.05,19.57,23311.0
2026-03-12,9,17289.0,4.3,6.12,15638.0,6808.0,18.75,18.36,22446.0
2026-03-12,10,17359.0,3.96,5.8,14531.0,6500.0,16.5,16.2,21031.0
2026-03-12,11,18054.0,3.76,5.68,13616.0,6540.0,14.76,14.45,20156.0
2026-03-12,12,19337.0,3.68,5.72,13591.0,6560.0,14.7,14.37,20151.0
2026-03-12,13,19506.0,3.65,5.71,13558.0,6547.0,14.71,14.39,20105.0
2026-03-12,14,19592.0,3.63,5.71,13591.0,6557.0,14.7,14.37,20148.0
2026-03-12,15,19856.0,3.63,5.73,13475.0,6545.0,14.79,14.46,20020.0
2026-03-12,16,20411.0,3.67,5.84,13603.0,6482.0,14.8,14.5,20086.0
2026-03-12,17,19981.0,3.72,5.84,14191.0,5815.0,16.04,15.96,20005.0
2026-03-12,18,19879.0,3.72,5.83,14836.0,5819.0,17.39,17.33,20655.0
2026-03-12,19,19638.0,3.65,5.74,15124.0,6412.0,17.71,17.45,21536.0
2026-03-12,20,19868.0,3.54,5.66,15050.0,6596.0,17.42,17.09,21645.0
2026-03-12,21,20266.0,3.47,5.64,14283.0,6357.0,16.28,16.03,20640.0
2026-03-12,22,20582.0,3.56,5.75,12796.0,5851.0,13.47,13.38,18647.0
2026-03-12,23,20277.0,3.82,5.96,11213.0,5232.0,10.67,10.75,16445.0
2026-03-13,0,17030.0,4.14,11.06,9384.0,4510.0,7.98,8.22,13895.0
2026-03-13,1,16180.0,4.39,12.04,8990.0,3948.0,7.8,8.16,12938.0
2026-03-13,2,16335.0,4.69,12.46,8987.0,3717.0,8.05,8.45,12703.0
2026-03-13,3,14821.0,4.98,15.39,8672.0,3526.0,7.67,8.11,12198.0
2026-03-13,4,13122.0,5.13,16.88,8347.0,3166.0,7.43,7.96,11513.0
2026-03-13,5,16097.0,5.33,7.56,10906.0,3616.0,11.16,11.58,14521.0
2026-03-13,6,16668.0,5.25,7.03,15517.0,5302.0,18.27,18.4,20819.0
2026-03-13,7,16447.0,4.78,6.56,17080.0,7012.0,20.95,20.59,24093.0
2026-03-13,8,16675.0,4.23,6.02,16271.0,7438.0,19.82,19.26,23709.0
2026-03-13,9,17668.0,3.76,5.65,15657.0,6952.0,18.67,18.28,22610.0
2026-03-13,10,18590.0,3.51,5.51,14573.0,6352.0,16.6,16.41,20925.0
2026-03-13,11,18862.0,3.4,5.42,13836.0,6221.0,15.09,14.92,20057.0
2026-03-13,12,19439.0,3.33,5.41,13871.0,6454.0,15.04,14.36,20325.0
2026-03-13,13,20013.0,3.33,5.48,13667.0,6450.0,14.59,13.74,20117.0
2026-03-13,14,20062.0,3.35,5.48,13704.0,6505.0,14.86,14.0,20209.0
2026-03-13,15,20064.0,3.37,5.5,13716.0,6487.0,14.86,14.0,20203.0
2026-03-13,16,19813.0,3.38,5.49,13612.0,6675.0,15.16,14.78,20287.0
2026-03-13,17,19208.0,3.33,5.39,14008.0,6470.0,15.82,15.57,20478.0
2026-03-13,18,19353.0,3.22,5.31,15128.0,6236.0,17.99,17.84,21365.0
2026-03-13,19,19446.0,3.09,5.2,14870.0,6666.0,17.57,17.28,21536.0
2026-03-13,20,19758.0,2.97,5.09,14800.0,6741.0,17.48,17.15,21541.0
