date,hour,SR_Qin,SR_Level,SR_Inlet,SR_F_1800,SR_F_1000,SR_P_1800,SR_P_1000,TotalFlow
2026-04-02,6,17947.0,5.01,7.15,15867.0,5606.0,18.48,18.54,21472.0
2026-04-02,7,17432.0,4.58,6.63,17052.0,7288.0,20.49,20.04,24340.0
2026-04-02,8,17479.0,4.06,6.1,16772.0,7450.0,20.25,19.7,24222.0
2026-04-02,9,17471.0,3.55,5.54,16326.0,7482.0,19.44,18.85,23808.0
2026-04-02,10,18155.0,3.15,5.22,15090.0,7304.0,17.13,16.6,22394.0
2026-04-02,11,18745.0,2.88,5.04,14339.0,7131.0,15.5,15.04,21470.0
2026-04-02,12,20267.0,2.78,5.21,13667.0,6936.0,14.43,14.02,20603.0
2026-04-02,13,20824.0,2.81,5.23,13659.0,6951.0,14.47,14.05,20610.0
2026-04-02,14,20741.0,2.84,5.33,13650.0,6939.0,14.49,14.08,20589.0
2026-04-02,15,20856.0,2.87,5.31,13732.0,6918.0,14.5,14.08,20650.0
2026-04-02,16,20303.0,2.89,5.3,13940.0,7079.0,15.03,14.55,21019.0
2026-04-02,17,19791.0,2.81,5.15,14456.0,7183.0,16.12,15.62,21639.0
2026-04-02,18,19836.0,2.66,4.96,15445.0,7051.0,17.81,17.39,22495.0
2026-04-02,19,20144.0,2.49,4.82,15356.0,6976.0,17.87,17.49,22332.0
2026-04-02,20,20335.0,2.36,4.71,15366.0,6930.0,17.67,17.29,22295.0
2026-04-02,21,19956.0,2.26,4.56,14453.0,6575.0,16.08,15.83,21028.0
2026-04-02,22,20114.0,2.26,4.51,13143.0,6154.0,13.72,13.58,19297.0
2026-04-02,23,20998.0,2.46,4.83,11797.0,5606.0,11.31,11.34,17402.0
2026-04-03,0,19933.0,2.8,5.87,10346.0,4979.0,9.14,9.29,15325.0
2026-04-03,1,19863.0,3.22,6.58,9864.0,4764.0,8.69,8.88,14628.0
2026-04-03,2,19883.0,3.7,7.03,9065.0,4312.0,7.63,7.93,13377.0
2026-04-03,3,19802.0,4.25,7.57,8799.0,4217.0,7.56,7.87,13016.0
2026-04-03,4,19536.0,4.79,8.05,8993.0,4115.0,8.01,8.34,13108.0
2026-04-03,5,17812.0,5.18,8.11,11257.0,3741.0,11.25,11.65,14999.0
2026-04-03,6,17434.0,5.14,7.95,16165.0,5811.0,18.96,18.89,21976.0
2026-04-03,7,17432.0,4.66,7.51,17263.0,7516.0,20.87,20.24,24779.0
2026-04-03,8,17537.0,4.12,7.13,17030.0,7718.0,20.6,19.88,24748.0
2026-04-03,9,17686.0,3.59,6.74,16287.0,7695.0,19.24,18.51,23982.0
2026-04-03,10,18257.0,3.18,5.8,15176.0,7614.0,16.96,16.26,22790.0
2026-04-03,11,18697.0,2.9,5.31,14351.0,7893.0,15.25,14.42,22244.0
2026-04-03,12,20473.0,2.73,5.43,13994.0,7383.0,14.75,14.13,21376.0
2026-04-03,13,20951.0,2.74,5.33,13934.0,7159.0,14.73,14.2,21093.0
2026-04-03,14,20985.0,2.75,5.38,14019.0,7058.0,14.98,14.49,21078.0
2026-04-03,15,21013.0,2.79,5.36,13845.0,7038.0,14.79,14.3,20883.0
2026-04-03,16,20126.0,2.79,5.1,14043.0,7064.0,15.05,14.54,21106.0
2026-04-03,17,19362.0,2.68,4.85,14988.0,7119.0,16.83,16.3,22108.0
2026-04-03,18,19394.0,2.48,4.76,15660.0,6975.0,18.09,17.65,22635.0
2026-04-03,19,19975.0,2.29,4.69,15346.0,6953.0,17.68,17.25,22299.0
2026-04-03,20,20751.0,2.18,4.73,15298.0,6807.0,17.54,17.16,22105.0
2026-04-03,21,20749.0,2.14,4.66,14561.0,6496.0,16.3,16.03,21057.0
2026-04-03,22,21426.0,2.26,5.01,12823.0,5684.0,13.06,13.04,18507.0
2026-04-03,23,21425.0,2.59,5.25,11514.0,5435.0,10.81,10.85,16949.0
2026-04-04,0,20207.0,2.98,5.38,10527.0,5065.0,9.22,9.34,15592.0
2026-04-04,1,19293.0,3.36,5.61,9958.0,4623.0,8.69,8.9,14580.0
2026-04-04,2,18873.0,3.77,5.87,9542.0,3998.0,8.39,8.74,13540.0
2026-04-04,3,19207.0,4.23,6.42,9520.0,3873.0,8.57,8.94,13393.0
2026-04-04,4,18337.0,4.71,6.78,9365.0,3463.0,8.57,9.03,12828.0
2026-04-04,5,17295.0,5.05,7.07,11193.0,3789.0,11.42,11.88,14981.0
2026-04-04,6,18049.0,5.05,7.14,15209.0,6037.0,17.28,17.2,21246.0
2026-04-04,7,18177.0,4.64,6.8,17089.0,7763.0,20.22,19.56,24852.0
2026-04-04,8,18313.0,4.13,6.37,17165.0,7884.0,20.35,19.62,25050.0
2026-04-04,9,18494.0,3.63,5.83,16991.0,7828.0,20.12,19.42,24819.0
2026-04-04,10,18595.0,3.21,5.44,15704.0,7797.0,17.68,16.98,23501.0
2026-04-04,11,19175.0,2.88,5.18,14841.0,7934.0,16.15,15.35,22775.0
2026-04-04,12,20233.0,2.7,4.96,14175.0,7716.0,15.11,14.4,21890.0
2026-04-04,13,20444.0,2.61,4.93,13991.0,7514.0,14.99,14.36,21505.0
2026-04-04,14,20551.0,2.57,4.89,13862.0,7338.0,14.89,14.32,21200.0
2026-04-04,15,20620.0,2.55,4.82,13881.0,7142.0,14.88,14.39,21023.0
2026-04-04,16,19760.0,2.51,4.77,13862.0,7089.0,14.92,14.45,20951.0
2026-04-04,17,19913.0,2.41,4.75,14654.0,7238.0,16.01,15.5,21892.0
2026-04-04,18,20192.0,2.28,4.64,14968.0,7178.0,16.4,15.92,22146.0
2026-04-04,19,20990.0,2.19,4.51,14941.0,7200.0,16.6,16.13,22142.0
2026-04-04,20,20453.0,2.13,4.37,14759.0,7081.0,16.31,15.88,21841.0
2026-04-04,21,20325.0,2.05,4.22,14216.0,6675.0,15.09,14.81,20891.0
2026-04-04,22,20161.0,2.12,4.3,12879.0,5834.0,12.56,12.54,18712.0
2026-04-04,23,19869.0,2.28,4.42,12095.0,5659.0,11.51,11.53,17754.0
2026-04-05,0,19705.0,2.55,4.71,10570.0,4901.0,9.14,9.09,15471.0
2026-04-05,1,20312.0,2.94,5.2,10165.0,4736.0,8.91,8.89,14901.0
2026-04-05,2,20407.0,3.41,5.66,9972.0,4580.0,8.92,8.95,14552.0
2026-04-05,3,20541.0,3.97,6.21,9124.0,3738.0,8.01,8.32,12862.0
2026-04-05,4,18257.0,4.51,6.59,9293.0,3677.0,8.36,8.69,12970.0
2026-04-05,5,17620.0,4.86,6.81,10678.0,3676.0,10.88,11.23,14354.0
2026-04-05,6,17634.0,4.95,6.95,14438.0,5308.0,16.52,16.29,19746.0
2026-04-05,7,17719.0,4.63,6.69,16299.0,7012.0,19.23,18.15,23311.0
2026-04-05,8,18445.0,4.21,6.28,16442.0,7467.0,19.0,17.67,23909.0
2026-04-05,9,18743.0,3.79,5.89,16752.0,7589.0,19.41,18.01,24341.0
2026-04-05,10,19054.0,3.4,5.54,16162.0,7420.0,18.41,17.09,23582.0
2026-04-05,11,20348.0,3.18,5.43,14996.0,7175.0,16.24,15.04,22171.0
2026-04-05,12,20574.0,3.09,5.39,14375.0,7340.0,15.4,14.41,21715.0
2026-04-05,13,20714.0,3.06,5.48,13862.0,7279.0,14.83,14.29,21141.0
2026-04-05,14,21360.0,3.07,5.46,13730.0,7286.0,14.88,14.32,21016.0
2026-04-05,15,22038.0,3.16,5.63,13530.0,7279.0,14.8,14.24,20809.0
2026-04-05,16,21615.0,3.29,5.7,13420.0,7145.0,14.52,14.01,20565.0
2026-04-05,17,20808.0,3.34,5.69,14009.0,7183.0,15.42,14.89,21193.0
2026-04-05,18,20458.0,3.3,5.68,14467.0,7152.0,16.07,15.58,21619.0
2026-04-05,19,20390.0,3.22,5.57,14611.0,7171.0,16.34,15.84,21782.0
2026-04-05,20,20606.0,3.15,5.57,14611.0,7130.0,16.2,15.76,21741.0
2026-04-05,21,21021.0,3.12,5.48,14056.0,6882.0,15.17,14.79,20938.0
2026-04-05,22,21326.0,3.25,5.62,12718.0,6092.0,12.7,12.6,18809.0
2026-04-05,23,21108.0,3.51,5.85,11963.0,5640.0,11.59,11.62,17603.0
2026-04-06,0,19135.0,3.83,8.09,10305.0,4900.0,8.96,9.11,15205.0
2026-04-06,1,18410.0,4.16,8.41,9972.0,4420.0,8.95,9.2,14392.0
2026-04-06,2,17392.0,4.48,8.38,9490.0,4209.0,8.43,8.73,13699.0
2026-04-06,3,17124.0,4.8,9.71,9564.0,4229.0,8.63,8.94,13794.0
2026-04-06,4,17808.0,5.18,7.99,9316.0,3654.0,8.58,9.0,12970.0
2026-04-06,5,15621.0,5.53,7.49,11157.0,3838.0,11.43,11.84,14995.0
2026-04-06,6,16216.0,5.42,7.27,14791.0,5824.0,16.49,16.44,20615.0
2026-04-06,7,16994.0,5.03,6.96,16467.0,7326.0,19.18,18.62,23793.0
2026-04-06,8,15999.0,4.51,6.3,16815.0,7660.0,19.89,19.19,24475.0
2026-04-06,9,16737.0,3.98,5.84,16301.0,7596.0,18.96,18.27,23898.0
2026-04-06,10,17674.0,3.52,5.46,15511.0,7549.0,17.52,16.84,23060.0
2026-04-06,11,18672.0,3.18,5.27,14971.0,7573.0,16.32,15.62,22544.0
2026-04-06,12,19045.0,2.94,5.08,14164.0,7540.0,15.05,14.36,21703.0
2026-04-06,13,19449.0,2.8,4.98,13871.0,7385.0,14.57,13.93,21255.0
2026-04-06,14,19539.0,2.68,4.87,13863.0,7327.0,14.54,13.92,21190.0
2026-04-06,15,19855.0,2.59,4.81,13773.0,7311.0,14.56,13.95,21084.0
2026-04-06,16,19783.0,2.53,4.71,13839.0,7336.0,14.7,14.08,21175.0
2026-04-06,17,19107.0,2.4,4.51,14294.0,7382.0,15.46,14.82,21677.0
2026-04-06,18,19735.0,2.24,4.42,14524.0,7318.0,15.63,15.03,21842.0
2026-04-06,19,20096.0,2.13,4.35,14463.0,7241.0,15.62,15.06,21704.0
2026-04-06,20,20118.0,2.05,4.23,14481.0,7198.0,15.52,14.98,21679.0
2026-04-06,21,20257.0,1.99,4.24,13886.0,6960.0,14.59,14.13,20846.0
2026-04-06,22,20878.0,2.04,4.34,12727.0,6334.0,12.89,12.64,19061.0
2026-04-06,23,21385.0,2.3,4.66,11842.0,5885.0,11.38,11.28,17727.0
2026-04-07,0,20501.0,2.7,5.24,9930.0,4874.0,8.4,8.35,14805.0
2026-04-07,1,19936.0,3.15,6.45,9778.0,4827.0,8.54,8.48,14605.0
2026-04-07,2,20006.0,3.64,6.9,9153.0,4088.0,7.83,8.02,13241.0
2026-04-07,3,19766.0,4.2,7.35,9129.0,3931.0,8.05,8.29,13060.0
2026-04-07,4,18439.0,4.69,7.52,9286.0,3785.0,8.4,8.68,13070.0
2026-04-07,5,17916.0,5.04,7.0,11286.0,3709.0,11.41,11.73,14995.0
2026-04-07,6,18305.0,5.05,7.07,15829.0,5665.0,18.42,18.05,21494.0
2026-04-07,7,18124.0,4.67,6.63,17052.0,7513.0,20.57,19.74,24565.0
2026-04-07,8,18365.0,4.16,6.15,16960.0,7756.0,20.52,19.86,24717.0
2026-04-07,9,18535.0,3.71,5.74,16303.0,7395.0,19.33,18.8,23699.0
2026-04-07,10,18198.0,3.36,5.41,14844.0,7473.0,16.46,15.86,22316.0
2026-04-07,11,19394.0,3.13,5.27,14277.0,7510.0,15.16,14.56,21787.0
2026-04-07,12,20097.0,3.0,5.22,14095.0,7388.0,15.01,14.45,21483.0
2026-04-07,13,20184.0,2.91,5.21,14150.0,7395.0,15.07,14.49,21546.0
2026-04-07,14,20471.0,2.85,5.15,13862.0,7158.0,14.71,14.21,21021.0
2026-04-07,15,20768.0,2.86,5.11,13802.0,6915.0,14.72,14.32,20717.0
2026-04-07,16,19914.0,2.85,4.99,14052.0,7027.0,15.19,14.73,21080.0
2026-04-07,17,19577.0,2.74,4.86,14861.0,6989.0,16.63,16.2,21850.0
2026-04-07,18,19101.0,2.54,4.62,15694.0,6888.0,18.27,17.92,22582.0
2026-04-07,19,18895.0,2.28,4.33,15413.0,7133.0,17.86,17.43,22547.0
2026-04-07,20,18545.0,1.99,4.08,15778.0,7099.0,18.32,17.9,22877.0
2026-04-07,21,18561.0,1.72,4.07,14765.0,6628.0,16.54,16.3,21393.0
2026-04-07,22,19049.0,1.64,4.1,12979.0,5715.0,13.17,13.2,18694.0
2026-04-07,23,19461.0,1.78,4.19,11472.0,5545.0,10.62,10.68,17017.0
2026-04-08,0,19124.0,2.09,4.19,9607.0,5248.0,7.79,7.85,14855.0
2026-04-08,1,18541.0,2.42,4.45,9209.0,4901.0,7.62,7.77,14110.0
2026-04-08,2,19508.0,2.86,5.01,8942.0,4121.0,7.58,7.91,13062.0
2026-04-08,3,21239.0,3.47,5.8,9081.0,4143.0,7.93,8.25,13224.0
2026-04-08,4,19481.0,4.1,6.21,9017.0,3382.0,7.88,8.36,12398.0
2026-04-08,5,19355.0,4.6,6.73,11770.0,3872.0,12.09,12.53,15642.0
2026-04-08,6,19289.0,4.65,6.77,16259.0,6046.0,19.07,19.01,22306.0
2026-04-08,7,18501.0,4.24,6.26,17655.0,7693.0,21.47,20.87,25348.0
2026-04-08,8,18673.0,3.74,5.81,17004.0,7757.0,20.67,20.01,24761.0
2026-04-08,9,18919.0,3.31,5.46,16511.0,7501.0,19.63,19.06,24013.0
2026-04-08,10,18831.0,2.99,5.15,15054.0,7415.0,16.69,16.12,22469.0
2026-04-08,11,19109.0,2.75,4.91,14421.0,7454.0,15.2,14.62,21875.0
2026-04-08,12,20697.0,2.63,4.97,14263.0,7106.0,15.17,14.7,21370.0
2026-04-08,13,21509.0,2.65,5.08,14057.0,6997.0,14.93,14.51,21054.0
2026-04-08,14,21024.0,2.7,5.09,13920.0,6925.0,14.76,14.35,20845.0
2026-04-08,15,20603.0,2.72,5.02,13893.0,6894.0,14.74,14.34,20787.0
2026-04-08,16,19936.0,2.7,4.96,13842.0,6906.0,14.78,14.37,20747.0
2026-04-08,17,19643.0,2.63,4.8,14684.0,6788.0,16.38,16.04,21472.0
2026-04-08,18,19189.0,2.46,4.57,15555.0,6814.0,17.77,17.44,22369.0
2026-04-08,19,19047.0,2.23,4.39,15482.0,6890.0,17.62,17.27,22372.0
2026-04-08,20,19139.0,1.98,4.14,15577.0,6942.0,17.72,17.37,22519.0
2026-04-08,21,19573.0,1.8,4.1,14741.0,6609.0,16.17,15.92,21350.0
2026-04-08,22,20425.0,1.8,4.25,12893.0,5955.0,12.99,12.93,18848.0
2026-04-08,23,21783.0,2.09,4.52,11537.0,5407.0,10.72,10.82,16944.0
2026-04-09,0,20381.0,2.54,4.79,9695.0,5008.0,7.99,7.89,14703.0
2026-04-09,1,19753.0,2.93,5.07,9089.0,4633.0,7.41,7.42,13722.0
2026-04-09,2,19701.0,2.97,5.13,9024.0,4597.0,7.38,7.39,13621.0
2026-04-09,3,19886.0,3.47,5.71,8964.0,4169.0,7.51,7.65,13133.0
2026-04-09,4,19695.0,4.67,6.99,8844.0,2964.0,7.49,8.0,11809.0
2026-04-09,5,18586.0,5.17,7.24,11452.0,3747.0,11.44,11.84,15199.0
2026-04-09,6,17805.0,5.17,7.17,16063.0,5803.0,18.57,18.58,21866.0
2026-04-09,7,17562.0,4.69,6.67,17530.0,7461.0,21.26,20.76,24991.0
2026-04-09,8,17475.0,4.13,6.09,17024.0,7721.0,20.39,19.75,24745.0
2026-04-09,9,17412.0,3.59,5.56,16331.0,7492.0,19.37,18.8,23823.0
2026-04-09,10,18225.0,3.19,5.32,14973.0,7119.0,16.6,16.15,22092.0
2026-04-09,11,18983.0,2.99,5.84,14211.0,6904.0,15.09,14.7,21115.0
2026-04-09,12,20003.0,2.88,5.2,14044.0,6938.0,14.7,14.3,20983.0
2026-04-09,13,20389.0,2.85,5.15,13946.0,6948.0,14.74,14.34,20894.0
2026-04-09,14,20445.0,2.84,5.16,13916.0,6945.0,14.8,14.39,20861.0
2026-04-09,15,20498.0,2.83,5.14,13916.0,6914.0,14.81,14.41,20830.0
2026-04-09,16,19593.0,2.8,4.99,14047.0,6921.0,14.92,14.52,20968.0
2026-04-09,17,19078.0,2.67,4.86,14923.0,6998.0,16.46,16.05,21921.0
2026-04-09,18,17888.0,2.38,4.4,15800.0,6759.0,17.99,17.71,22559.0
2026-04-09,19,17805.0,2.05,4.05,15706.0,6723.0,17.97,17.71,22428.0
2026-04-09,20,17804.0,1.72,3.97,15588.0,6658.0,17.66,17.42,22246.0
2026-04-09,21,18079.0,1.45,3.97,14371.0,6199.0,15.66,15.56,20570.0
2026-04-09,22,19313.0,1.38,4.09,13286.0,5800.0,13.52,13.51,19086.0
2026-04-09,23,21449.0,1.59,4.33,11891.0,5364.0,11.22,11.34,17255.0
2026-04-10,0,21152.0,2.03,4.4,9845.0,4918.0,8.26,8.4,14763.0
2026-04-10,1,20998.0,2.59,4.9,8962.0,4504.0,7.41,7.67,13465.0
2026-04-10,2,21039.0,3.21,5.51,9023.0,4355.0,7.81,8.1,13378.0
2026-04-10,3,21048.0,3.87,6.15,8589.0,3818.0,7.43,7.82,12408.0
2026-04-10,4,19596.0,4.56,6.64,8572.0,3200.0,7.49,8.01,11772.0
2026-04-10,5,17609.0,5.03,6.92,10956.0,3585.0,10.74,11.2,14541.0
2026-04-10,6,17769.0,5.02,6.94,15667.0,5671.0,17.78,17.82,21338.0
2026-04-10,7,17503.0,4.58,6.44,17281.0,7212.0,20.85,20.42,24494.0
2026-04-10,8,17425.0,4.06,5.95,16936.0,7533.0,20.32,19.76,24469.0
2026-04-10,9,18481.0,3.59,5.59,16109.0,7574.0,18.74,18.13,23684.0
2026-04-10,10,18922.0,3.27,5.32,15153.0,7334.0,16.91,16.37,22488.0
2026-04-10,11,19387.0,3.05,5.16,14382.0,7648.0,15.33,14.67,22030.0
2026-04-10,12,20506.0,2.94,5.15,13776.0,7247.0,14.33,13.81,21023.0
2026-04-10,13,20617.0,2.94,5.18,13772.0,6976.0,14.37,13.95,20748.0
2026-04-10,14,20645.0,2.97,5.22,13592.0,6782.0,14.01,13.66,20374.0
2026-04-10,15,20681.0,3.01,5.31,13707.0,6681.0,14.28,13.97,20389.0
2026-04-10,16,19183.0,3.0,5.1,13781.0,6653.0,14.33,14.02,20434.0
2026-04-10,17,19318.0,2.89,4.99,14478.0,6774.0,15.78,15.43,21252.0
2026-04-10,18,19626.0,2.75,4.86,15363.0,6617.0,17.3,17.05,21980.0
2026-04-10,19,19302.0,2.59,4.68,15231.0,6572.0,17.42,17.19,21803.0
2026-04-10,20,19241.0,2.42,4.45,15211.0,6539.0,17.3,17.08,21750.0
2026-04-10,21,19406.0,2.29,4.35,14315.0,6213.0,15.76,15.64,20528.0
2026-04-10,22,20275.0,2.31,4.47,13009.0,5750.0,13.29,13.29,18759.0
2026-04-10,23,21826.0,2.59,4.88,11884.0,5363.0,11.25,11.37,17247.0
2026-04-11,0,19766.0,2.99,5.09,10555.0,4722.0,9.2,9.22,15276.0
2026-04-11,1,19254.0,3.34,5.42,10128.0,4506.0,8.81,8.88,14633.0
2026-04-11,2,21142.0,3.82,6.08,9711.0,4133.0,8.57,8.75,13844.0
2026-04-11,3,20539.0,4.43,6.63,9696.0,3854.0,8.58,8.86,13550.0
2026-04-11,4,20307.0,4.97,7.13,9778.0,3593.0,8.64,8.99,13370.0
2026-04-11,5,18383.0,5.44,7.44,11149.0,3682.0,11.13,11.45,14830.0
2026-04-11,6,17909.0,5.49,7.43,14740.0,5485.0,16.51,16.55,20225.0
2026-04-11,7,17454.0,5.14,7.02,16864.0,7348.0,19.98,19.48,24212.0
2026-04-11,8,17571.0,4.61,6.49,16987.0,7760.0,20.1,19.43,24746.0
2026-04-11,9,17778.0,4.05,5.96,16504.0,8117.0,18.8,17.96,24621.0
2026-04-11,10,18219.0,3.57,5.54,15944.0,8081.0,17.75,16.93,24025.0
2026-04-11,11,19050.0,3.21,5.29,14916.0,7951.0,16.26,15.48,22867.0
2026-04-11,12,20206.0,3.03,5.23,13706.0,7578.0,13.86,13.23,21285.0
2026-04-11,13,20007.0,3.02,5.2,12317.0,7548.0,11.45,10.82,19865.0
2026-04-11,14,20036.0,3.07,5.25,12044.0,7367.0,11.05,10.49,19411.0
2026-04-11,15,20054.0,3.15,5.34,11931.0,7360.0,11.04,10.48,19291.0
2026-04-11,16,19284.0,3.19,5.27,12184.0,7405.0,11.35,10.77,19589.0
2026-04-11,17,18706.0,3.14,5.17,13045.0,7276.0,12.68,12.14,20320.0
2026-04-11,18,18509.0,3.03,5.03,13205.0,7162.0,12.88,12.34,20366.0
2026-04-11,19,18711.0,2.94,4.96,12594.0,7034.0,11.98,11.51,19628.0
2026-04-11,20,19589.0,2.95,5.06,12348.0,6915.0,11.6,11.15,19262.0
2026-04-11,21,19724.0,3.04,5.14,11935.0,6488.0,11.13,10.84,18423.0
2026-04-11,22,20584.0,3.26,6.33,11264.0,5387.0,10.16,10.23,16650.0
2026-04-11,23,18159.0,3.58,10.44,9347.0,5193.0,7.67,7.78,14540.0
2026-04-12,0,15931.0,3.85,13.66,8798.0,5061.0,6.9,6.75,13858.0
2026-04-12,1,16234.0,4.04,12.1,8138.0,4707.0,6.43,6.4,12845.0
2026-04-12,2,15301.0,4.35,14.03,7504.0,4280.0,5.92,6.05,11784.0
2026-04-12,3,15369.0,4.66,14.38,7359.0,3978.0,5.9,6.12,11337.0
2026-04-12,4,15659.0,4.99,13.09,7666.0,3535.0,6.16,6.52,11202.0
2026-04-12,5,17070.0,5.39,8.49,8802.0,3641.0,7.57,8.04,12444.0
2026-04-12,6,16366.0,5.47,8.68,14089.0,5801.0,15.61,15.61,19889.0
2026-04-12,7,17673.0,5.05,6.95,17201.0,7116.0,21.23,20.83,24317.0
2026-04-12,8,18045.0,4.57,6.54,16656.0,7456.0,19.63,19.1,24112.0
2026-04-12,9,18266.0,4.11,6.13,16498.0,7427.0,19.48,18.94,23925.0
2026-04-12,10,18445.0,3.71,5.74,15882.0,7394.0,18.22,17.68,23277.0
2026-04-12,11,20154.0,3.45,5.66,14973.0,7190.0,16.46,15.98,22163.0
2026-04-12,12,20667.0,3.41,5.65,13460.0,6921.0,13.66,13.26,20382.0
2026-04-12,13,20727.0,3.5,5.71,12567.0,6886.0,12.35,11.96,19453.0
2026-04-12,14,20058.0,3.62,5.82,11931.0,6889.0,11.48,11.08,18820.0
2026-04-12,15,19660.0,3.73,5.85,11972.0,6940.0,11.58,11.16,18913.0
2026-04-12,16,18439.0,3.75,5.78,12607.0,6990.0,12.73,12.28,19597.0
2026-04-12,17,17526.0,3.58,5.52,13887.0,7008.0,14.88,14.43,20895.0
2026-04-12,18,18259.0,3.34,5.33,14030.0,6992.0,15.32,14.88,21022.0
2026-04-12,19,18976.0,3.22,5.3,13512.0,6655.0,14.62,14.31,20167.0
2026-04-12,20,19848.0,3.2,5.36,13323.0,6597.0,14.37,14.08,19921.0
2026-04-12,21,20193.0,3.27,5.47,12462.0,6172.0,12.8,12.65,18635.0
2026-04-12,22,20313.0,3.49,6.32,11105.0,5643.0,10.65,10.66,16747.0
2026-04-12,23,16422.0,3.7,13.89,9923.0,5281.0,9.01,9.11,15204.0
2026-04-13,0,15095.0,3.83,15.19,8459.0,4610.0,6.81,6.86,13070.0
2026-04-13,1,16052.0,4.08,13.78,7742.0,4408.0,6.14,6.2,12150.0
2026-04-13,2,16243.0,4.44,14.32,7360.0,4189.0,5.91,6.06,11549.0
2026-04-13,3,16315.0,4.82,14.85,7395.0,4246.0,6.16,6.28,11641.0
2026-04-13,4,15237.0,5.15,15.37,8143.0,3470.0,7.11,7.49,11613.0
2026-04-13,5,17004.0,5.42,11.38,10080.0,3657.0,9.88,10.36,13738.0
2026-04-13,6,17112.0,5.52,8.54,13055.0,5788.0,14.23,14.19,18843.0
2026-04-13,7,17909.0,5.31,7.24,14758.0,6833.0,16.78,16.4,21592.0
2026-04-13,8,17874.0,5.03,6.96,14781.0,7128.0,16.44,15.97,21909.0
2026-04-13,9,17914.0,4.72,6.67,15047.0,7068.0,16.82,16.38,22116.0
2026-04-13,10,18182.0,4.42,6.41,14897.0,6992.0,16.64,16.22,21889.0
2026-04-13,11,19631.0,4.27,6.41,13955.0,6782.0,15.04,14.7,20737.0
2026-04-13,12,19665.0,4.26,6.38,12911.0,6809.0,13.15,12.77,19720.0
2026-04-13,13,19955.0,4.35,6.5,11985.0,6980.0,11.62,11.18,18965.0
2026-04-13,14,19320.0,4.46,6.54,11895.0,7006.0,11.62,11.17,18901.0
2026-04-13,15,19034.0,4.52,6.59,11801.0,7227.0,11.54,11.0,19028.0
2026-04-13,16,18592.0,4.53,6.56,12723.0,7284.0,13.02,12.46,20007.0
2026-04-13,17,18178.0,4.37,6.37,14174.0,7255.0,15.48,14.94,21428.0
2026-04-13,18,18094.0,4.14,6.12,14329.0,6964.0,15.62,15.2,21293.0
2026-04-13,19,17545.0,3.94,5.89,13927.0,6618.0,15.27,14.97,20545.0
2026-04-13,20,18076.0,3.78,5.77,13454.0,6490.0,14.72,14.47,19945.0
2026-04-13,21,17618.0,3.71,6.59,12089.0,6243.0,12.44,12.25,18332.0
2026-04-13,22,18640.0,3.79,6.83,11026.0,5828.0,10.71,10.65,16854.0
2026-04-13,23,15636.0,3.92,14.19,10058.0,5427.0,9.03,9.09,15485.0
2026-04-14,0,16098.0,4.03,11.01,8467.0,4932.0,6.61,6.77,13399.0
2026-04-14,1,17630.0,4.34,7.54,8352.0,4977.0,6.85,6.99,13329.0
2026-04-14,2,16561.0,4.73,9.81,7980.0,4707.0,6.66,6.87,12687.0
2026-04-14,3,13672.0,5.16,10.94,7623.0,4533.0,6.5,6.75,12156.0
2026-04-14,4,11992.0,5.55,13.44,8726.0,3881.0,7.96,8.33,12607.0
2026-04-14,5,11520.0,5.6,12.84,10086.0,3621.0,9.99,10.39,13707.0
2026-04-14,6,17061.0,5.58,7.46,12498.0,5433.0,13.29,13.33,17931.0
2026-04-14,7,17177.0,5.41,7.3,14276.0,7046.0,15.93,15.48,21322.0
2026-04-14,8,16963.0,5.07,6.92,14971.0,7234.0,16.7,16.2,22206.0
2026-04-14,9,16937.0,4.66,6.49,15529.0,7429.0,17.41,16.84,22958.0
2026-04-14,10,17478.0,4.24,6.15,15288.0,7154.0,17.31,16.85,22442.0
2026-04-14,11,18783.0,3.95,5.98,14428.0,6943.0,15.63,15.22,21371.0
2026-04-14,12,19170.0,3.84,5.91,13521.0,6652.0,14.19,13.89,20173.0
2026-04-14,13,19243.0,3.8,5.91,12869.0,6733.0,13.14,12.79,19602.0
2026-04-14,14,19370.0,3.81,5.92,12438.0,6871.0,12.56,12.17,19309.0
2026-04-14,15,19539.0,3.84,6.0,12472.0,6835.0,12.57,12.18,19307.0
2026-04-14,16,19142.0,3.86,5.94,12748.0,6893.0,12.91,12.5,19641.0
2026-04-14,17,19118.0,3.8,5.87,13637.0,7098.0,14.37,13.88,20734.0
2026-04-14,18,19063.0,3.67,5.73,14224.0,6997.0,15.53,15.1,21220.0
2026-04-14,19,19103.0,3.56,5.57,14048.0,6824.0,15.59,15.23,20872.0
2026-04-14,20,19210.0,3.45,5.49,13636.0,6562.0,14.85,14.58,20198.0
2026-04-14,21,18933.0,3.42,5.44,12614.0,6196.0,13.25,13.09,18810.0
2026-04-14,22,18977.0,3.54,6.76,11345.0,5702.0,11.0,11.0,17047.0
2026-04-14,23,19664.0,3.79,9.52,9986.0,5143.0,8.93,9.03,15129.0
2026-04-15,0,17189.0,4.18,9.82,8712.0,4448.0,6.99,7.08,13159.0
2026-04-15,1,16566.0,4.49,9.77,8459.0,4363.0,6.97,7.07,12822.0
2026-04-15,2,16579.0,4.81,10.07,8068.0,4189.0,6.75,6.9,12256.0
