date,hour,BP_Qin,BP_Level,BP_Inlet,BP_F_Kingkeaw1,BP_F_Kingkeaw2,BP_F_Epec,BP_P_Kingkeaw1,BP_P_Kingkeaw2,BP_P_Epec,TotalFlow
2026-03-01,0,18219.0,4.39,7.61,-196.0,8566.0,5881.0,8.1,8.56,8.9,14251.0
2026-03-01,1,17523.0,4.69,8.06,-170.0,8705.0,6018.0,8.49,8.94,9.3,14554.0
2026-03-01,2,17379.0,4.97,8.53,-174.0,8635.0,5935.0,8.79,9.23,9.6,14396.0
2026-03-01,3,17616.0,5.3,8.98,-195.0,8381.0,6731.0,8.93,9.37,8.78,14918.0
2026-03-01,4,18412.0,5.67,9.28,-13.0,10047.0,5976.0,11.44,11.83,8.65,16010.0
2026-03-01,5,19138.0,5.72,9.39,4219.0,9438.0,6766.0,19.4,19.5,10.8,20423.0
2026-03-01,6,22155.0,5.59,9.23,4989.0,10865.0,8826.0,25.06,24.97,17.0,24680.0
2026-03-01,7,21841.0,5.22,9.22,6679.0,10138.0,10433.0,27.05,26.83,21.4,27250.0
2026-03-01,8,23275.0,4.69,9.35,8445.0,8912.0,11178.0,28.37,28.02,23.78,28535.0
2026-03-01,9,23835.0,4.19,9.68,8309.0,8702.0,11637.0,27.36,27.04,25.45,28648.0
2026-03-01,10,24507.0,3.77,10.01,8307.0,8713.0,11110.0,27.35,27.04,23.97,28131.0
2026-03-01,11,25023.0,3.49,9.94,8080.0,8486.0,10258.0,25.96,25.69,21.16,26824.0
2026-03-01,12,25343.0,3.45,9.62,7558.0,7853.0,9188.0,23.06,22.91,17.49,24599.0
2026-03-01,13,25393.0,3.57,9.04,7547.0,7859.0,8299.0,23.09,22.9,14.93,23705.0
2026-03-01,14,25206.0,3.73,8.79,7508.0,7791.0,8301.0,22.83,22.64,14.76,23600.0
2026-03-01,15,25276.0,3.88,8.69,7579.0,7885.0,8277.0,23.28,23.07,14.76,23741.0
2026-03-01,16,25064.0,3.97,8.57,7972.0,8286.0,8984.0,25.48,25.18,17.03,25242.0
2026-03-01,17,25220.0,3.83,8.34,8243.0,8607.0,10368.0,27.17,26.83,22.17,27218.0
2026-03-01,18,25380.0,3.64,7.61,8057.0,8379.0,10397.0,26.36,26.04,22.96,26832.0
2026-03-01,19,25529.0,3.53,7.1,7969.0,8295.0,9524.0,26.23,25.94,20.27,25788.0
2026-03-01,20,25585.0,3.55,6.85,7532.0,7787.0,9211.0,23.66,23.45,19.26,24530.0
2026-03-01,21,25268.0,3.75,6.7,6436.0,6592.0,8300.0,18.14,18.13,16.12,21328.0
2026-03-01,22,20733.0,4.19,6.72,1239.0,8718.0,5991.0,11.7,12.04,10.08,15949.0
2026-03-01,23,15474.0,4.58,7.0,-213.0,7931.0,4953.0,8.3,8.75,7.64,12671.0
2026-03-02,0,15966.0,4.81,7.42,-204.0,8494.0,5112.0,8.16,8.61,7.52,13402.0
2026-03-02,1,15919.0,5.11,7.64,-212.0,7997.0,5018.0,7.69,8.16,7.52,12803.0
2026-03-02,2,14206.0,5.31,7.93,-210.0,7416.0,4917.0,7.18,7.65,7.52,12122.0
2026-03-02,3,14436.0,5.55,8.23,-212.0,7330.0,4916.0,7.14,7.61,7.52,12034.0
2026-03-02,4,16883.0,5.72,8.47,-209.0,9612.0,6616.0,10.78,11.18,11.7,16019.0
2026-03-02,5,21319.0,5.66,8.47,3514.0,10461.0,8944.0,19.95,20.05,18.41,22919.0
2026-03-02,6,22129.0,5.32,8.33,7898.0,9241.0,10412.0,27.78,27.44,22.92,27550.0
2026-03-02,7,23067.0,4.64,8.35,9155.0,9692.0,11001.0,32.52,32.0,24.73,29848.0
2026-03-02,8,23718.0,4.01,8.73,9053.0,9556.0,10369.0,32.02,31.55,22.72,28978.0
2026-03-02,9,24124.0,3.5,9.31,8852.0,9263.0,9417.0,30.95,30.52,19.52,27532.0
2026-03-02,10,24580.0,3.33,9.8,8068.0,8416.0,7580.0,25.91,25.66,13.57,24063.0
2026-03-02,11,24472.0,3.47,9.84,7133.0,7401.0,7492.0,20.92,20.84,13.03,22026.0
2026-03-02,12,24661.0,3.69,9.55,7029.0,7266.0,7932.0,20.08,20.02,14.1,22227.0
2026-03-02,13,25041.0,3.92,9.11,6746.0,6970.0,8411.0,18.68,18.65,15.47,22127.0
2026-03-02,14,24822.0,4.17,8.98,6638.0,6864.0,8313.0,18.28,18.25,15.39,21815.0
2026-03-02,15,24585.0,4.44,9.02,6763.0,7010.0,8251.0,18.71,18.67,15.09,22024.0
2026-03-02,16,24358.0,4.54,8.89,7722.0,8026.0,8950.0,23.53,23.32,17.37,24698.0
2026-03-02,17,24520.0,4.28,8.5,8768.0,9167.0,10337.0,29.49,29.04,22.48,28272.0
2026-03-02,18,24837.0,3.8,7.86,8865.0,9280.0,11097.0,30.81,30.33,25.64,29242.0
2026-03-02,19,25437.0,3.45,7.41,8289.0,8637.0,9882.0,27.88,27.51,21.46,26807.0
2026-03-02,20,25623.0,3.34,7.19,7962.0,8254.0,9701.0,25.86,25.57,21.14,25917.0
2026-03-02,21,25696.0,3.35,7.04,7700.0,7973.0,8469.0,24.34,24.11,16.94,24143.0
2026-03-02,22,23576.0,3.6,6.95,6270.0,6525.0,6733.0,17.92,17.92,11.74,19528.0
2026-03-02,23,15801.0,3.84,7.12,264.0,8339.0,5324.0,9.64,10.06,8.44,13928.0
2026-03-03,0,18382.0,4.15,7.26,-210.0,8606.0,5944.0,8.39,8.84,9.38,14339.0
2026-03-03,1,18081.0,4.48,7.26,-173.0,8424.0,6000.0,8.1,8.56,9.88,14251.0
2026-03-03,2,18065.0,4.87,7.27,-165.0,7931.0,5753.0,7.65,8.12,9.45,13520.0
2026-03-03,3,17856.0,5.28,7.29,-167.0,7949.0,5720.0,7.76,8.22,9.45,13502.0
2026-03-03,4,20100.0,5.62,7.27,2478.0,8752.0,5814.0,13.72,13.97,9.91,17044.0
2026-03-03,5,20147.0,5.67,7.22,7168.0,7627.0,6832.0,22.0,21.86,12.54,21627.0
2026-03-03,6,22554.0,5.41,7.16,8015.0,8503.0,8763.0,26.63,26.31,18.24,25281.0
2026-03-03,7,23288.0,4.99,7.3,8353.0,8814.0,10793.0,27.89,27.54,24.43,27960.0
2026-03-03,8,23461.0,4.46,7.69,8398.0,8851.0,10907.0,27.93,27.58,24.89,28156.0
2026-03-03,9,23925.0,3.98,8.31,8331.0,8706.0,10760.0,27.51,27.19,24.59,27797.0
2026-03-03,10,24543.0,3.61,8.87,8250.0,8675.0,10118.0,27.23,26.92,22.56,27043.0
2026-03-03,11,24747.0,3.39,9.1,8079.0,8542.0,9219.0,26.33,26.05,19.59,25841.0
2026-03-03,12,24910.0,3.32,9.06,7813.0,8199.0,7925.0,24.65,24.42,15.33,23937.0
2026-03-03,13,24863.0,3.45,8.73,7672.0,8056.0,7593.0,23.77,23.55,13.84,23321.0
2026-03-03,14,25719.0,3.59,8.55,7657.0,8057.0,7754.0,23.8,23.57,14.27,23468.0
2026-03-03,15,25516.0,3.76,8.4,7663.0,8057.0,7786.0,23.79,23.56,14.28,23507.0
2026-03-03,16,25248.0,3.83,8.31,8012.0,8446.0,8932.0,25.57,25.26,17.63,25390.0
2026-03-03,17,25089.0,3.66,8.0,8408.0,8861.0,10226.0,27.98,27.61,22.45,27495.0
2026-03-03,18,24802.0,3.32,7.36,8370.0,8806.0,10668.0,28.11,27.74,24.37,27844.0
2026-03-03,19,25123.0,3.04,6.95,8213.0,8589.0,9990.0,27.48,27.14,22.29,26793.0
2026-03-03,20,25273.0,2.89,6.69,7896.0,8223.0,9676.0,25.39,25.12,21.24,25795.0
2026-03-03,21,25365.0,2.94,6.53,6725.0,7144.0,8693.0,19.62,19.56,17.84,22562.0
2026-03-03,22,23826.0,3.39,6.44,1633.0,9431.0,6074.0,13.35,13.65,10.5,17137.0
2026-03-03,23,18383.0,3.99,6.48,-215.0,7750.0,4969.0,7.82,8.29,8.01,12503.0
2026-03-04,0,17314.0,4.37,6.59,-187.0,9311.0,5691.0,9.23,9.67,9.12,14816.0
2026-03-04,1,16769.0,4.62,6.65,-175.0,8760.0,5468.0,8.68,9.12,8.88,14052.0
2026-03-04,2,16147.0,4.86,6.74,-181.0,7961.0,5199.0,7.81,8.27,8.49,12978.0
2026-03-04,3,16879.0,5.2,6.8,-182.0,7762.0,5170.0,7.65,8.11,8.48,12750.0
2026-03-04,4,19739.0,5.56,6.81,1676.0,8315.0,6183.0,11.64,11.97,10.9,16174.0
2026-03-04,5,21534.0,5.64,6.76,7172.0,7645.0,8749.0,22.07,21.92,18.19,23566.0
2026-03-04,6,21149.0,5.16,6.73,8286.0,8758.0,10684.0,27.72,27.37,24.24,27728.0
2026-03-04,7,22520.0,4.37,6.83,8853.0,9335.0,11519.0,30.49,30.03,27.21,29707.0
2026-03-04,8,23649.0,3.76,7.18,8549.0,8980.0,10806.0,29.1,28.74,24.61,28335.0
2026-03-04,9,24022.0,3.27,7.72,8658.0,9099.0,9658.0,29.92,29.54,20.63,27415.0
2026-03-04,10,24550.0,3.09,8.23,7987.0,8385.0,7632.0,26.16,25.91,14.09,24004.0
2026-03-04,11,25029.0,3.23,8.42,7245.0,7537.0,7497.0,21.48,21.35,13.31,22279.0
2026-03-04,12,25802.0,3.54,8.49,6885.0,7147.0,7706.0,19.35,19.31,13.57,21738.0
2026-03-04,13,25455.0,3.85,8.52,4554.0,9456.0,8598.0,18.91,19.03,16.18,22608.0
2026-03-04,14,25091.0,4.08,8.39,4382.0,9578.0,8605.0,18.97,19.08,16.2,22565.0
2026-03-04,15,24879.0,4.28,8.33,4439.0,9549.0,8574.0,19.04,19.13,16.21,22562.0
2026-03-04,16,24697.0,4.39,8.31,7459.0,7814.0,9548.0,22.36,22.16,19.47,24821.0
2026-03-04,17,24784.0,4.09,8.02,9080.0,9587.0,10900.0,31.85,31.29,24.04,29566.0
2026-03-04,18,25252.0,3.53,7.33,9221.0,9694.0,11499.0,32.94,32.36,26.82,30415.0
2026-03-04,19,25512.0,3.04,6.8,8799.0,9211.0,10922.0,30.71,30.24,24.76,28932.0
2026-03-04,20,25748.0,2.73,6.5,8284.0,9328.0,10638.0,29.35,28.96,23.92,28250.0
2026-03-04,21,25876.0,2.47,6.32,8474.0,8819.0,9935.0,28.87,28.47,21.57,27228.0
2026-03-04,22,25900.0,2.52,6.22,7157.0,7399.0,7302.0,21.69,21.54,13.37,21858.0
2026-03-04,23,25262.0,3.24,6.2,1659.0,7896.0,5454.0,10.89,11.24,8.58,15009.0
2026-03-05,0,19721.0,4.0,6.22,-212.0,9529.0,5983.0,9.55,9.97,9.42,15300.0
2026-03-05,1,18905.0,4.36,6.26,-167.0,8691.0,6018.0,8.67,9.11,9.86,14542.0
2026-03-05,2,18818.0,4.77,6.29,-171.0,8509.0,5795.0,8.54,8.98,9.38,14133.0
2026-03-05,3,17586.0,5.22,6.31,-172.0,7920.0,5627.0,7.65,8.11,8.96,13374.0
2026-03-05,4,19160.0,5.45,6.35,2462.0,8412.0,6759.0,13.24,13.49,11.91,17633.0
2026-03-05,5,22100.0,5.41,6.32,7421.0,7825.0,9273.0,22.99,22.81,19.42,24519.0
2026-03-05,6,24303.0,5.0,6.25,8553.0,9023.0,11255.0,29.01,28.59,26.01,28832.0
2026-03-05,7,23394.0,4.36,6.33,9025.0,9510.0,11723.0,31.51,31.02,27.28,30258.0
2026-03-05,8,23779.0,3.69,6.74,8775.0,9180.0,11341.0,30.2,29.79,26.63,29296.0
2026-03-05,9,24237.0,3.18,7.35,8548.0,8959.0,10037.0,28.98,28.63,21.54,27545.0
2026-03-05,10,24445.0,2.94,7.78,8303.0,8701.0,7882.0,27.59,27.27,14.9,24886.0
2026-03-05,11,24410.0,3.07,7.97,7002.0,7264.0,7072.0,20.25,20.18,12.38,21338.0
2026-03-05,12,24459.0,3.33,7.73,7170.0,7458.0,7201.0,20.75,20.64,12.38,21829.0
2026-03-05,13,24963.0,3.58,7.63,6943.0,7234.0,7548.0,19.65,19.57,13.62,21726.0
2026-03-05,14,24879.0,3.87,7.74,6731.0,6956.0,7848.0,18.48,18.46,14.46,21536.0
2026-03-05,15,24806.0,4.12,7.68,7086.0,7343.0,7900.0,20.21,20.13,14.27,22329.0
2026-03-05,16,24678.0,4.17,7.57,8277.0,8648.0,9090.0,26.86,26.53,17.95,26016.0
2026-03-05,17,24910.0,3.83,7.3,8867.0,9330.0,10628.0,30.57,30.08,23.34,28825.0
2026-03-05,18,25234.0,3.36,6.76,8927.0,9345.0,11257.0,31.07,30.59,25.83,29530.0
2026-03-05,19,25376.0,2.95,6.4,8646.0,9032.0,10564.0,29.77,29.34,23.94,28242.0
2026-03-05,20,25733.0,2.68,6.18,8731.0,9130.0,10118.0,29.99,29.55,21.93,27978.0
2026-03-05,21,25785.0,2.47,6.08,8539.0,8941.0,9026.0,29.01,28.61,18.44,26505.0
2026-03-05,22,26013.0,2.59,6.0,6626.0,7691.0,6254.0,20.89,20.79,10.8,20571.0
2026-03-05,23,25311.0,3.41,5.9,-271.0,9478.0,5233.0,10.39,10.8,8.43,14439.0
2026-03-06,0,23376.0,4.36,5.84,-220.0,9907.0,5837.0,10.14,10.55,9.37,15524.0
2026-03-06,1,18703.0,4.87,5.84,-188.0,9489.0,5776.0,9.64,10.06,9.4,15077.0
2026-03-06,2,15748.0,5.15,5.89,-170.0,8033.0,5613.0,7.81,8.27,9.11,13476.0
2026-03-06,3,17172.0,5.38,5.94,-162.0,7935.0,5841.0,7.65,8.11,9.44,13614.0
2026-03-06,4,20429.0,5.67,5.97,410.0,11289.0,6825.0,14.59,14.88,12.49,18524.0
2026-03-06,5,22998.0,5.66,5.96,5128.0,10341.0,9211.0,23.34,23.29,19.68,24680.0
2026-03-06,6,22704.0,5.25,5.94,8540.0,9076.0,10922.0,29.13,28.7,24.76,28538.0
2026-03-06,7,23130.0,4.48,6.02,9377.0,9872.0,11583.0,33.54,32.99,26.77,30832.0
2026-03-06,8,23483.0,3.74,6.34,9060.0,9484.0,11222.0,31.92,31.46,25.82,29766.0
2026-03-06,9,24158.0,3.23,6.92,8619.0,9042.0,9544.0,29.37,28.99,19.89,27205.0
2026-03-06,10,24645.0,2.99,7.42,8109.0,8441.0,8462.0,26.31,26.04,16.25,25013.0
2026-03-06,11,24652.0,3.06,7.57,7508.0,7777.0,7631.0,22.71,22.56,13.78,22916.0
2026-03-06,12,24794.0,3.2,7.67,7271.0,7490.0,7854.0,21.21,21.11,14.12,22616.0
2026-03-06,13,25587.0,3.43,7.63,6851.0,7058.0,8268.0,19.05,19.03,15.23,22177.0
2026-03-06,14,25632.0,3.74,7.62,6887.0,7072.0,8421.0,19.12,19.08,15.59,22379.0
2026-03-06,15,25414.0,3.98,7.57,7065.0,7267.0,8594.0,20.01,19.91,16.0,22925.0
2026-03-06,16,25144.0,4.1,7.38,7687.0,7990.0,9265.0,23.28,23.04,18.52,24942.0
2026-03-06,17,25175.0,3.86,7.06,8962.0,9355.0,10695.0,30.59,30.1,23.74,29012.0
2026-03-06,18,25003.0,3.35,6.58,9144.0,9521.0,11452.0,32.15,31.63,26.58,30116.0
2026-03-06,19,25422.0,2.85,6.28,8952.0,9303.0,11104.0,31.41,30.92,25.1,29359.0
2026-03-06,20,25602.0,2.5,6.14,8615.0,8929.0,10457.0,29.27,28.86,23.09,28002.0
2026-03-06,21,25669.0,2.34,5.94,8266.0,8559.0,8957.0,27.28,26.92,18.06,25783.0
2026-03-06,22,25773.0,2.46,5.82,7231.0,7410.0,6989.0,21.65,21.51,12.29,21630.0
2026-03-06,23,25290.0,3.16,5.77,408.0,9955.0,5336.0,11.84,12.19,8.53,15699.0
2026-03-07,0,23249.0,4.1,5.74,-190.0,9158.0,5519.0,8.85,9.29,8.48,14487.0
2026-03-07,1,19466.0,4.73,5.74,-169.0,8595.0,5652.0,8.37,8.82,8.97,14078.0
2026-03-07,2,18571.0,5.18,5.78,-163.0,8394.0,5697.0,8.37,8.82,9.44,13928.0
2026-03-07,3,18384.0,5.6,5.82,-163.0,8335.0,5750.0,8.37,8.82,9.44,13922.0
2026-03-07,4,16602.0,5.82,5.88,2027.0,9061.0,5501.0,13.32,13.59,9.12,16589.0
2026-03-07,5,20773.0,5.7,5.94,7044.0,7556.0,7024.0,21.69,21.58,12.78,21624.0
2026-03-07,6,23448.0,5.5,5.94,8101.0,8626.0,9602.0,26.79,26.5,20.15,26329.0
2026-03-07,7,24116.0,5.0,6.05,8579.0,9069.0,12078.0,28.68,28.32,28.43,29725.0
2026-03-07,8,24470.0,4.43,6.41,8455.0,8905.0,11916.0,27.95,27.62,28.02,29277.0
2026-03-07,9,24888.0,3.92,7.01,8468.0,8886.0,11680.0,27.88,27.55,27.52,29033.0
2026-03-07,10,25022.0,3.5,7.44,8312.0,8722.0,11326.0,27.3,26.99,26.19,28360.0
2026-03-07,11,25351.0,3.18,7.54,8069.0,8452.0,10286.0,26.12,25.85,22.79,26808.0
2026-03-07,12,25605.0,3.13,7.7,7622.0,7967.0,9282.0,23.17,23.01,18.76,24871.0
2026-03-07,13,25617.0,3.15,7.74,7730.0,8091.0,8938.0,23.42,23.24,17.23,24759.0
2026-03-07,14,26448.0,3.25,7.97,7641.0,8001.0,8750.0,23.24,23.06,16.77,24393.0
2026-03-07,15,26715.0,3.42,8.1,7640.0,8040.0,8754.0,23.29,23.09,16.76,24435.0
2026-03-07,16,27119.0,3.57,8.05,8217.0,8642.0,9741.0,26.25,25.94,19.84,26600.0
2026-03-07,17,26749.0,3.41,7.38,8605.0,9032.0,11449.0,28.42,28.01,26.17,29086.0
2026-03-07,18,26483.0,3.1,6.82,8574.0,9003.0,11799.0,28.56,28.16,27.74,29376.0
2026-03-07,19,26724.0,2.81,6.4,8409.0,8838.0,11467.0,28.01,27.64,26.73,28714.0
2026-03-07,20,26434.0,2.63,6.18,7865.0,8175.0,10973.0,24.73,24.46,24.76,27014.0
2026-03-07,21,11198.0,2.65,6.05,-138.0,6393.0,4004.0,5.15,5.67,4.87,10259.0
2026-03-07,22,9823.0,2.65,5.94,-235.0,6013.0,3996.0,4.59,5.12,4.61,9774.0
2026-03-07,23,9692.0,2.64,5.83,-193.0,5779.0,3903.0,4.59,5.13,4.61,9489.0
2026-03-08,0,9758.0,2.66,5.73,-203.0,5917.0,3838.0,4.59,5.12,4.61,9553.0
2026-03-08,1,9782.0,2.67,5.65,-208.0,5712.0,3750.0,4.62,5.15,4.61,9254.0
2026-03-08,2,10647.0,2.7,5.58,-216.0,6037.0,3642.0,5.1,5.62,4.61,9463.0
2026-03-08,3,21993.0,3.29,5.54,-218.0,6927.0,4627.0,6.48,6.96,6.8,11337.0
2026-03-08,4,24795.0,4.12,5.5,2879.0,8146.0,8121.0,13.17,13.41,14.77,19146.0
2026-03-08,5,24229.0,4.41,5.48,7239.0,7685.0,8206.0,22.16,22.01,16.11,23130.0
2026-03-08,6,25819.0,4.42,5.46,8056.0,8523.0,9657.0,26.9,26.57,21.23,26236.0
2026-03-08,7,24858.0,4.13,5.6,8274.0,8705.0,11528.0,27.54,27.21,27.39,28507.0
2026-03-08,8,25116.0,3.69,5.99,8463.0,8928.0,11809.0,28.08,27.75,27.81,29200.0
2026-03-08,9,25453.0,3.22,6.44,8473.0,8911.0,12028.0,28.07,27.74,28.69,29412.0
2026-03-08,10,25644.0,2.78,6.78,8484.0,8842.0,11904.0,27.94,27.6,28.4,29230.0
2026-03-08,11,25821.0,2.46,6.93,8207.0,8563.0,10829.0,26.37,26.08,24.4,27600.0
2026-03-08,12,26906.0,2.45,6.86,7536.0,7853.0,9123.0,22.89,22.71,18.97,24511.0
2026-03-08,13,26781.0,2.72,7.13,7770.0,8141.0,7519.0,24.04,23.83,13.58,23430.0
2026-03-08,14,26627.0,3.03,7.21,7670.0,8026.0,7091.0,23.53,23.35,12.17,22788.0
2026-03-08,15,26459.0,3.32,7.33,6908.0,8617.0,8351.0,23.22,23.07,15.85,23876.0
2026-03-08,16,26128.0,3.44,7.14,5352.0,11055.0,9608.0,25.22,25.12,20.2,26015.0
2026-03-08,17,26128.0,3.28,6.7,5428.0,11685.0,10959.0,27.13,26.98,25.62,28071.0
2026-03-08,18,26315.0,3.03,6.2,5397.0,11629.0,11261.0,27.18,27.04,26.51,28286.0
2026-03-08,19,26478.0,2.85,5.9,5341.0,11558.0,10174.0,27.06,26.93,23.21,27073.0
2026-03-08,20,26399.0,2.86,5.75,4928.0,10586.0,9746.0,23.49,23.47,21.72,25260.0
2026-03-08,21,25570.0,3.03,5.63,4284.0,9158.0,8387.0,18.56,18.68,17.49,21829.0
2026-03-08,22,25072.0,3.57,5.55,1414.0,8962.0,6472.0,12.25,12.57,11.66,16849.0
2026-03-08,23,21096.0,4.48,5.5,-220.0,8680.0,4623.0,9.14,9.57,7.59,13082.0
2026-03-09,0,16655.0,4.92,5.54,-215.0,9307.0,4774.0,9.37,9.79,7.49,13865.0
2026-03-09,1,15823.0,5.13,5.6,-221.0,8747.0,4812.0,8.77,9.21,7.39,13338.0
2026-03-09,2,14650.0,5.36,5.69,-205.0,7639.0,4622.0,7.22,7.69,7.21,12056.0
2026-03-09,3,14572.0,5.59,5.81,-202.0,7521.0,4625.0,7.16,7.63,7.21,11944.0
2026-03-09,4,19026.0,5.7,5.9,-196.0,11435.0,7415.0,13.81,14.14,14.45,18653.0
2026-03-09,5,21973.0,5.66,5.9,2685.0,10886.0,9330.0,18.95,19.09,20.44,22900.0
2026-03-09,6,23380.0,5.38,5.85,7068.0,10152.0,10527.0,27.82,27.54,24.14,27747.0
2026-03-09,7,24076.0,4.8,5.95,9082.0,9554.0,11225.0,31.59,31.11,25.81,29862.0
2026-03-09,8,23986.0,4.2,6.33,8953.0,9408.0,10690.0,31.16,30.72,24.56,29051.0
2026-03-09,9,24337.0,3.74,6.76,8801.0,9229.0,9332.0,30.38,29.96,19.66,27361.0
2026-03-09,10,24737.0,3.53,7.28,8416.0,8778.0,7286.0,28.21,27.85,13.13,24480.0
2026-03-09,11,24727.0,3.74,7.52,7106.0,7408.0,6467.0,20.62,20.55,10.52,20981.0
2026-03-09,12,25074.0,4.05,7.58,7302.0,7601.0,7795.0,21.25,21.15,14.06,22698.0
2026-03-09,13,25153.0,4.21,7.67,6946.0,7174.0,8678.0,19.57,19.51,16.6,22798.0
2026-03-09,14,25179.0,4.42,7.9,6888.0,7140.0,8415.0,19.52,19.47,15.95,22444.0
2026-03-09,15,25339.0,4.65,8.02,7043.0,7345.0,8353.0,20.26,20.17,15.71,22741.0
2026-03-09,16,25076.0,4.71,7.92,8173.0,8570.0,9719.0,26.42,26.12,20.41,26462.0
2026-03-09,17,25049.0,4.36,7.58,8784.0,9244.0,11146.0,30.31,29.84,25.38,29174.0
2026-03-09,18,25333.0,3.91,6.92,8761.0,9173.0,11462.0,30.3,29.83,26.78,29396.0
2026-03-09,19,25305.0,3.49,6.54,8659.0,9014.0,10875.0,29.85,29.41,25.05,28548.0
2026-03-09,20,25066.0,3.18,6.32,8302.0,8633.0,10220.0,27.56,27.2,22.75,27155.0
2026-03-09,21,25277.0,3.0,6.11,8120.0,8455.0,8938.0,26.6,26.27,18.42,25513.0
2026-03-09,22,25552.0,3.2,5.99,6107.0,7172.0,6218.0,18.53,18.52,10.77,19497.0
2026-03-09,23,25166.0,4.07,5.9,-229.0,9525.0,5057.0,10.23,10.64,7.99,14353.0
2026-03-10,0,16682.0,4.7,5.96,-216.0,9681.0,5183.0,9.77,10.19,7.98,14649.0
2026-03-10,1,16703.0,4.85,6.06,-218.0,9529.0,5155.0,9.68,10.1,7.99,14466.0
2026-03-10,2,17295.0,5.11,6.13,-226.0,8918.0,5153.0,8.89,9.33,7.99,13845.0
2026-03-10,3,17416.0,5.44,6.21,-225.0,8657.0,5025.0,8.67,9.11,7.99,13457.0
2026-03-10,4,20143.0,5.69,6.32,-222.0,11703.0,7332.0,14.27,14.61,14.1,18814.0
2026-03-10,5,22765.0,5.62,6.32,4710.0,10889.0,9949.0,23.78,23.76,22.17,25548.0
2026-03-10,6,23087.0,5.14,6.28,7125.0,10259.0,11285.0,28.42,28.13,25.86,28669.0
2026-03-10,7,22888.0,4.42,6.31,9160.0,9617.0,11518.0,32.3,31.8,26.25,30295.0
2026-03-10,8,23599.0,3.71,6.55,8991.0,9428.0,10918.0,31.61,31.14,24.46,29338.0
2026-03-10,9,24092.0,3.2,6.98,8655.0,9081.0,9427.0,29.82,29.41,20.36,27163.0
2026-03-10,10,24655.0,3.05,7.36,7809.0,8091.0,7081.0,25.17,24.95,13.94,22982.0
2026-03-10,11,24368.0,3.34,7.55,6941.0,7135.0,6334.0,19.92,19.88,11.8,20410.0
2026-03-10,12,24288.0,3.67,7.68,7233.0,7514.0,6208.0,21.23,21.12,11.27,20955.0
2026-03-10,13,24662.0,3.92,7.75,7433.0,7725.0,6687.0,21.85,21.71,12.65,21844.0
2026-03-10,14,25273.0,4.19,7.92,7499.0,7811.0,6758.0,22.34,22.19,12.81,22067.0
2026-03-10,15,25111.0,4.46,7.86,7417.0,7713.0,7178.0,21.97,21.83,13.98,22309.0
2026-03-10,16,24767.0,4.57,7.89,8248.0,8650.0,8971.0,26.81,26.5,20.07,25869.0
2026-03-10,17,24762.0,4.17,7.65,8889.0,9314.0,11299.0,30.49,30.02,27.17,29502.0
2026-03-10,18,25150.0,3.63,7.08,8876.0,9301.0,11990.0,30.83,30.35,27.63,30167.0
2026-03-10,19,24715.0,3.14,6.66,8713.0,9145.0,10894.0,30.02,29.56,24.29,28752.0
2026-03-10,20,24785.0,2.72,6.41,8652.0,9056.0,10571.0,29.56,29.13,23.41,28279.0
2026-03-10,21,25035.0,2.4,6.28,8130.0,8471.0,9587.0,26.81,26.49,20.27,26187.0
2026-03-10,22,25429.0,2.5,6.18,6937.0,7119.0,7204.0,20.22,20.12,12.94,21260.0
2026-03-10,23,24781.0,3.14,6.11,4051.0,6476.0,5275.0,12.68,12.91,8.49,15802.0
2026-03-11,0,21688.0,3.96,6.06,-242.0,10044.0,5400.0,10.3,10.71,8.47,15203.0
2026-03-11,1,19344.0,4.45,6.08,-208.0,9139.0,5389.0,9.11,9.54,8.41,14321.0
2026-03-11,2,19244.0,4.95,6.08,-209.0,8671.0,5145.0,8.67,9.11,8.05,13607.0
2026-03-11,3,18935.0,5.46,6.12,-208.0,8624.0,5295.0,8.61,9.05,8.41,13710.0
2026-03-11,4,19543.0,5.73,6.19,2432.0,8696.0,7245.0,13.78,14.03,13.82,18373.0
2026-03-11,5,21800.0,5.68,6.17,7125.0,7642.0,9170.0,22.31,22.16,19.79,23937.0
2026-03-11,6,22214.0,5.26,6.15,8316.0,8805.0,10922.0,27.94,27.57,24.89,28043.0
2026-03-11,7,22733.0,4.53,6.24,8863.0,9343.0,11559.0,30.48,30.03,27.09,29764.0
2026-03-11,8,23537.0,3.87,6.4,8863.0,9355.0,10832.0,30.94,30.49,24.57,29051.0
2026-03-11,9,24087.0,3.33,6.9,8774.0,9264.0,10160.0,30.46,30.03,22.22,28198.0
2026-03-11,10,24872.0,3.02,7.23,8443.0,8883.0,8204.0,28.45,28.09,15.56,25530.0
2026-03-11,11,24908.0,3.15,7.34,6971.0,7220.0,7763.0,19.81,19.76,14.0,21954.0
2026-03-11,12,25210.0,3.38,7.59,7363.0,6903.0,7794.0,19.92,19.82,13.91,22060.0
2026-03-11,13,25014.0,3.64,7.54,8936.0,4942.0,8199.0,19.29,19.08,15.0,22077.0
2026-03-11,14,24920.0,3.88,7.48,8892.0,4931.0,8275.0,19.31,19.08,15.71,22098.0
2026-03-11,15,25732.0,4.15,7.46,8118.0,5837.0,8389.0,19.24,19.07,15.7,22344.0
2026-03-11,16,25134.0,4.32,7.32,7765.0,8046.0,9713.0,23.63,23.42,20.16,25523.0
