date,hour,BP_Qin,BP_Level,BP_Inlet,BP_F_Kingkeaw1,BP_F_Kingkeaw2,BP_F_Epec,BP_P_Kingkeaw1,BP_P_Kingkeaw2,BP_P_Epec,TotalFlow
2026-04-05,23,21328.0,4.42,6.36,-229.0,7860.0,5156.0,8.21,8.65,8.46,12787.0
2026-04-06,0,17886.0,4.94,6.36,-208.0,8711.0,5661.0,8.6,9.04,9.46,14163.0
2026-04-06,1,17229.0,5.23,6.37,-183.0,8482.0,5616.0,8.57,9.0,9.47,13916.0
2026-04-06,2,12278.0,5.36,6.39,-189.0,7779.0,4974.0,7.66,8.11,8.14,12564.0
2026-04-06,3,17714.0,5.56,6.42,-203.0,7827.0,4951.0,7.66,8.11,7.97,12575.0
2026-04-06,4,14157.0,5.67,6.44,-194.0,10345.0,6907.0,11.79,12.16,12.87,17057.0
2026-04-06,5,20971.0,5.46,6.45,1330.0,11440.0,9298.0,17.05,17.27,20.24,22067.0
2026-04-06,6,23132.0,5.13,6.43,7521.0,9346.0,11193.0,26.91,26.61,26.2,28060.0
2026-04-06,7,23226.0,4.48,6.61,8901.0,9429.0,11459.0,30.86,30.41,27.12,29789.0
2026-04-06,8,23771.0,3.84,6.86,8658.0,9147.0,11220.0,29.55,29.13,26.39,29025.0
2026-04-06,9,24282.0,3.25,7.17,8850.0,9335.0,11321.0,30.74,30.28,26.64,29506.0
2026-04-06,10,25151.0,2.8,7.49,8509.0,8906.0,10212.0,28.65,28.28,22.89,27627.0
2026-04-06,11,25443.0,2.73,7.65,7504.0,7806.0,8852.0,22.82,22.66,18.0,24161.0
2026-04-06,12,25453.0,2.82,7.61,7640.0,7923.0,8417.0,23.51,23.3,16.4,23980.0
2026-04-06,13,25381.0,2.97,7.66,7317.0,7621.0,8334.0,21.76,21.61,15.93,23271.0
2026-04-06,14,25130.0,3.11,7.82,7368.0,7712.0,8495.0,21.7,21.56,16.22,23575.0
2026-04-06,15,25129.0,3.21,7.89,7403.0,7736.0,8550.0,21.89,21.73,16.47,23689.0
2026-04-06,16,25671.0,3.22,7.85,8500.0,8962.0,9197.0,28.14,27.76,18.88,26659.0
2026-04-06,17,25701.0,2.93,7.58,8904.0,9385.0,10684.0,30.86,30.36,24.1,28974.0
2026-04-06,18,26020.0,2.54,7.04,8894.0,9361.0,11169.0,30.95,30.45,25.98,29424.0
2026-04-06,19,26091.0,2.22,6.68,8472.0,8891.0,10505.0,28.6,28.19,24.01,27868.0
2026-04-06,20,26238.0,2.05,6.57,8373.0,8768.0,9918.0,27.98,27.6,22.28,27058.0
2026-04-06,21,26233.0,1.97,6.47,8294.0,8648.0,9140.0,27.46,27.06,19.43,26082.0
2026-04-06,22,26440.0,2.16,6.37,6185.0,8164.0,6686.0,21.01,20.92,12.12,21035.0
2026-04-06,23,25296.0,2.93,6.31,-121.0,10241.0,5281.0,11.87,12.23,8.7,15400.0
2026-04-07,0,20836.0,3.67,6.3,-211.0,9734.0,6036.0,9.84,10.25,10.01,15559.0
2026-04-07,1,20270.0,4.14,6.29,-202.0,9427.0,5648.0,9.65,10.07,9.29,14873.0
2026-04-07,2,20001.0,4.66,6.3,-197.0,9169.0,5486.0,9.4,9.82,9.12,14457.0
2026-04-07,3,19715.0,5.17,6.3,-199.0,9166.0,5410.0,9.52,9.93,9.18,14377.0
2026-04-07,4,20797.0,5.61,6.29,177.0,11303.0,6125.0,14.34,14.64,11.4,17604.0
2026-04-07,5,22521.0,5.66,6.26,4731.0,10449.0,8145.0,22.84,22.83,17.09,23325.0
2026-04-07,6,22900.0,5.31,6.24,8671.0,9137.0,10650.0,29.8,29.37,24.28,28458.0
2026-04-07,7,23087.0,4.6,6.39,9177.0,9708.0,11299.0,32.53,32.0,26.15,30184.0
2026-04-07,8,23673.0,3.94,6.75,8627.0,9030.0,11161.0,29.45,29.06,26.15,28818.0
2026-04-07,9,24185.0,3.45,7.21,8629.0,9029.0,9899.0,29.44,29.04,21.6,27557.0
2026-04-07,10,24699.0,3.23,7.57,8310.0,8708.0,7895.0,27.74,27.41,14.85,24913.0
2026-04-07,11,24815.0,3.3,7.72,7499.0,7803.0,7655.0,22.73,22.56,13.99,22957.0
2026-04-07,12,24912.0,3.49,7.65,7007.0,7292.0,7839.0,20.09,20.01,14.42,22138.0
2026-04-07,13,24869.0,3.75,7.58,6726.0,6963.0,8222.0,18.42,18.39,15.26,21912.0
2026-04-07,14,25267.0,4.01,7.63,6955.0,7203.0,8372.0,19.68,19.59,15.95,22530.0
2026-04-07,15,25145.0,4.22,7.63,7073.0,7350.0,8260.0,20.17,20.07,15.65,22683.0
2026-04-07,16,25218.0,4.31,7.6,8263.0,8721.0,9117.0,26.9,26.51,18.29,26101.0
2026-04-07,17,25133.0,3.97,7.39,9009.0,9466.0,11033.0,31.21,30.71,24.99,29508.0
2026-04-07,18,25503.0,3.47,6.97,8886.0,9326.0,11720.0,31.14,30.63,28.02,29932.0
2026-04-07,19,25595.0,3.03,6.66,8836.0,9268.0,10915.0,30.92,30.41,25.29,29019.0
2026-04-07,20,25558.0,2.7,6.48,8638.0,9065.0,10454.0,29.98,29.53,23.43,28157.0
2026-04-07,21,25785.0,2.46,6.39,8272.0,8648.0,9391.0,27.75,27.36,19.87,26310.0
2026-04-07,22,26145.0,2.65,6.31,6598.0,6733.0,7301.0,18.53,18.49,13.23,20633.0
2026-04-07,23,25609.0,3.46,6.24,2710.0,6568.0,5537.0,10.52,10.85,9.04,14814.0
2026-04-08,0,20695.0,4.34,6.21,-225.0,9355.0,5671.0,9.25,9.67,9.1,14801.0
2026-04-08,1,18897.0,4.74,6.2,-185.0,8908.0,5767.0,8.9,9.32,9.6,14490.0
2026-04-08,2,18993.0,5.2,6.2,-164.0,8652.0,5390.0,8.67,9.11,8.92,13878.0
2026-04-08,3,17967.0,5.63,6.2,-161.0,8649.0,5440.0,8.82,9.25,9.02,13928.0
2026-04-08,4,18071.0,5.82,6.2,2074.0,8839.0,6748.0,13.43,13.69,12.74,17660.0
2026-04-08,5,21246.0,5.77,6.21,6788.0,7258.0,8232.0,20.5,20.41,17.02,22278.0
2026-04-08,6,22547.0,5.45,6.22,8055.0,8511.0,10818.0,26.21,25.92,24.57,27385.0
2026-04-08,7,22857.0,4.81,6.43,8677.0,9148.0,11494.0,29.39,28.98,27.06,29319.0
2026-04-08,8,23389.0,4.15,6.68,8916.0,9406.0,10840.0,31.17,30.7,24.96,29162.0
2026-04-08,9,23952.0,3.67,7.02,8324.0,8727.0,9795.0,27.82,27.48,20.92,26846.0
2026-04-08,10,24645.0,3.5,7.26,7767.0,8126.0,8410.0,24.64,24.41,16.29,24303.0
2026-04-08,11,24487.0,3.64,7.38,6679.0,6914.0,7933.0,18.63,18.62,14.48,21526.0
2026-04-08,12,24511.0,3.9,7.39,6445.0,6654.0,8448.0,17.31,17.34,15.88,21547.0
2026-04-08,13,24744.0,4.17,7.4,6230.0,6443.0,8576.0,16.37,16.43,16.42,21249.0
2026-04-08,14,25038.0,4.53,7.52,6177.0,6374.0,8620.0,16.01,16.08,16.42,21172.0
2026-04-08,15,24847.0,4.86,7.56,6183.0,6402.0,8678.0,16.11,16.17,16.48,21263.0
2026-04-08,16,24291.0,5.01,7.51,7314.0,7651.0,9902.0,21.55,21.38,20.52,24867.0
2026-04-08,17,23720.0,4.67,7.22,8499.0,8937.0,11084.0,28.22,27.81,25.36,28520.0
2026-04-08,18,24176.0,4.12,6.79,8684.0,9117.0,11259.0,29.38,28.94,25.99,29060.0
2026-04-08,19,24597.0,3.67,6.52,8212.0,8626.0,10474.0,27.13,26.77,23.53,27312.0
2026-04-08,20,24667.0,3.44,6.4,7939.0,8275.0,10394.0,25.2,24.92,23.23,26609.0
2026-04-08,21,24474.0,3.22,6.3,7831.0,8169.0,9524.0,24.73,24.46,20.06,25523.0
2026-04-08,22,24762.0,3.26,6.22,5878.0,8349.0,7415.0,20.3,20.22,13.87,21642.0
2026-04-08,23,19934.0,3.67,6.2,-190.0,10274.0,5481.0,11.1,11.48,8.83,15565.0
2026-04-09,0,19237.0,4.01,6.19,-171.0,10161.0,5817.0,10.33,10.73,9.26,15807.0
2026-04-09,1,19480.0,4.32,6.17,-146.0,8849.0,6054.0,8.69,9.12,10.07,14758.0
2026-04-09,2,19526.0,4.36,6.17,-148.0,8862.0,6079.0,8.69,9.12,10.08,14793.0
2026-04-09,3,19271.0,4.77,6.18,-161.0,8932.0,5871.0,8.88,9.31,9.67,14641.0
2026-04-09,4,19780.0,5.64,6.21,665.0,9192.0,6086.0,11.13,11.5,10.96,15944.0
2026-04-09,5,22337.0,5.78,6.2,6180.0,7545.0,8639.0,19.68,19.64,18.2,22363.0
2026-04-09,6,22725.0,5.5,6.21,8234.0,8758.0,11122.0,27.19,26.87,25.99,28114.0
2026-04-09,7,22832.0,4.8,6.37,8590.0,9097.0,11738.0,28.99,28.6,28.13,29425.0
2026-04-09,8,23301.0,4.2,6.61,8174.0,8626.0,11017.0,26.75,26.45,25.59,27817.0
2026-04-09,9,23775.0,3.71,6.93,8710.0,9187.0,10013.0,30.1,29.67,22.08,27911.0
2026-04-09,10,24638.0,3.41,7.11,8473.0,8933.0,8383.0,28.54,28.19,16.46,25789.0
2026-04-09,11,24834.0,3.38,7.3,7476.0,7802.0,7873.0,22.67,22.5,14.74,23152.0
2026-04-09,12,24784.0,3.58,7.34,7061.0,7353.0,7701.0,20.17,20.07,13.99,22115.0
2026-04-09,13,25043.0,3.79,7.33,7057.0,7350.0,8047.0,20.15,20.07,14.92,22453.0
2026-04-09,14,25676.0,4.06,7.39,7052.0,7357.0,8045.0,20.17,20.08,14.97,22454.0
2026-04-09,15,25768.0,4.35,7.39,7016.0,7366.0,8005.0,20.16,20.07,14.97,22388.0
2026-04-09,16,25183.0,4.55,7.28,7595.0,8003.0,8784.0,23.0,22.78,17.19,24383.0
2026-04-09,17,24729.0,4.4,7.08,8573.0,9055.0,9889.0,28.61,28.19,21.15,27517.0
2026-04-09,18,24033.0,3.95,6.72,9000.0,9447.0,10402.0,31.19,30.69,23.19,28849.0
2026-04-09,19,23927.0,3.48,6.51,8539.0,8990.0,10162.0,29.05,28.62,22.3,27691.0
2026-04-09,20,24363.0,3.1,6.4,8342.0,8737.0,10178.0,27.87,27.47,22.26,27257.0
2026-04-09,21,24617.0,2.87,6.31,7759.0,8119.0,9154.0,24.54,24.26,19.08,25032.0
2026-04-09,22,25078.0,3.02,6.24,5297.0,7820.0,7209.0,18.04,18.06,13.02,20327.0
2026-04-09,23,24137.0,3.83,6.21,-216.0,8470.0,5564.0,8.75,9.18,9.03,13819.0
2026-04-10,0,18987.0,4.46,6.22,-170.0,8783.0,6329.0,8.58,9.02,10.66,14941.0
2026-04-10,1,18667.0,4.85,6.22,-161.0,8389.0,6140.0,8.35,8.79,10.52,14368.0
2026-04-10,2,18635.0,5.27,6.22,-148.0,8114.0,5867.0,8.19,8.63,10.12,13833.0
2026-04-10,3,17642.0,5.7,6.22,-147.0,8294.0,6000.0,8.46,8.9,10.4,14147.0
2026-04-10,4,16455.0,5.77,6.26,-165.0,10514.0,6622.0,12.08,12.45,12.4,16971.0
2026-04-10,5,20830.0,5.7,6.28,2365.0,10904.0,8298.0,18.21,18.38,17.1,21566.0
2026-04-10,6,22348.0,5.39,6.29,7217.0,9541.0,10874.0,26.67,26.41,24.83,27632.0
2026-04-10,7,22805.0,4.73,6.5,8431.0,8902.0,11527.0,28.24,27.88,27.13,28860.0
2026-04-10,8,23228.0,4.15,6.59,8266.0,8726.0,11021.0,27.37,27.04,25.44,28013.0
2026-04-10,9,23888.0,3.69,6.88,8499.0,8933.0,9777.0,28.93,28.55,21.13,27209.0
2026-04-10,10,24490.0,3.55,7.12,7338.0,7628.0,7918.0,22.55,22.41,14.64,22884.0
2026-04-10,11,24398.0,3.78,7.26,6744.0,7002.0,7783.0,19.01,18.99,14.16,21530.0
2026-04-10,12,24879.0,4.02,7.32,6669.0,6955.0,8225.0,18.41,18.38,15.11,21848.0
2026-04-10,13,24800.0,4.3,7.46,6330.0,6541.0,8442.0,16.73,16.78,15.85,21314.0
2026-04-10,14,24195.0,4.58,7.56,6205.0,6440.0,8677.0,16.18,16.23,16.49,21322.0
2026-04-10,15,24403.0,4.84,7.52,6214.0,6471.0,8641.0,16.27,16.3,16.63,21326.0
2026-04-10,16,23805.0,5.01,7.4,6945.0,7238.0,9539.0,19.79,19.69,19.57,23722.0
2026-04-10,17,23656.0,4.75,7.15,8027.0,8427.0,10531.0,25.61,25.3,23.66,26984.0
2026-04-10,18,23488.0,4.38,6.76,7975.0,8333.0,10272.0,25.51,25.2,23.18,26580.0
2026-04-10,19,23681.0,4.08,6.53,7848.0,8197.0,9772.0,25.2,24.92,21.58,25817.0
2026-04-10,20,23408.0,3.89,6.43,7523.0,7807.0,9384.0,23.48,23.25,20.32,24714.0
2026-04-10,21,20541.0,3.62,6.38,7304.0,7572.0,8394.0,22.51,22.33,17.11,23270.0
2026-04-10,22,22144.0,3.54,6.34,5332.0,6819.0,6454.0,16.18,16.25,11.46,18605.0
2026-04-10,23,22098.0,4.31,6.29,-216.0,8131.0,5332.0,8.5,8.94,8.63,13246.0
2026-04-11,0,16828.0,4.76,6.3,-182.0,8492.0,6043.0,8.3,8.74,9.98,14352.0
2026-04-11,1,16244.0,5.0,6.32,-154.0,7937.0,5878.0,7.83,8.28,9.92,13661.0
2026-04-11,2,15616.0,5.21,6.31,-146.0,7517.0,5494.0,7.44,7.9,9.19,12865.0
2026-04-11,3,14666.0,5.44,6.34,-153.0,7266.0,5335.0,7.15,7.62,8.64,12448.0
2026-04-11,4,16392.0,5.66,6.38,-158.0,8261.0,5917.0,8.86,9.29,10.41,14020.0
2026-04-11,5,19242.0,5.76,6.4,2677.0,8435.0,7846.0,14.47,14.73,16.26,18958.0
2026-04-11,6,20823.0,5.63,6.4,5887.0,7898.0,9743.0,20.02,20.01,21.67,23528.0
2026-04-11,7,22118.0,5.29,6.5,6905.0,7243.0,10861.0,20.6,20.53,24.98,25009.0
2026-04-11,8,22298.0,4.94,6.77,7087.0,7475.0,11041.0,21.4,21.28,25.59,25604.0
2026-04-11,9,22562.0,4.58,7.11,6807.0,7175.0,10916.0,19.9,19.85,25.03,24898.0
2026-04-11,10,23052.0,4.46,7.43,6482.0,6801.0,9723.0,18.29,18.3,20.45,23005.0
2026-04-11,11,20953.0,4.34,7.67,6547.0,6895.0,8929.0,18.26,18.26,17.9,22370.0
2026-04-11,12,21380.0,4.24,7.68,6353.0,6699.0,8408.0,17.15,17.18,16.52,21459.0
2026-04-11,13,21401.0,4.14,7.67,6577.0,6942.0,8896.0,18.09,18.07,17.79,22415.0
2026-04-11,14,21586.0,4.02,7.81,6507.0,6838.0,8794.0,17.69,17.69,17.86,22139.0
2026-04-11,15,21689.0,3.95,7.94,6471.0,6801.0,8533.0,17.57,17.57,16.91,21805.0
2026-04-11,16,21603.0,3.89,7.87,6512.0,6846.0,8710.0,17.58,17.58,17.47,22068.0
2026-04-11,17,21477.0,3.76,7.64,6497.0,6798.0,9305.0,17.61,17.58,19.11,22599.0
2026-04-11,18,21635.0,3.61,7.1,6666.0,7004.0,9143.0,18.65,18.59,18.95,22813.0
2026-04-11,19,21783.0,3.45,6.81,6662.0,6954.0,8973.0,19.03,18.96,18.76,22589.0
2026-04-11,20,21862.0,3.4,6.7,6484.0,6763.0,8348.0,18.4,18.38,17.18,21596.0
2026-04-11,21,21433.0,3.49,6.63,6003.0,6259.0,6522.0,16.39,16.43,12.06,18784.0
2026-04-11,22,17802.0,3.74,6.6,5162.0,5011.0,4909.0,12.46,12.65,8.17,15082.0
2026-04-11,23,17230.0,4.05,6.59,1758.0,7238.0,3981.0,10.24,10.58,6.52,12977.0
2026-04-12,0,16396.0,4.47,6.61,-214.0,8773.0,4143.0,8.56,8.99,6.47,12701.0
2026-04-12,1,15645.0,4.79,6.61,-209.0,8362.0,3787.0,8.17,8.61,6.11,11940.0
2026-04-12,2,15536.0,5.15,6.62,-215.0,8300.0,3706.0,8.17,8.61,6.1,11791.0
2026-04-12,3,15357.0,5.49,6.64,-218.0,8242.0,3765.0,8.17,8.61,6.26,11790.0
2026-04-12,4,13875.0,5.78,6.65,-224.0,8396.0,4014.0,8.37,8.8,6.61,12186.0
2026-04-12,5,10955.0,5.72,6.66,-228.0,8488.0,4335.0,8.69,9.11,7.22,12595.0
2026-04-12,6,14908.0,5.55,6.68,-202.0,9019.0,6118.0,9.87,10.28,11.0,14935.0
2026-04-12,7,19221.0,5.61,6.95,-195.0,11935.0,8192.0,14.96,15.28,16.03,19933.0
2026-04-12,8,19242.0,5.28,7.16,4055.0,10259.0,9042.0,20.06,20.17,18.79,23356.0
2026-04-12,9,19559.0,4.84,7.49,4445.0,9745.0,9180.0,19.88,19.99,19.31,23370.0
2026-04-12,10,20181.0,4.51,7.76,4275.0,9400.0,8746.0,18.8,18.93,17.68,22420.0
2026-04-12,11,18904.0,4.29,7.87,4134.0,9095.0,7859.0,17.88,18.03,15.26,21088.0
2026-04-12,12,18420.0,3.99,7.93,3966.0,8629.0,7765.0,16.38,16.58,14.97,20360.0
2026-04-12,13,21033.0,3.91,7.98,3990.0,8723.0,7867.0,16.55,16.74,15.43,20580.0
2026-04-12,14,23809.0,4.05,8.14,3967.0,8639.0,8161.0,16.39,16.58,16.42,20768.0
2026-04-12,15,23705.0,4.32,8.25,3956.0,8629.0,8167.0,16.4,16.58,16.42,20752.0
2026-04-12,16,23158.0,4.55,8.13,3956.0,8655.0,8387.0,16.43,16.59,16.59,20997.0
2026-04-12,17,21379.0,4.63,7.86,3923.0,8618.0,8536.0,16.43,16.58,17.11,21077.0
2026-04-12,18,19882.0,4.57,7.45,4054.0,8840.0,8609.0,17.64,17.77,17.65,21503.0
2026-04-12,19,17299.0,4.23,7.22,4095.0,8877.0,8102.0,18.34,18.45,16.69,21075.0
2026-04-12,20,17643.0,3.91,7.14,3994.0,8668.0,7515.0,17.65,17.78,14.96,20177.0
2026-04-12,21,16487.0,3.64,7.09,3674.0,8006.0,6173.0,15.7,15.89,11.73,17853.0
2026-04-12,22,16942.0,3.67,7.04,533.0,9706.0,4401.0,12.64,12.96,7.55,14640.0
2026-04-12,23,15645.0,4.0,7.02,-200.0,8055.0,3612.0,8.97,9.4,5.96,11467.0
2026-04-13,0,12293.0,4.19,7.03,-185.0,7962.0,4408.0,7.66,8.11,6.93,12185.0
2026-04-13,1,14751.0,4.34,7.05,-195.0,7868.0,3835.0,7.66,8.11,6.26,11508.0
2026-04-13,2,15834.0,4.72,7.07,-203.0,7805.0,3588.0,7.66,8.12,5.98,11190.0
2026-04-13,3,16429.0,5.21,7.11,-213.0,7681.0,3450.0,7.66,8.11,5.82,10919.0
2026-04-13,4,13778.0,5.64,7.14,-222.0,7824.0,3578.0,8.0,8.45,6.0,11179.0
2026-04-13,5,13330.0,5.73,7.17,488.0,8786.0,3947.0,10.91,11.29,6.8,13221.0
2026-04-13,6,15597.0,5.56,7.19,3692.0,8378.0,5973.0,16.2,16.4,10.72,18043.0
2026-04-13,7,18771.0,5.29,7.31,4195.0,9283.0,7895.0,19.01,19.13,15.4,21372.0
2026-04-13,8,19883.0,5.02,7.58,4233.0,9255.0,8463.0,18.99,19.11,17.12,21951.0
2026-04-13,9,20052.0,4.78,7.88,4194.0,9217.0,8530.0,18.78,18.91,17.35,21940.0
2026-04-13,10,21033.0,4.64,8.2,4096.0,8977.0,7950.0,18.29,18.43,16.07,21023.0
2026-04-13,11,21800.0,4.68,8.34,4061.0,8911.0,7132.0,17.82,17.97,13.77,20105.0
2026-04-13,12,21284.0,4.89,8.4,3876.0,8581.0,7189.0,16.4,16.59,13.65,19645.0
2026-04-13,13,19654.0,4.89,8.45,3900.0,8634.0,7623.0,16.4,16.58,14.83,20156.0
2026-04-13,14,19184.0,4.77,8.59,3892.0,8633.0,7648.0,16.4,16.58,14.97,20173.0
2026-04-13,15,19787.0,4.68,8.63,3885.0,8594.0,7613.0,16.4,16.58,14.96,20091.0
2026-04-13,16,19880.0,4.6,8.57,3910.0,8657.0,7775.0,16.43,16.58,15.14,20343.0
2026-04-13,17,20094.0,4.52,8.4,3923.0,8666.0,8233.0,16.44,16.59,16.42,20822.0
2026-04-13,18,19353.0,4.36,7.92,4049.0,8919.0,8238.0,17.36,17.49,16.42,21206.0
2026-04-13,19,19000.0,4.12,7.63,4171.0,9143.0,7717.0,18.74,18.83,15.72,21032.0
2026-04-13,20,15647.0,3.82,7.53,3997.0,8760.0,7087.0,17.96,18.07,14.23,19844.0
2026-04-13,21,19992.0,3.56,7.47,3869.0,8467.0,6073.0,17.07,17.21,11.69,18408.0
2026-04-13,22,19200.0,3.9,7.4,613.0,9703.0,4560.0,12.79,13.11,8.2,14876.0
2026-04-13,23,16036.0,4.32,7.37,-230.0,8429.0,3405.0,9.29,9.71,5.92,11604.0
2026-04-14,0,14714.0,4.6,7.38,-186.0,8022.0,4776.0,7.66,8.12,7.7,12612.0
2026-04-14,1,15394.0,4.85,7.4,-196.0,7829.0,4435.0,7.66,8.12,7.18,12067.0
2026-04-14,2,15242.0,5.16,7.4,-204.0,7665.0,4420.0,7.66,8.11,7.17,11881.0
2026-04-14,3,15243.0,5.48,7.41,-209.0,7601.0,4178.0,7.66,8.12,7.14,11570.0
2026-04-14,4,12793.0,5.71,7.41,-226.0,7949.0,3748.0,8.34,8.78,6.51,11471.0
2026-04-14,5,11817.0,5.73,7.39,-240.0,8933.0,3707.0,10.28,10.67,6.62,12399.0
2026-04-14,6,17240.0,5.67,7.36,1711.0,10048.0,5507.0,15.52,15.76,10.09,17266.0
2026-04-14,7,18011.0,5.47,7.62,4131.0,9271.0,7726.0,18.95,19.07,15.18,21128.0
2026-04-14,8,18108.0,5.1,7.87,4188.0,9314.0,8269.0,18.95,19.07,16.75,21771.0
2026-04-14,9,18327.0,4.69,8.21,4225.0,9319.0,8530.0,18.96,19.07,17.4,22073.0
2026-04-14,10,18925.0,4.35,8.59,4208.0,9287.0,7615.0,18.96,19.07,14.82,21110.0
2026-04-14,11,19581.0,4.21,8.74,3903.0,8621.0,7139.0,16.8,16.98,13.51,19662.0
2026-04-14,12,19816.0,4.22,8.73,3768.0,8373.0,7127.0,15.73,15.93,13.5,19269.0
2026-04-14,13,19889.0,4.24,8.82,3811.0,8441.0,7239.0,15.88,16.08,13.88,19491.0
2026-04-14,14,21023.0,4.29,9.05,3814.0,8487.0,7481.0,15.89,16.08,14.48,19782.0
2026-04-14,15,20984.0,4.38,9.11,3806.0,8439.0,7555.0,15.89,16.08,14.64,19800.0
2026-04-14,16,20640.0,4.43,8.85,3838.0,8532.0,8120.0,15.92,16.08,15.82,20490.0
2026-04-14,17,20453.0,4.35,8.54,3977.0,8793.0,8833.0,16.72,16.85,17.89,21604.0
2026-04-14,18,19645.0,4.14,8.13,4109.0,8989.0,9158.0,17.84,17.95,19.35,22256.0
2026-04-14,19,18842.0,3.82,7.89,4110.0,9004.0,8181.0,18.4,18.51,16.94,21294.0
2026-04-14,20,18824.0,3.65,7.78,3949.0,8664.0,7063.0,17.66,17.78,14.11,19676.0
2026-04-14,21,18258.0,3.6,7.72,3689.0,8155.0,5501.0,15.98,16.15,10.18,17344.0
2026-04-14,22,17234.0,3.79,7.67,3193.0,7044.0,3864.0,12.9,13.16,6.78,14100.0
2026-04-14,23,14863.0,4.08,7.64,413.0,7898.0,3291.0,9.61,10.01,5.82,11602.0
2026-04-15,0,15406.0,4.39,7.64,-195.0,8734.0,4211.0,8.66,9.1,6.72,12750.0
2026-04-15,1,15650.0,4.66,7.62,-182.0,8166.0,4189.0,8.17,8.61,6.81,12173.0
2026-04-15,2,15469.0,4.99,7.61,-195.0,8026.0,4091.0,8.18,8.61,6.69,11923.0
2026-04-15,3,15532.0,5.33,7.59,-199.0,8079.0,4001.0,8.27,8.71,6.64,11880.0
2026-04-15,4,14844.0,5.64,7.57,-215.0,8258.0,3802.0,8.69,9.13,6.37,11845.0
2026-04-15,5,12608.0,5.79,7.57,-239.0,9032.0,3782.0,10.25,10.65,6.54,12575.0
2026-04-15,6,17085.0,5.69,7.6,2988.0,8924.0,5529.0,15.86,16.06,10.01,17441.0
2026-04-15,7,21068.0,5.69,7.76,4069.0,9084.0,7741.0,18.36,18.49,15.3,20894.0
2026-04-15,8,21505.0,5.66,7.98,4138.0,9208.0,8445.0,18.69,18.82,17.05,21790.0
2026-04-15,9,21375.0,5.56,8.19,4113.0,9168.0,8842.0,18.44,18.58,18.18,22123.0
2026-04-15,10,21548.0,5.5,8.47,4109.0,9189.0,8091.0,18.46,18.57,16.0,21388.0
2026-04-15,11,20382.0,5.47,8.66,4025.0,9004.0,7736.0,17.77,17.93,14.97,20765.0
2026-04-15,12,19503.0,5.37,8.73,3907.0,8792.0,7724.0,16.81,16.97,14.96,20423.0
2026-04-15,13,18411.0,5.17,8.81,3909.0,8758.0,8199.0,16.5,16.68,16.1,20865.0
2026-04-15,14,18574.0,4.88,8.92,3928.0,8809.0,8374.0,16.6,16.77,16.62,21112.0
2026-04-15,15,18768.0,4.62,8.96,3927.0,8756.0,8372.0,16.62,16.78,16.62,21055.0
2026-04-15,16,19472.0,4.38,8.93,3957.0,8798.0,8683.0,16.63,16.78,17.32,21438.0
2026-04-15,17,19541.0,4.11,8.75,3972.0,8799.0,9358.0,16.64,16.78,19.31,22128.0
2026-04-15,18,20277.0,3.82,8.32,4115.0,9030.0,9603.0,17.58,17.69,20.22,22748.0
2026-04-15,19,20686.0,3.56,8.05,4298.0,9431.0,8833.0,19.08,19.16,18.5,22562.0
2026-04-15,20,20530.0,3.4,7.94,4101.0,9063.0,7922.0,18.26,18.36,16.12,21086.0
2026-04-15,21,20478.0,3.42,7.88,3766.0,8319.0,6609.0,15.97,16.14,12.34,18694.0
2026-04-15,22,20596.0,3.74,7.8,3223.0,7211.0,4743.0,12.77,13.03,7.76,15177.0
2026-04-15,23,18355.0,4.33,7.74,129.0,7950.0,4197.0,8.91,9.33,6.67,12276.0
2026-04-16,0,16471.0,4.79,7.73,-200.0,8175.0,5076.0,7.9,8.35,8.22,13050.0
2026-04-16,1,14105.0,5.02,7.74,-173.0,7328.0,4721.0,7.07,7.53,7.92,11876.0
2026-04-16,2,14051.0,5.24,7.77,-173.0,6905.0,4556.0,6.83,7.3,7.59,11288.0
2026-04-16,3,14443.0,5.52,7.8,-190.0,7005.0,4383.0,7.01,7.47,7.31,11198.0
2026-04-16,4,17159.0,5.72,7.84,-195.0,9525.0,5860.0,10.92,11.31,10.97,15190.0
2026-04-16,5,18488.0,5.83,7.84,1566.0,9303.0,7780.0,13.98,14.28,16.05,18649.0
2026-04-16,6,22099.0,5.74,7.84,4371.0,9751.0,9835.0,20.46,20.53,22.19,23958.0
2026-04-16,7,22115.0,5.36,8.02,4929.0,10785.0,9988.0,24.06,24.03,22.32,25703.0
2026-04-16,8,22467.0,5.04,8.22,4987.0,10945.0,9621.0,24.46,24.41,20.81,25553.0
2026-04-16,9,22661.0,4.66,8.57,5108.0,11201.0,9139.0,25.51,25.42,19.14,25448.0
2026-04-16,10,23271.0,4.53,8.86,4593.0,10077.0,7602.0,21.31,21.37,14.35,22272.0
2026-04-16,11,23127.0,4.71,9.08,4188.0,9214.0,7015.0,17.96,18.1,12.49,20417.0
2026-04-16,12,20358.0,4.86,9.02,3845.0,8483.0,7544.0,15.5,15.71,13.58,19871.0
2026-04-16,13,21404.0,4.9,9.09,3767.0,8333.0,7767.0,14.95,15.16,14.48,19868.0
2026-04-16,14,23320.0,5.17,9.22,3589.0,7917.0,7831.0,13.83,14.09,14.49,19338.0
2026-04-16,15,23056.0,5.52,9.29,3593.0,7899.0,7753.0,14.0,14.24,14.56,19244.0
