date,hour,LK_Qin,LK_Level,LK_Inlet,LK_F_Meen,LK_F_Ladkra,LK_P,TotalFlow
2026-03-01,0,11411.0,3.19,6.65,2090.0,4602.0,5.43,6692.0
2026-03-01,1,11134.0,3.73,7.26,1854.0,4904.0,5.27,6758.0
2026-03-01,2,11042.0,4.26,7.53,1974.0,4847.0,5.65,6822.0
2026-03-01,3,10872.0,4.76,7.71,1990.0,4925.0,5.79,6915.0
2026-03-01,4,9003.0,5.17,7.92,1991.0,4523.0,5.66,6513.0
2026-03-01,5,8151.0,5.37,7.9,2528.0,5128.0,7.16,7656.0
2026-03-01,6,11522.0,5.37,7.59,3760.0,7900.0,10.97,11660.0
2026-03-01,7,14082.0,5.17,7.33,5045.0,11043.0,14.42,16088.0
2026-03-01,8,14607.0,4.89,7.08,5583.0,11756.0,15.26,17339.0
2026-03-01,9,14536.0,4.5,7.0,5713.0,11911.0,15.51,17624.0
2026-03-01,10,14775.0,4.14,7.53,5397.0,11427.0,14.75,16824.0
2026-03-01,11,14069.0,3.92,7.73,5049.0,10786.0,13.1,15836.0
2026-03-01,12,14060.0,3.68,8.07,4814.0,10500.0,11.61,15314.0
2026-03-01,13,13820.0,3.64,8.23,4265.0,8996.0,9.77,13261.0
2026-03-01,14,13927.0,3.79,6.81,3713.0,8224.0,9.28,11937.0
2026-03-01,15,13694.0,4.03,5.89,3641.0,8158.0,9.26,11799.0
2026-03-01,16,13340.0,4.24,5.29,3631.0,8020.0,9.18,11651.0
2026-03-01,17,12761.0,4.33,4.99,4263.0,9163.0,11.01,13426.0
2026-03-01,18,12816.0,4.08,4.8,5107.0,10283.0,14.01,15390.0
2026-03-01,19,12999.0,3.69,4.83,5344.0,10843.0,15.23,16187.0
2026-03-01,20,13633.0,3.31,4.98,5401.0,10835.0,15.15,16236.0
2026-03-01,21,14228.0,2.99,5.06,5371.0,11139.0,14.64,16510.0
2026-03-01,22,15573.0,2.79,5.36,5243.0,10846.0,13.6,16089.0
2026-03-01,23,16529.0,2.79,5.83,4670.0,10787.0,12.04,15456.0
2026-03-02,0,11211.0,3.11,6.73,3607.0,3903.0,6.48,7510.0
2026-03-02,1,11255.0,3.54,7.18,3516.0,3957.0,6.63,7474.0
2026-03-02,2,11231.0,4.02,7.62,3532.0,3647.0,6.66,7179.0
2026-03-02,3,11267.0,4.51,7.96,3498.0,3679.0,6.56,7177.0
2026-03-02,4,10580.0,5.01,8.12,2768.0,3573.0,6.4,6341.0
2026-03-02,5,9815.0,5.42,7.76,2747.0,5478.0,8.37,8225.0
2026-03-02,6,13685.0,5.48,6.98,4235.0,9507.0,12.63,13742.0
2026-03-02,7,14773.0,5.27,6.43,5565.0,11984.0,15.62,17549.0
2026-03-02,8,14742.0,4.86,6.58,5762.0,12119.0,16.07,17881.0
2026-03-02,9,14651.0,4.5,6.91,5631.0,11643.0,15.96,17274.0
2026-03-02,10,14967.0,4.17,7.63,5711.0,11834.0,15.83,17545.0
2026-03-02,11,15151.0,3.79,7.72,5492.0,12175.0,14.19,17667.0
2026-03-02,12,15054.0,3.7,7.78,4262.0,9725.0,10.53,13986.0
2026-03-02,13,13557.0,3.89,8.1,3571.0,8267.0,8.74,11837.0
2026-03-02,14,13489.0,4.1,7.74,3538.0,8170.0,8.84,11708.0
2026-03-02,15,13466.0,4.3,6.31,3652.0,8214.0,8.8,11867.0
2026-03-02,16,13338.0,4.48,5.53,3652.0,8182.0,8.84,11835.0
2026-03-02,17,13132.0,4.62,5.0,4005.0,8660.0,9.86,12665.0
2026-03-02,18,13086.0,4.5,4.57,4762.0,10502.0,12.92,15264.0
2026-03-02,19,13277.0,4.16,4.49,5238.0,10705.0,14.53,15943.0
2026-03-02,20,13460.0,3.81,4.67,5134.0,10802.0,14.57,15936.0
2026-03-02,21,13618.0,3.5,4.96,5175.0,10745.0,14.53,15920.0
2026-03-02,22,14233.0,3.26,5.25,5034.0,10427.0,13.33,15461.0
2026-03-02,23,14427.0,3.14,6.13,4739.0,10335.0,11.93,15073.0
2026-03-03,0,11275.0,3.29,6.87,3862.0,4126.0,5.45,7988.0
2026-03-03,1,10948.0,3.76,6.91,3631.0,3492.0,5.25,7123.0
2026-03-03,2,9716.0,4.18,7.08,3614.0,3496.0,5.44,7109.0
2026-03-03,3,9612.0,4.53,7.34,3331.0,3483.0,5.56,6814.0
2026-03-03,4,9089.0,4.9,7.48,2884.0,3493.0,5.62,6377.0
2026-03-03,5,9640.0,5.2,7.41,2622.0,5478.0,7.21,8100.0
2026-03-03,6,13566.0,5.3,6.98,4108.0,9007.0,11.23,13115.0
2026-03-03,7,14501.0,5.23,6.75,5164.0,10911.0,14.37,16074.0
2026-03-03,8,14369.0,4.91,6.91,5582.0,11795.0,15.17,17377.0
2026-03-03,9,14345.0,4.49,7.24,5689.0,11815.0,15.4,17504.0
2026-03-03,10,14612.0,4.15,8.1,5320.0,11220.0,14.68,16540.0
2026-03-03,11,14597.0,3.95,8.53,5006.0,11013.0,13.01,16019.0
2026-03-03,12,14721.0,3.8,8.48,3747.0,11136.0,11.77,14883.0
2026-03-03,13,14605.0,3.84,8.23,3363.0,9995.0,10.55,13358.0
2026-03-03,14,12052.0,3.91,7.93,2965.0,8867.0,9.13,11832.0
2026-03-03,15,12087.0,3.94,6.8,3041.0,8614.0,9.01,11655.0
2026-03-03,16,12003.0,3.97,5.92,3165.0,8443.0,9.43,11608.0
2026-03-03,17,12377.0,3.9,5.37,3311.0,10279.0,11.0,13590.0
2026-03-03,18,14019.0,3.68,4.68,4182.0,11519.0,14.13,15700.0
2026-03-03,19,14097.0,3.39,4.29,4304.0,11797.0,15.01,16101.0
2026-03-03,20,14195.0,3.1,4.19,4311.0,11776.0,14.89,16087.0
2026-03-03,21,14363.0,2.82,4.23,4098.0,12438.0,14.57,16536.0
2026-03-03,22,15349.0,2.55,4.41,4062.0,12563.0,13.66,16625.0
2026-03-03,23,16916.0,2.45,4.94,4176.0,12059.0,12.25,16235.0
2026-03-04,0,12164.0,2.81,5.67,3633.0,4025.0,5.82,7658.0
2026-03-04,1,12571.0,3.4,6.07,3420.0,3548.0,5.73,6967.0
2026-03-04,2,12465.0,4.07,6.4,3608.0,3478.0,5.82,7086.0
2026-03-04,3,11947.0,4.68,6.68,3593.0,3632.0,5.89,7225.0
2026-03-04,4,10520.0,5.22,6.8,3209.0,3467.0,5.93,6677.0
2026-03-04,5,8646.0,5.45,7.12,2671.0,5542.0,7.67,8213.0
2026-03-04,6,14214.0,5.56,6.76,4354.0,9099.0,12.06,13453.0
2026-03-04,7,14803.0,5.42,6.3,5448.0,11452.0,14.8,16900.0
2026-03-04,8,15032.0,5.14,6.5,5608.0,11812.0,15.34,17420.0
2026-03-04,9,14935.0,4.84,6.92,5530.0,11576.0,15.37,17106.0
2026-03-04,10,15233.0,4.57,7.82,5620.0,11890.0,15.31,17509.0
2026-03-04,11,14230.0,4.2,8.32,5274.0,11891.0,13.57,17165.0
2026-03-04,12,12070.0,3.87,8.64,4172.0,9601.0,10.11,13774.0
2026-03-04,13,12176.0,3.82,8.44,3543.0,8088.0,8.38,11631.0
2026-03-04,14,12995.0,3.92,8.26,3502.0,7999.0,8.5,11501.0
2026-03-04,15,13312.0,4.13,6.4,3518.0,8037.0,8.28,11556.0
2026-03-04,16,12913.0,4.32,5.51,3510.0,7993.0,8.37,11503.0
2026-03-04,17,12728.0,4.44,5.11,3476.0,9102.0,10.24,12578.0
2026-03-04,18,12637.0,4.22,4.75,3920.0,11692.0,12.9,15612.0
2026-03-04,19,12933.0,3.78,4.59,4112.0,11622.0,14.27,15734.0
2026-03-04,20,13016.0,3.41,4.7,4163.0,11437.0,14.38,15600.0
2026-03-04,21,13098.0,3.06,4.85,4202.0,11354.0,14.88,15557.0
2026-03-04,22,14760.0,2.83,4.96,4050.0,11006.0,13.39,15057.0
2026-03-04,23,15077.0,2.82,4.98,3630.0,10868.0,11.68,14498.0
2026-03-05,0,11189.0,3.08,5.72,2230.0,5376.0,5.96,7606.0
2026-03-05,1,11274.0,3.53,6.34,2158.0,5284.0,6.03,7443.0
2026-03-05,2,11204.0,4.02,6.77,2003.0,5080.0,6.05,7083.0
2026-03-05,3,11208.0,4.55,7.13,1895.0,4864.0,5.79,6760.0
2026-03-05,4,10744.0,5.1,7.46,1890.0,4557.0,6.2,6447.0
2026-03-05,5,9397.0,5.52,7.43,2419.0,5660.0,8.1,8079.0
2026-03-05,6,10492.0,5.32,7.73,4337.0,9550.0,12.34,13886.0
2026-03-05,7,14697.0,4.93,7.64,5526.0,11543.0,15.1,17069.0
2026-03-05,8,14867.0,4.61,7.72,5638.0,11680.0,15.44,17318.0
2026-03-05,9,14938.0,4.31,8.2,5540.0,11600.0,15.45,17140.0
2026-03-05,10,14978.0,4.03,8.96,5472.0,11676.0,15.35,17148.0
2026-03-05,11,15107.0,3.71,8.79,5345.0,12021.0,13.7,17366.0
2026-03-05,12,14554.0,3.61,8.19,4240.0,9553.0,10.24,13793.0
2026-03-05,13,13290.0,3.78,8.62,3545.0,8020.0,8.62,11566.0
2026-03-05,14,13091.0,3.99,8.14,3503.0,8019.0,8.59,11522.0
2026-03-05,15,12765.0,4.16,6.22,3560.0,7931.0,8.59,11491.0
2026-03-05,16,12701.0,4.3,5.25,3656.0,7780.0,8.86,11436.0
2026-03-05,17,12540.0,4.38,4.82,4231.0,8835.0,10.34,13066.0
2026-03-05,18,12601.0,4.11,4.56,5009.0,10917.0,13.0,15926.0
2026-03-05,19,13421.0,3.67,4.41,5446.0,10926.0,14.66,16372.0
2026-03-05,20,13546.0,3.3,4.46,5134.0,11326.0,14.77,16460.0
2026-03-05,21,13639.0,2.88,4.55,5305.0,11512.0,14.95,16818.0
2026-03-05,22,13973.0,2.52,4.69,5084.0,11142.0,13.69,16226.0
2026-03-05,23,14197.0,2.27,4.73,4722.0,10767.0,12.26,15489.0
2026-03-06,0,12650.0,2.52,4.88,3167.0,4301.0,5.82,7468.0
2026-03-06,1,12820.0,3.18,5.38,3536.0,3647.0,5.81,7183.0
2026-03-06,2,12936.0,3.88,5.97,3578.0,3547.0,5.79,7125.0
2026-03-06,3,11773.0,4.55,6.66,3324.0,3379.0,5.51,6703.0
2026-03-06,4,9437.0,5.07,7.31,2838.0,3528.0,6.05,6366.0
2026-03-06,5,8205.0,5.22,7.91,2880.0,4886.0,7.92,7766.0
2026-03-06,6,13126.0,5.16,7.51,4055.0,9859.0,12.21,13915.0
2026-03-06,7,15122.0,5.01,7.09,5460.0,11405.0,14.75,16865.0
2026-03-06,8,14773.0,4.71,7.13,5625.0,11823.0,15.31,17448.0
2026-03-06,9,14905.0,4.36,7.51,5663.0,11788.0,15.35,17451.0
2026-03-06,10,15087.0,4.05,8.11,5719.0,11754.0,15.26,17473.0
2026-03-06,11,15277.0,3.77,8.23,5364.0,11108.0,13.67,16472.0
2026-03-06,12,15345.0,3.83,8.18,4333.0,8972.0,10.11,13305.0
2026-03-06,13,12919.0,4.1,8.5,3642.0,7742.0,8.38,11384.0
2026-03-06,14,11972.0,4.2,8.69,3405.0,8085.0,8.13,11490.0
2026-03-06,15,11972.0,4.24,6.93,3641.0,7981.0,8.08,11622.0
2026-03-06,16,11897.0,4.28,6.52,3419.0,8136.0,7.97,11554.0
2026-03-06,17,11883.0,4.28,6.09,4045.0,8542.0,9.21,12587.0
2026-03-06,18,13438.0,4.06,5.49,4938.0,10954.0,12.54,15892.0
2026-03-06,19,13467.0,3.67,5.06,5244.0,11001.0,13.94,16245.0
2026-03-06,20,13984.0,3.38,4.86,5065.0,10700.0,13.73,15765.0
2026-03-06,21,14025.0,3.16,4.52,5162.0,10513.0,13.55,15675.0
2026-03-06,22,14651.0,2.99,4.46,4992.0,10335.0,12.91,15327.0
2026-03-06,23,14963.0,2.94,4.51,4473.0,9700.0,10.93,14173.0
2026-03-07,0,10787.0,3.29,5.21,2077.0,4854.0,5.09,6931.0
2026-03-07,1,11592.0,3.76,5.92,2233.0,5551.0,5.49,7784.0
2026-03-07,2,11227.0,4.19,6.65,2078.0,5363.0,5.56,7441.0
2026-03-07,3,10721.0,4.65,7.31,2010.0,5318.0,5.62,7328.0
2026-03-07,4,10824.0,5.11,7.67,2255.0,4341.0,5.66,6596.0
2026-03-07,5,10604.0,5.55,7.49,2966.0,5665.0,7.72,8631.0
2026-03-07,6,13148.0,5.61,7.34,4471.0,8955.0,11.77,13426.0
2026-03-07,7,14646.0,5.43,7.08,5531.0,11756.0,14.57,17288.0
2026-03-07,8,14375.0,4.99,7.33,5911.0,12165.0,14.94,18076.0
2026-03-07,9,14369.0,4.52,8.02,5715.0,12245.0,14.79,17960.0
2026-03-07,10,15969.0,4.17,8.73,5644.0,11978.0,15.06,17622.0
2026-03-07,11,16103.0,4.01,8.89,5472.0,11195.0,14.12,16667.0
2026-03-07,12,16224.0,4.15,8.81,4456.0,8586.0,10.42,13042.0
2026-03-07,13,15922.0,4.69,8.91,3813.0,7370.0,8.97,11184.0
2026-03-07,14,13439.0,5.1,9.49,3759.0,7966.0,8.63,11726.0
2026-03-07,15,12419.0,5.24,7.93,3723.0,8100.0,8.47,11822.0
2026-03-07,16,11811.0,5.25,7.02,3670.0,8106.0,8.41,11775.0
2026-03-07,17,11853.0,5.21,6.68,4023.0,8956.0,9.45,12979.0
2026-03-07,18,13449.0,4.92,6.18,5085.0,11025.0,12.67,16111.0
2026-03-07,19,13530.0,4.51,5.82,5257.0,11833.0,14.05,17090.0
2026-03-07,20,13662.0,4.07,5.79,4850.0,11950.0,13.34,16800.0
2026-03-07,21,3972.0,3.53,5.39,2841.0,6118.0,5.53,8959.0
2026-03-07,22,4359.0,3.07,4.79,3077.0,3962.0,4.49,7038.0
2026-03-07,23,4681.0,2.82,4.34,2506.0,3642.0,4.27,6147.0
2026-03-08,0,4594.0,2.67,3.95,2951.0,2987.0,4.45,5938.0
2026-03-08,1,4701.0,2.52,3.67,2070.0,3750.0,4.38,5820.0
2026-03-08,2,5208.0,2.41,3.46,2128.0,5255.0,4.33,7383.0
2026-03-08,3,14062.0,2.82,3.45,7051.0,5204.0,4.84,12255.0
2026-03-08,4,16618.0,4.04,3.65,2712.0,4382.0,5.72,7094.0
2026-03-08,5,16100.0,5.1,3.94,2872.0,5961.0,8.08,8833.0
2026-03-08,6,11490.0,5.57,4.87,3797.0,7864.0,11.21,11661.0
2026-03-08,7,13947.0,5.42,5.8,5174.0,10860.0,14.34,16035.0
2026-03-08,8,13904.0,4.99,6.73,5849.0,12558.0,15.58,18407.0
2026-03-08,9,14024.0,4.32,7.52,5930.0,13414.0,15.64,19345.0
2026-03-08,10,15574.0,3.8,8.67,5648.0,12504.0,14.8,18153.0
2026-03-08,11,15618.0,3.61,9.11,5164.0,10931.0,13.41,16095.0
2026-03-08,12,13541.0,3.52,9.48,3844.0,10501.0,11.96,14345.0
2026-03-08,13,13226.0,3.46,10.54,3273.0,9219.0,9.9,12491.0
2026-03-08,14,13243.0,3.64,10.05,3200.0,7950.0,8.85,11150.0
2026-03-08,15,13172.0,3.89,7.84,3300.0,7697.0,8.83,10997.0
2026-03-08,16,13026.0,4.1,6.75,3039.0,8615.0,8.66,11654.0
2026-03-08,17,12916.0,4.15,6.18,3358.0,10311.0,10.38,13668.0
2026-03-08,18,12981.0,3.79,5.68,3980.0,12739.0,13.54,16719.0
2026-03-08,19,13183.0,3.22,5.47,4284.0,13513.0,14.97,17798.0
2026-03-08,20,13412.0,2.57,5.5,4378.0,13991.0,15.14,18369.0
2026-03-08,21,15463.0,2.09,5.36,4144.0,13000.0,14.57,17144.0
2026-03-08,22,16516.0,1.94,4.99,4040.0,12733.0,13.59,16773.0
2026-03-08,23,17500.0,1.99,4.75,3665.0,10944.0,11.45,14608.0
2026-03-09,0,13238.0,2.7,5.36,2320.0,4621.0,5.85,6941.0
2026-03-09,1,12023.0,3.37,6.58,2229.0,4298.0,5.64,6527.0
2026-03-09,2,11474.0,4.01,7.61,2950.0,3508.0,5.48,6458.0
2026-03-09,3,11332.0,4.59,8.09,3311.0,3492.0,5.59,6803.0
2026-03-09,4,10478.0,5.13,8.21,2665.0,3238.0,5.81,5902.0
2026-03-09,5,9228.0,5.53,8.07,2776.0,5219.0,7.8,7996.0
2026-03-09,6,13147.0,5.5,7.54,4404.0,10006.0,12.18,14410.0
2026-03-09,7,13404.0,5.1,7.27,5596.0,12160.0,14.83,17756.0
2026-03-09,8,14725.0,4.62,7.64,5704.0,11629.0,15.28,17333.0
2026-03-09,9,15138.0,4.33,7.97,5628.0,11606.0,15.29,17233.0
2026-03-09,10,15311.0,4.06,8.38,5779.0,11493.0,15.35,17272.0
2026-03-09,11,15267.0,3.82,8.57,5327.0,11155.0,13.68,16483.0
2026-03-09,12,14305.0,3.77,8.65,4122.0,9576.0,9.81,13698.0
2026-03-09,13,13766.0,3.96,9.23,3679.0,8031.0,8.28,11710.0
2026-03-09,14,13397.0,4.22,9.33,3553.0,7867.0,8.11,11420.0
2026-03-09,15,12269.0,4.38,7.5,3633.0,7676.0,8.19,11309.0
2026-03-09,16,12095.0,4.48,6.72,3603.0,7718.0,8.19,11321.0
2026-03-09,17,11909.0,4.51,6.28,4100.0,8729.0,9.72,12828.0
2026-03-09,18,12305.0,4.18,5.86,5091.0,10994.0,12.98,16085.0
2026-03-09,19,13661.0,3.66,5.5,5212.0,12119.0,14.75,17331.0
2026-03-09,20,14843.0,3.31,5.21,5366.0,11045.0,14.65,16410.0
2026-03-09,21,14842.0,3.14,5.0,5362.0,10747.0,14.41,16109.0
2026-03-09,22,15205.0,3.0,4.94,5121.0,10498.0,13.2,15619.0
2026-03-09,23,14474.0,2.92,5.04,4579.0,10017.0,11.44,14596.0
2026-03-10,0,10970.0,3.18,6.14,1781.0,5378.0,5.54,7159.0
2026-03-10,1,11164.0,3.65,7.35,1868.0,5213.0,5.5,7081.0
2026-03-10,2,10979.0,4.12,8.0,1842.0,5162.0,5.57,7004.0
2026-03-10,3,10741.0,4.6,8.31,1922.0,4945.0,5.35,6867.0
2026-03-10,4,9690.0,5.04,8.38,1821.0,4412.0,5.74,6233.0
2026-03-10,5,8573.0,5.37,8.32,2288.0,5233.0,7.44,7521.0
2026-03-10,6,12710.0,5.28,7.96,4308.0,10066.0,11.89,14373.0
2026-03-10,7,15077.0,4.98,7.45,5581.0,11934.0,15.12,17515.0
2026-03-10,8,14950.0,4.69,7.5,5504.0,11595.0,15.26,17099.0
2026-03-10,9,14888.0,4.39,7.95,5500.0,11815.0,15.6,17315.0
2026-03-10,10,15252.0,4.1,8.73,5576.0,11729.0,15.48,17305.0
2026-03-10,11,15451.0,3.84,9.15,5290.0,11731.0,13.86,17021.0
2026-03-10,12,15678.0,3.84,9.34,4237.0,9543.0,10.47,13780.0
2026-03-10,13,14169.0,4.2,9.73,3156.0,8208.0,8.49,11364.0
2026-03-10,14,11979.0,4.38,9.27,3232.0,7885.0,8.43,11117.0
2026-03-10,15,12047.0,4.48,7.74,3083.0,8126.0,8.54,11209.0
2026-03-10,16,11868.0,4.57,6.81,3176.0,7991.0,8.67,11167.0
2026-03-10,17,11635.0,4.54,6.34,4085.0,9332.0,10.34,13417.0
2026-03-10,18,11895.0,4.07,5.95,5089.0,11822.0,13.2,16911.0
2026-03-10,19,14191.0,3.44,5.51,5436.0,12733.0,14.7,18169.0
2026-03-10,20,14852.0,3.07,5.16,5429.0,11726.0,14.88,17154.0
2026-03-10,21,14901.0,2.82,4.83,5198.0,11026.0,14.56,16224.0
2026-03-10,22,15160.0,2.7,4.64,5026.0,10561.0,13.45,15587.0
2026-03-10,23,15325.0,2.7,4.52,4707.0,10032.0,11.93,14738.0
2026-03-11,0,12327.0,3.08,4.83,2433.0,5150.0,5.95,7583.0
2026-03-11,1,10788.0,3.54,5.92,2245.0,5325.0,5.73,7570.0
2026-03-11,2,10828.0,3.94,6.9,2293.0,5227.0,5.92,7520.0
2026-03-11,3,11074.0,4.37,7.66,2160.0,5149.0,5.65,7309.0
2026-03-11,4,12028.0,4.89,7.8,2440.0,5636.0,6.68,8076.0
2026-03-11,5,11668.0,5.2,7.45,3300.0,7311.0,9.41,10611.0
2026-03-11,6,15156.0,5.18,6.96,4800.0,11246.0,13.38,16046.0
2026-03-11,7,15424.0,4.96,6.75,5743.0,11847.0,15.23,17590.0
2026-03-11,8,15191.0,4.66,6.95,5687.0,11814.0,15.21,17501.0
2026-03-11,9,15125.0,4.37,7.46,5604.0,11567.0,15.18,17171.0
2026-03-11,10,15440.0,4.17,7.97,5353.0,11093.0,13.98,16446.0
2026-03-11,11,15276.0,4.04,8.64,4974.0,10932.0,11.99,15906.0
2026-03-11,12,14824.0,4.06,9.22,4136.0,9411.0,9.64,13547.0
2026-03-11,13,14806.0,4.33,9.08,2871.0,8874.0,8.32,11745.0
2026-03-11,14,14484.0,4.72,7.93,3012.0,8435.0,8.12,11447.0
2026-03-11,15,11954.0,4.9,7.85,2864.0,8580.0,8.27,11444.0
2026-03-11,16,11802.0,4.94,7.5,2799.0,8631.0,8.03,11430.0
2026-03-11,17,11559.0,4.89,6.95,3251.0,9600.0,9.59,12850.0
2026-03-11,18,11563.0,4.49,6.59,3809.0,12123.0,12.63,15932.0
2026-03-11,19,11829.0,3.81,6.39,4243.0,12560.0,14.19,16802.0
2026-03-11,20,12067.0,3.24,6.4,4012.0,11767.0,14.08,15779.0
2026-03-11,21,12266.0,2.75,6.63,4128.0,11770.0,14.06,15898.0
2026-03-11,22,13819.0,2.37,6.61,4040.0,11217.0,12.89,15257.0
2026-03-11,23,15056.0,2.26,6.67,3759.0,11107.0,11.62,14866.0
2026-03-12,0,12355.0,2.6,7.15,2444.0,4861.0,5.53,7305.0
2026-03-12,1,11672.0,3.15,7.91,3469.0,3790.0,5.44,7260.0
2026-03-12,2,11641.0,3.7,8.66,3399.0,3611.0,4.87,7010.0
2026-03-12,3,11299.0,4.23,9.21,3502.0,3643.0,4.8,7146.0
2026-03-12,4,10675.0,4.68,9.04,2779.0,5027.0,6.0,7806.0
2026-03-12,5,12863.0,4.98,6.4,3066.0,7026.0,9.13,10092.0
2026-03-12,6,14431.0,5.19,5.46,4492.0,10157.0,13.08,14649.0
2026-03-12,7,14545.0,5.01,5.73,5241.0,11304.0,14.93,16546.0
2026-03-12,8,13533.0,4.7,6.37,5335.0,11240.0,14.84,16575.0
2026-03-12,9,13161.0,4.27,7.71,5241.0,11264.0,14.72,16505.0
2026-03-12,10,13953.0,3.81,8.75,5247.0,11490.0,14.19,16737.0
2026-03-12,11,15521.0,3.63,9.12,4897.0,11356.0,11.83,16253.0
2026-03-12,12,15212.0,3.65,8.67,4052.0,9721.0,9.54,13773.0
2026-03-12,13,15094.0,3.94,8.36,3484.0,8797.0,7.96,12280.0
2026-03-12,14,12725.0,4.16,8.42,3351.0,8388.0,8.16,11740.0
2026-03-12,15,12047.0,4.27,8.09,3180.0,8040.0,7.71,11221.0
2026-03-12,16,12159.0,4.35,7.66,3297.0,7980.0,7.65,11276.0
2026-03-12,17,11698.0,4.38,7.48,3779.0,8816.0,8.9,12595.0
2026-03-12,18,11889.0,4.07,7.1,4816.0,10680.0,11.93,15496.0
2026-03-12,19,13548.0,3.64,6.79,5206.0,10667.0,13.35,15873.0
2026-03-12,20,14556.0,3.43,6.61,5145.0,10742.0,13.33,15887.0
2026-03-12,21,14361.0,3.23,6.42,5060.0,10719.0,13.31,15779.0
2026-03-12,22,14840.0,3.01,6.37,4881.0,11826.0,12.86,16707.0
2026-03-12,23,15241.0,2.81,6.42,4366.0,11212.0,11.37,15577.0
2026-03-13,0,13340.0,3.18,7.01,2590.0,6116.0,4.63,8706.0
2026-03-13,1,12909.0,3.64,7.47,2531.0,6589.0,5.32,9120.0
2026-03-13,2,11439.0,4.17,8.09,3100.0,4091.0,4.83,7192.0
2026-03-13,3,10940.0,4.7,8.73,3509.0,3818.0,5.22,7327.0
2026-03-13,4,10524.0,5.12,8.59,3465.0,4289.0,6.13,7754.0
2026-03-13,5,11356.0,5.33,7.99,3109.0,7307.0,9.39,10416.0
2026-03-13,6,15114.0,5.41,7.12,4760.0,10362.0,12.9,15121.0
2026-03-13,7,14932.0,5.24,6.56,5449.0,11558.0,14.93,17007.0
2026-03-13,8,14226.0,4.95,6.61,5480.0,11497.0,14.72,16976.0
2026-03-13,9,13806.0,4.55,7.23,5457.0,11376.0,14.55,16833.0
2026-03-13,10,14114.0,4.21,7.86,5300.0,11097.0,13.65,16396.0
2026-03-13,11,13962.0,3.97,7.9,4744.0,10201.0,11.5,14945.0
2026-03-13,12,12337.0,3.9,8.2,3606.0,9149.0,8.84,12755.0
2026-03-13,13,11883.0,3.87,9.11,3096.0,8307.0,7.83,11403.0
2026-03-13,14,12550.0,3.96,9.04,2876.0,8212.0,7.8,11088.0
2026-03-13,15,13207.0,4.17,7.79,3002.0,8241.0,7.46,11243.0
2026-03-13,16,12860.0,4.38,6.89,2958.0,8231.0,7.91,11189.0
2026-03-13,17,12399.0,4.51,6.28,3155.0,8733.0,9.66,11888.0
2026-03-13,18,12473.0,4.39,5.95,3896.0,10499.0,11.82,14395.0
2026-03-13,19,12565.0,4.01,5.71,4118.0,11640.0,13.67,15758.0
2026-03-13,20,12648.0,3.59,5.86,4055.0,11595.0,14.07,15651.0
2026-03-13,21,13552.0,3.2,5.9,4005.0,11797.0,13.97,15802.0
2026-03-13,22,15104.0,3.03,5.65,3945.0,11674.0,12.78,15619.0
2026-03-13,23,14362.0,2.88,5.89,3732.0,10778.0,10.81,14510.0
2026-03-14,0,12116.0,3.24,6.72,2462.0,4666.0,4.9,7128.0
2026-03-14,1,11427.0,3.79,7.42,2388.0,4460.0,4.89,6849.0
2026-03-14,2,11385.0,4.38,7.92,2895.0,3736.0,4.75,6631.0
2026-03-14,3,11278.0,4.91,8.14,3499.0,3658.0,4.78,7157.0
2026-03-14,4,11003.0,5.3,8.29,2717.0,6407.0,5.99,9124.0
2026-03-14,5,10483.0,5.33,8.31,3708.0,8270.0,8.85,11978.0
2026-03-14,6,14765.0,5.08,7.51,4841.0,11455.0,12.97,16296.0
2026-03-14,7,15408.0,4.82,6.9,5623.0,12315.0,14.77,17938.0
2026-03-14,8,15291.0,4.49,6.9,5739.0,12044.0,14.45,17784.0
2026-03-14,9,15142.0,4.14,7.34,5865.0,12072.0,14.96,17937.0
2026-03-14,10,15358.0,3.85,8.02,5342.0,11317.0,13.58,16659.0
2026-03-14,11,15195.0,3.8,8.39,4755.0,9768.0,11.7,14523.0
2026-03-14,12,14074.0,3.97,8.85,4121.0,8258.0,9.15,12379.0
2026-03-14,13,12516.0,4.16,9.3,3585.0,7431.0,7.47,11016.0
2026-03-14,14,12556.0,4.31,9.47,3512.0,7834.0,7.67,11346.0
2026-03-14,15,12563.0,4.45,7.89,3514.0,7924.0,7.81,11438.0
2026-03-14,16,12404.0,4.57,6.97,3444.0,8016.0,7.66,11460.0
2026-03-14,17,12207.0,4.61,6.47,3969.0,8767.0,8.94,12736.0
2026-03-14,18,12290.0,4.39,6.2,4889.0,10087.0,11.68,14975.0
2026-03-14,19,12513.0,3.95,6.02,5236.0,10919.0,13.33,16155.0
2026-03-14,20,12748.0,3.49,6.16,5248.0,11005.0,13.55,16253.0
2026-03-14,21,12989.0,3.01,6.34,5216.0,11590.0,13.72,16806.0
2026-03-14,22,13475.0,2.54,6.35,5164.0,11505.0,12.87,16669.0
2026-03-14,23,13770.0,2.23,6.49,4689.0,10448.0,11.45,15138.0
2026-03-15,0,12961.0,2.51,6.6,3457.0,3648.0,5.03,7104.0
2026-03-15,1,11980.0,3.28,7.25,3148.0,3276.0,4.99,6424.0
2026-03-15,2,11538.0,3.99,7.91,3095.0,2932.0,5.49,6027.0
2026-03-15,3,11263.0,4.63,8.37,3261.0,3609.0,4.78,6870.0
