date,hour,PK_Qin,PK_Level,PK_Inlet,PK_F,PK_P,PK_ZM01,PK_ZM02,TotalFlow
2026-03-17,19,13740.0,5.23,17.69,17564.0,24.69,11520.05,6057.23,17577.28
2026-03-17,20,12454.0,4.75,18.68,17860.0,25.49,11725.32,6121.12,17846.43
2026-03-17,21,11630.0,4.26,17.13,16269.0,21.97,10775.38,5469.52,16244.9
2026-03-17,22,11752.0,3.89,16.33,13741.0,16.72,9207.22,4470.12,13677.33
2026-03-17,23,12423.0,3.97,16.14,9745.0,10.01,6673.3,3028.38,9701.68
2026-03-18,0,10013.0,4.23,10.12,8014.0,6.44,5473.13,2515.6,7988.73
2026-03-18,1,11151.0,4.57,9.33,7103.0,5.58,4943.72,2145.73,7089.45
2026-03-18,2,11102.0,5.04,9.23,6509.0,5.25,4607.73,1891.85,6499.58
2026-03-18,3,10857.0,5.53,9.33,6131.0,5.06,4412.18,1714.98,6127.17
2026-03-18,4,11673.0,6.09,12.02,5946.0,5.28,4299.58,1643.23,5942.82
2026-03-18,5,8570.0,6.32,14.23,9941.0,10.87,6829.18,3244.65,10073.83
2026-03-18,6,13919.0,6.14,15.32,16648.0,23.56,11152.2,5599.27,16751.47
2026-03-18,7,14504.0,5.67,15.5,20399.0,31.95,13408.57,6997.73,20406.3
2026-03-18,8,14517.0,5.1,15.51,19980.0,30.96,13127.13,6835.48,19962.62
2026-03-18,9,14471.0,4.62,15.4,18561.0,27.36,12222.23,6295.95,18518.18
2026-03-18,10,14430.0,4.29,15.38,16913.0,23.53,11200.87,5709.18,16910.05
2026-03-18,11,15394.0,4.19,16.62,14928.0,18.96,9966.73,4911.58,14878.32
2026-03-18,12,16145.0,4.41,17.62,12525.0,14.38,8509.97,3981.4,12491.37
2026-03-18,13,16231.0,4.89,17.9,11209.0,12.14,7671.28,3527.18,11198.47
2026-03-18,14,14830.0,5.36,19.29,10938.0,11.78,7494.15,3443.72,10937.87
2026-03-18,15,14586.0,5.77,18.92,11034.0,11.9,7562.25,3472.52,11034.77
2026-03-18,16,13821.0,6.05,18.17,13034.0,15.0,8754.6,4345.0,13099.6
2026-03-18,17,12284.0,5.86,18.16,16143.0,21.24,10667.1,5503.72,16170.82
2026-03-18,18,12152.0,5.41,17.94,17082.0,23.56,11301.5,5797.88,17099.38
2026-03-18,19,12060.0,4.9,17.76,17519.0,24.89,11563.3,5950.05,17513.35
2026-03-18,20,13403.0,4.36,16.0,17964.0,25.92,11868.35,6096.02,17964.37
2026-03-18,21,14678.0,4.08,15.61,16380.0,22.39,10875.25,5468.58,16343.83
2026-03-18,22,14654.0,4.06,15.57,13591.0,16.8,9123.15,4406.35,13529.5
2026-03-18,23,14660.0,4.38,15.61,10083.0,10.75,6858.47,3190.98,10049.45
2026-03-19,0,10646.0,4.81,9.42,7188.0,5.79,5019.03,2126.9,7145.93
2026-03-19,1,10949.0,5.22,9.41,6998.0,5.68,4927.03,2069.62,6996.65
2026-03-19,2,10696.0,5.65,9.61,6577.0,5.48,4645.38,1922.82,6568.2
2026-03-19,3,10396.0,6.08,9.85,6288.0,5.28,4485.88,1800.4,6286.28
2026-03-19,4,7819.0,6.41,11.65,6258.0,5.64,4474.83,1781.8,6256.63
2026-03-19,5,8317.0,6.38,11.05,10255.0,11.44,7049.38,3344.37,10393.75
2026-03-19,6,12393.0,6.01,11.45,16823.0,24.06,11330.9,5583.25,16914.15
2026-03-19,7,15679.0,5.54,13.65,20885.0,33.34,13741.75,7154.88,20896.63
2026-03-19,8,15378.0,5.04,14.97,20104.0,31.17,13169.65,6905.37,20075.02
2026-03-19,9,14719.0,4.62,15.4,18538.0,27.26,12189.2,6324.82,18514.02
2026-03-19,10,14433.0,4.33,15.48,16749.0,22.87,11054.23,5668.0,16722.23
2026-03-19,11,14306.0,4.2,15.41,14840.0,18.54,9899.42,4900.85,14800.27
2026-03-19,12,14364.0,4.27,15.43,12712.0,14.55,8624.33,4056.53,12680.87
2026-03-19,13,14830.0,4.56,16.0,11328.0,12.28,7787.78,3526.02,11313.8
2026-03-19,14,13698.0,4.92,17.64,10812.0,11.5,7430.68,3378.67,10809.35
2026-03-19,15,12915.0,5.17,18.45,10973.0,11.78,7502.7,3485.02,10987.72
2026-03-19,16,12637.0,5.25,18.0,13496.0,15.83,9007.68,4546.1,13553.78
2026-03-19,17,12672.0,5.01,18.05,16289.0,21.4,10754.3,5569.08,16323.38
2026-03-19,18,12665.0,4.6,18.04,17185.0,23.75,11330.43,5857.75,17188.18
2026-03-19,19,13579.0,4.16,17.47,17452.0,24.71,11522.93,5933.9,17456.83
2026-03-19,20,14993.0,3.87,16.18,17742.0,25.4,11714.03,6021.4,17735.43
2026-03-19,21,15082.0,3.66,15.98,16484.0,22.53,10926.52,5523.22,16449.73
2026-03-19,22,15530.0,3.71,15.64,13518.0,16.53,9096.27,4369.15,13465.42
2026-03-19,23,15082.0,4.14,15.2,9787.0,10.28,6698.28,3037.32,9735.6
2026-03-20,0,10009.0,4.55,9.64,7580.0,6.35,5253.18,2300.05,7553.23
2026-03-20,1,10519.0,4.88,9.61,6808.0,5.63,4803.18,1992.22,6795.4
2026-03-20,2,9921.0,5.26,10.26,6558.0,5.5,4619.55,1933.13,6552.68
2026-03-20,3,9627.0,5.62,10.49,6130.0,5.22,4393.65,1729.63,6123.28
2026-03-20,4,9318.0,5.99,10.6,5777.0,5.1,4204.03,1569.58,5773.62
2026-03-20,5,9556.0,6.2,11.4,9840.0,10.66,6796.32,3160.13,9956.45
2026-03-20,6,12934.0,5.99,15.41,16567.0,23.53,11088.68,5588.1,16676.78
2026-03-20,7,14937.0,5.51,15.47,20260.0,31.51,13325.25,6952.82,20278.07
2026-03-20,8,14358.0,4.96,15.8,20075.0,31.01,13149.52,6913.4,20062.92
2026-03-20,9,13930.0,4.42,16.19,18636.0,27.53,12239.58,6365.05,18604.63
2026-03-20,10,13855.0,4.05,16.11,16709.0,22.94,11037.25,5652.12,16689.37
2026-03-20,11,13802.0,3.85,16.07,15132.0,19.17,10056.88,5034.6,15091.48
2026-03-20,12,13863.0,3.85,16.12,12665.0,14.38,8563.37,4058.45,12621.82
2026-03-20,13,13877.0,4.08,16.16,11356.0,12.27,7783.25,3566.47,11349.72
2026-03-20,14,13925.0,4.36,16.26,11150.0,12.06,7689.33,3455.43,11144.77
2026-03-20,15,14020.0,4.67,16.33,11370.0,12.21,7770.53,3619.42,11389.95
2026-03-20,16,14093.0,4.88,16.45,13399.0,15.57,8972.72,4475.15,13447.87
2026-03-20,17,14099.0,4.83,16.45,15657.0,20.07,10371.85,5304.32,15676.17
2026-03-20,18,14045.0,4.66,16.39,16384.0,21.96,10877.53,5516.55,16394.08
2026-03-20,19,14023.0,4.4,16.34,17109.0,23.87,11333.1,5789.12,17122.22
2026-03-20,20,13980.0,4.07,16.29,17435.0,24.81,11564.32,5861.13,17425.45
2026-03-20,21,13932.0,3.81,16.23,15979.0,21.62,10659.87,5284.12,15943.98
2026-03-20,22,13913.0,3.75,16.21,13196.0,16.0,8888.8,4251.57,13140.37
2026-03-20,23,14972.0,4.07,15.57,10194.0,10.75,6888.07,3261.13,10149.2
2026-03-21,0,11160.0,4.51,9.95,7669.0,6.41,5293.62,2351.32,7644.93
2026-03-21,1,11498.0,4.94,9.68,7195.0,5.91,5027.15,2158.98,7186.13
2026-03-21,2,10353.0,5.36,10.46,6780.0,5.71,4772.15,2000.23,6772.38
2026-03-21,3,9997.0,5.74,10.51,6365.0,5.4,4554.98,1808.88,6363.87
2026-03-21,4,9866.0,6.12,10.58,6313.0,5.47,4542.58,1766.42,6309.0
2026-03-21,5,11813.0,6.48,14.15,9310.0,9.82,6358.27,3043.75,9402.02
2026-03-21,6,13425.0,6.54,18.11,14563.0,19.17,9822.92,4841.77,14664.68
2026-03-21,7,14574.0,6.2,16.39,19924.0,30.55,13154.27,6820.3,19974.57
2026-03-21,8,14735.0,5.62,16.59,20944.0,33.23,13724.53,7218.35,20942.88
2026-03-21,9,14578.0,5.01,16.42,20356.0,31.72,13317.67,7017.77,20335.43
2026-03-21,10,14490.0,4.48,16.3,19228.0,28.92,12611.37,6600.32,19211.68
2026-03-21,11,14293.0,4.11,16.06,17115.0,23.69,11332.77,5743.83,17076.6
2026-03-21,12,14169.0,3.91,15.9,15541.0,19.95,10342.1,5168.5,15510.6
2026-03-21,13,14195.0,3.87,15.92,14055.0,17.07,9456.95,4582.13,14039.08
2026-03-21,14,14616.0,3.97,15.73,12791.0,14.63,8701.4,4070.02,12771.42
2026-03-21,15,14993.0,4.2,15.44,12917.0,14.6,8697.6,4231.78,12929.38
2026-03-21,16,15032.0,4.36,15.48,14602.0,17.86,9750.75,4902.27,14653.02
2026-03-21,17,15113.0,4.29,15.6,16764.0,22.5,11068.32,5707.03,16775.35
2026-03-21,18,15352.0,4.11,15.88,17650.0,24.86,11642.63,6026.6,17669.23
2026-03-21,19,15488.0,3.91,16.03,17577.0,25.09,11629.2,5934.8,17564.0
2026-03-21,20,15523.0,3.73,16.08,17499.0,25.12,11626.25,5874.32,17500.57
2026-03-21,21,15505.0,3.59,16.05,16523.0,23.02,11014.88,5488.95,16503.83
2026-03-21,22,15540.0,3.64,16.07,13795.0,17.21,9274.4,4452.1,13726.5
2026-03-21,23,15320.0,4.0,15.81,10707.0,11.37,7220.58,3437.23,10657.82
2026-03-22,0,10528.0,4.4,10.56,7647.0,6.31,5307.93,2315.43,7623.37
2026-03-22,1,11675.0,4.79,10.39,7435.0,6.15,5198.55,2221.4,7419.95
2026-03-22,2,10737.0,5.24,10.2,6585.0,5.49,4694.17,1885.15,6579.32
2026-03-22,3,10658.0,5.67,10.21,6497.0,5.54,4651.3,1844.23,6495.53
2026-03-22,4,10111.0,6.11,10.39,6089.0,5.32,4405.03,1669.6,6074.63
2026-03-22,5,7897.0,6.28,11.57,8620.0,9.11,6004.88,2707.25,8712.13
2026-03-22,6,12055.0,6.18,15.0,13362.0,17.01,9121.27,4325.57,13446.83
2026-03-22,7,14335.0,5.9,17.19,18548.0,27.66,12295.48,6316.63,18612.12
2026-03-22,8,15648.0,5.43,15.87,20812.0,33.26,13679.82,7146.07,20825.88
2026-03-22,9,15526.0,4.89,15.7,21012.0,33.63,13791.63,7219.67,21011.3
2026-03-22,10,15164.0,4.37,15.32,19955.0,30.77,13109.02,6818.17,19927.18
2026-03-22,11,14809.0,3.98,14.92,17847.0,25.36,11832.13,5972.48,17804.62
2026-03-22,12,14759.0,3.78,14.86,16134.0,21.05,10743.77,5368.72,16112.48
2026-03-22,13,15130.0,3.75,15.28,14398.0,17.61,9674.82,4692.38,14367.2
2026-03-22,14,15199.0,3.93,15.38,12929.0,14.88,8785.02,4126.95,12911.97
2026-03-22,15,15481.0,4.23,15.7,12543.0,14.02,8517.55,4039.07,12556.62
2026-03-22,16,15993.0,4.46,15.16,14702.0,17.85,9792.25,4955.32,14747.57
2026-03-22,17,16760.0,4.54,14.34,16907.0,22.5,11157.9,5775.82,16933.72
2026-03-22,18,16813.0,4.5,14.4,17988.0,25.33,11871.53,6123.38,17994.92
2026-03-22,19,14231.0,4.32,15.41,18108.0,26.1,11973.75,6127.18,18100.93
2026-03-22,20,12304.0,3.81,16.69,17842.0,25.76,11823.15,6014.52,17837.67
2026-03-22,21,12391.0,3.32,16.8,16664.0,23.2,11086.43,5547.4,16633.83
2026-03-22,22,12497.0,3.04,16.96,13596.0,16.72,9131.07,4401.87,13532.93
2026-03-22,23,13281.0,3.19,18.34,9970.0,10.35,6704.57,3229.08,9933.65
2026-03-23,0,10168.0,3.54,9.81,7452.0,5.98,5174.35,2237.32,7411.67
2026-03-23,1,10930.0,3.92,9.15,6789.0,5.49,4822.0,1955.58,6777.58
2026-03-23,2,11078.0,4.38,9.36,6249.0,5.18,4474.18,1766.13,6240.32
2026-03-23,3,11169.0,4.91,9.78,5919.0,4.98,4318.48,1597.75,5916.23
2026-03-23,4,11297.0,5.47,10.06,5818.0,5.15,4244.32,1583.07,5827.38
2026-03-23,5,12756.0,5.88,11.1,10469.0,11.51,7161.62,3429.47,10591.08
2026-03-23,6,17307.0,6.09,14.53,16695.0,23.69,11208.87,5592.68,16801.55
2026-03-23,7,17305.0,5.88,14.53,21169.0,33.98,13910.0,7278.93,21188.93
2026-03-23,8,15519.0,5.43,15.45,20855.0,33.08,13667.92,7171.5,20839.42
2026-03-23,9,15392.0,4.95,15.91,19375.0,29.3,12712.43,6630.9,19343.33
2026-03-23,10,15351.0,4.64,15.85,17780.0,25.07,11668.68,6088.88,17757.57
2026-03-23,11,15301.0,4.5,15.8,15845.0,20.35,10476.45,5317.57,15794.02
2026-03-23,12,15373.0,4.6,15.92,13453.0,15.53,9039.98,4383.97,13423.95
2026-03-23,13,14858.0,4.9,16.56,11743.0,12.79,8016.27,3711.4,11727.67
2026-03-23,14,14438.0,5.23,17.7,11384.0,12.33,7783.12,3597.63,11380.75
2026-03-23,15,13680.0,5.51,18.49,11488.0,12.27,7754.37,3739.15,11493.52
2026-03-23,16,13489.0,5.67,18.17,13636.0,16.08,9096.75,4596.9,13693.65
2026-03-23,17,12944.0,5.49,17.25,16327.0,21.34,10794.55,5569.45,16364.0
2026-03-23,18,12541.0,5.07,16.37,17153.0,23.49,11361.15,5792.87,17154.02
2026-03-23,19,13180.0,4.63,15.64,17678.0,25.21,11724.65,5962.63,17687.28
2026-03-23,20,14025.0,4.21,14.89,17878.0,25.7,11888.95,5984.45,17873.4
2026-03-23,21,14112.0,3.94,14.45,16057.0,21.66,10778.83,5242.3,16021.13
2026-03-23,22,13805.0,3.87,14.07,13392.0,16.34,9050.07,4272.7,13322.77
2026-03-23,23,13377.0,4.13,13.68,9691.0,9.97,6640.62,3014.05,9654.67
2026-03-24,0,9183.0,4.44,9.03,7086.0,5.72,4951.23,2097.57,7048.8
2026-03-24,1,9279.0,4.7,9.07,6771.0,5.47,4823.35,1942.97,6766.32
2026-03-24,2,9676.0,4.99,8.97,6471.0,5.38,4653.67,1815.93,6469.6
2026-03-24,3,9562.0,5.35,9.04,6122.0,5.2,4477.28,1635.55,6112.83
2026-03-24,4,9842.0,5.73,9.61,6006.0,5.36,4434.72,1571.7,6006.42
2026-03-24,5,12351.0,6.06,12.41,9820.0,10.73,6829.43,3121.73,9951.17
2026-03-24,6,15475.0,6.19,16.23,16783.0,23.79,11260.28,5624.13,16884.42
2026-03-24,7,15169.0,5.8,16.2,20569.0,32.13,13546.57,7029.48,20576.05
2026-03-24,8,15322.0,5.27,16.42,20185.0,31.26,13258.77,6912.23,20171.0
2026-03-24,9,15454.0,4.87,16.6,18589.0,27.31,12269.93,6286.1,18556.03
2026-03-24,10,15419.0,4.66,16.57,16848.0,23.12,11164.55,5658.67,16823.22
2026-03-24,11,15226.0,4.63,16.35,14775.0,18.48,9852.88,4879.52,14732.4
2026-03-24,12,14642.0,4.77,16.91,12622.0,14.37,8593.75,3990.72,12584.47
2026-03-24,13,13586.0,5.04,18.0,10994.0,11.79,7575.58,3409.18,10984.77
2026-03-24,14,13902.0,5.21,18.73,10700.0,11.43,7403.67,3297.56,10701.22
2026-03-25,9,14511.0,4.64,16.01,18781.0,28.2,12452.57,6476.94,18929.51
2026-03-25,10,13976.0,4.3,15.36,17299.0,23.95,11388.05,5886.05,17274.1
2026-03-25,11,14365.0,4.08,15.8,15394.0,19.41,10215.2,5130.7,15345.9
2026-03-25,12,14395.0,4.11,15.84,13276.0,15.28,8951.77,4296.08,13247.85
2026-03-25,13,14589.0,4.34,16.16,11863.0,12.93,8078.53,3773.58,11852.12
2026-03-25,14,15011.0,4.66,16.7,11546.0,12.58,7903.1,3638.77,11541.87
2026-03-25,15,14696.0,5.03,16.35,11487.0,12.13,7765.77,3725.83,11491.6
2026-03-25,16,15280.0,5.34,17.02,13555.0,15.77,9038.8,4581.45,13620.25
2026-03-25,17,15316.0,5.35,17.06,16538.0,21.94,10885.22,5681.23,16566.45
2026-03-25,18,15283.0,5.19,17.0,17463.0,24.16,11493.85,5972.4,17466.25
2026-03-25,19,15342.0,4.98,17.07,17735.0,25.2,11696.02,6045.88,17741.9
2026-03-25,20,15332.0,4.72,17.06,18218.0,26.52,11998.63,6212.6,18211.23
2026-03-25,21,15278.0,4.51,16.98,16843.0,23.29,11153.38,5668.53,16821.92
2026-03-25,22,14528.0,4.49,17.54,13958.0,17.17,9313.75,4582.97,13896.72
2026-03-25,23,13622.0,4.68,18.08,11101.0,11.7,7301.97,3755.0,11056.97
2026-03-26,0,10984.0,5.0,9.46,7281.0,5.63,5045.85,2192.67,7238.52
2026-03-26,1,11696.0,5.46,10.07,7305.0,5.97,5076.13,2224.3,7300.43
2026-03-26,2,10818.0,5.91,11.12,6519.0,5.36,4625.62,1883.88,6509.5
2026-03-26,3,8057.0,6.31,12.51,6095.0,5.16,4365.7,1717.63,6083.33
2026-03-26,4,5528.0,6.31,16.61,5926.0,5.45,4225.27,1713.12,5938.38
2026-03-26,5,9894.0,6.29,11.82,10154.0,11.09,6951.7,3328.05,10279.75
2026-03-26,6,15411.0,6.26,15.47,17278.0,24.77,11524.52,5861.33,17385.85
2026-03-26,7,15422.0,5.83,17.64,20987.0,33.26,13720.47,7269.75,20990.22
2026-03-26,8,15324.0,5.31,17.54,20012.0,30.83,13089.7,6900.08,19989.78
2026-03-26,9,15803.0,4.93,17.02,18619.0,27.4,12240.87,6352.38,18593.25
2026-03-26,10,15153.0,4.75,16.64,16967.0,23.26,11193.68,5751.07,16944.75
2026-03-26,11,14077.0,4.57,16.17,15176.0,19.17,10111.72,5024.55,15136.27
2026-03-26,12,14673.0,4.65,16.82,12841.0,14.54,8693.07,4114.72,12807.78
2026-03-26,13,14712.0,4.94,16.88,11501.0,12.38,7850.15,3636.49,11486.64
2026-03-26,14,15128.0,5.32,17.53,11116.0,11.87,7629.9,3482.78,11112.68
2026-03-26,15,15280.0,5.75,17.72,11499.0,12.13,7771.7,3740.18,11511.88
2026-03-26,16,15371.0,6.09,17.84,13488.0,15.64,9000.43,4551.05,13551.48
2026-03-26,17,15362.0,6.13,17.85,16471.0,21.49,10824.28,5673.73,16498.02
2026-03-26,18,15353.0,5.96,17.85,17686.0,24.57,11638.02,6056.88,17694.9
2026-03-26,19,15325.0,5.74,17.77,17786.0,25.26,11734.47,6053.05,17787.52
2026-03-26,20,13527.0,5.43,18.4,18336.0,26.59,12064.98,6267.85,18332.83
2026-03-26,21,11735.0,4.91,18.81,16734.0,23.01,11084.92,5619.47,16704.38
2026-03-26,22,10355.0,4.5,18.97,13382.0,16.11,8920.25,4382.78,13303.03
2026-03-26,23,10500.0,4.38,19.43,10254.0,10.48,6773.52,3441.62,10215.13
2026-03-27,0,10349.0,4.57,10.51,7597.0,6.11,5257.72,2317.63,7575.35
2026-03-27,1,10628.0,4.91,10.8,7278.0,5.84,5070.13,2198.45,7268.58
2026-03-27,2,11039.0,5.31,12.88,6679.0,5.5,4681.57,1990.47,6672.03
2026-03-27,3,12073.0,5.85,14.29,6184.0,5.2,4405.87,1763.0,6168.87
2026-03-27,4,8793.0,6.39,13.42,5862.0,5.27,4213.35,1654.32,5867.67
2026-03-27,5,7601.0,6.37,16.41,10340.0,11.62,7011.78,3444.95,10456.73
2026-03-27,6,14886.0,6.03,17.31,17403.0,25.07,11532.52,5995.73,17528.25
2026-03-27,7,17321.0,5.77,16.63,21069.0,33.51,13791.52,7286.9,21078.42
2026-03-27,8,16295.0,5.38,16.1,20500.0,32.06,13390.27,7090.15,20480.42
2026-03-27,9,15177.0,4.98,16.68,18983.0,28.2,12448.7,6506.72,18955.42
2026-03-27,10,14511.0,4.67,17.3,17349.0,24.06,11407.55,5915.92,17323.47
2026-03-27,11,13971.0,4.45,18.41,15385.0,19.43,10188.52,5150.27,15338.78
2026-03-27,12,13906.0,4.45,18.31,12959.0,14.84,8714.88,4211.27,12926.15
2026-03-27,13,13741.0,4.64,18.02,11511.0,12.39,7855.18,3647.17,11502.35
2026-03-27,14,13818.0,4.9,18.17,11188.0,12.02,7662.22,3518.48,11180.7
2026-03-27,15,13855.0,5.2,18.22,11193.0,11.81,7612.33,3600.02,11212.35
2026-03-27,16,13332.0,5.37,17.4,13639.0,15.92,9091.95,4610.33,13702.28
2026-03-27,17,13130.0,5.16,17.04,16519.0,21.68,10875.47,5664.02,16539.48
2026-03-27,18,13109.0,4.78,16.98,17293.0,23.75,11395.57,5909.25,17304.82
2026-03-27,19,13003.0,4.35,16.87,17605.0,24.79,11608.62,5998.12,17606.73
2026-03-27,20,13337.0,3.89,16.53,17826.0,25.46,11778.0,6036.18,17814.18
2026-03-27,21,14046.0,3.57,15.79,16363.0,22.2,10883.48,5451.73,16335.22
2026-03-27,22,14048.0,3.47,15.78,13953.0,17.08,9340.13,4555.5,13895.63
2026-03-27,23,14296.0,3.69,14.76,11089.0,11.48,7375.48,3681.38,11056.87
2026-03-28,0,10660.0,4.03,9.29,7524.0,5.76,5199.2,2278.27,7477.47
2026-03-28,1,11028.0,4.44,9.21,7035.0,5.41,4914.42,2114.77,7029.18
2026-03-28,2,10596.0,4.87,9.44,6433.0,5.07,4573.13,1844.92,6418.05
2026-03-28,3,10312.0,5.32,9.63,5965.0,4.78,4324.45,1636.92,5961.37
2026-03-28,4,10970.0,5.8,10.13,6279.0,5.11,4522.19,1765.64,6287.83
2026-03-28,5,13541.0,6.25,15.43,9172.0,9.47,6272.57,2996.1,9268.67
2026-03-28,6,14218.0,6.5,19.24,15113.0,19.85,10116.87,5098.23,15215.1
2026-03-28,7,14172.0,6.12,19.33,20246.0,31.21,13303.05,6988.78,20291.83
2026-03-28,8,14361.0,5.46,19.15,21055.0,33.39,13752.85,7301.45,21054.3
2026-03-28,9,14353.0,4.83,19.01,20194.0,31.25,13228.73,6945.52,20174.25
2026-03-28,10,14308.0,4.3,18.96,19064.0,28.27,12481.88,6556.28,19038.17
2026-03-28,11,14243.0,3.93,18.86,16959.0,23.27,11209.45,5713.43,16922.88
2026-03-28,12,14288.0,3.76,18.9,15370.0,19.41,10226.75,5108.17,15334.92
2026-03-28,13,14348.0,3.74,19.02,13797.0,16.3,9233.38,4544.0,13777.38
2026-03-28,14,15568.0,3.91,16.95,12771.0,14.34,8606.67,4157.4,12764.07
2026-03-28,15,16388.0,4.31,16.7,12338.0,13.63,8365.42,3975.33,12340.75
2026-03-28,16,16402.0,4.66,16.77,13889.0,16.4,9214.42,4703.37,13917.78
2026-03-28,17,16395.0,4.79,16.74,17195.0,23.0,11319.48,5939.87,17259.35
2026-03-28,18,16316.0,4.66,16.65,18572.0,26.65,12170.9,6409.88,18580.78
2026-03-28,19,16295.0,4.46,16.58,18357.0,26.6,12087.92,6259.03,18346.95
2026-03-28,20,15989.0,4.29,16.58,17937.0,25.86,11847.25,6072.45,17919.7
2026-03-28,21,14302.0,4.1,17.98,16442.0,22.59,10911.92,5519.75,16431.67
2026-03-28,22,14306.0,4.0,18.01,14148.0,17.54,9403.62,4691.18,14094.8
2026-03-28,23,14375.0,4.21,18.14,11201.0,11.65,7385.65,3745.78,11131.43
2026-03-29,0,10604.0,4.56,10.63,7922.0,6.26,5454.0,2447.2,7901.2
2026-03-29,1,10613.0,4.87,10.03,7607.0,5.98,5270.32,2330.48,7600.8
2026-03-29,2,10127.0,5.2,10.32,6970.0,5.51,4881.38,2071.98,6953.37
2026-03-29,3,9632.0,5.54,10.49,6396.0,5.06,4558.23,1836.55,6394.78
2026-03-29,4,10421.0,5.89,11.35,6801.0,5.6,4840.27,1972.9,6813.17
2026-03-29,5,12529.0,6.29,15.54,8906.0,8.77,6095.1,2872.55,8967.65
2026-03-29,6,14787.0,6.59,17.23,13770.0,17.38,9287.48,4582.73,13870.22
2026-03-29,7,13972.0,6.36,17.99,18880.0,28.07,12431.95,6503.95,18935.9
2026-03-29,8,14523.0,5.77,18.06,20758.0,32.65,13587.07,7182.98,20770.05
2026-03-29,9,15932.0,5.25,17.0,20295.0,31.59,13303.23,6972.08,20275.32
2026-03-29,10,16145.0,4.88,17.26,19323.0,29.03,12690.05,6616.38,19306.43
2026-03-29,11,15949.0,4.65,17.02,17588.0,24.53,11636.82,5918.07,17554.88
2026-03-29,12,15728.0,4.58,16.74,15965.0,20.44,10621.0,5321.13,15942.13
2026-03-29,13,15560.0,4.63,16.93,14547.0,17.57,9739.18,4780.53,14519.72
2026-03-29,14,15316.0,4.84,17.2,12925.0,14.56,8744.18,4149.48,12893.67
2026-03-29,15,15189.0,5.08,17.15,13146.0,14.72,8811.38,4360.85,13172.23
2026-03-29,16,15406.0,5.26,17.13,14659.0,17.66,9748.82,4956.4,14705.22
2026-03-29,17,15450.0,5.23,17.19,16819.0,22.32,11077.58,5762.62,16840.2
2026-03-29,18,15312.0,5.04,17.01,17945.0,25.16,11807.5,6143.87,17951.37
2026-03-29,19,15115.0,4.8,17.02,17863.0,25.44,11786.98,6071.05,17858.03
2026-03-29,20,13333.0,4.44,18.38,17753.0,25.49,11748.7,5987.88,17736.58
2026-03-29,21,13330.0,4.09,18.37,16343.0,22.32,10852.88,5478.15,16331.03
2026-03-29,22,13385.0,3.89,17.0,14399.0,17.76,9491.23,4861.45,14352.68
2026-03-29,23,13731.0,4.0,14.34,10940.0,11.19,7257.45,3632.13,10889.58
2026-03-30,0,10889.0,4.3,10.25,8165.0,6.51,5610.32,2521.0,8131.32
2026-03-30,1,11466.0,4.68,10.35,7560.0,6.04,5219.57,2324.9,7544.47
2026-03-30,2,11099.0,5.12,10.77,6661.0,5.35,4674.37,1977.05,6651.42
2026-03-30,3,11323.0,5.6,11.43,6563.0,5.4,4642.18,1909.6,6551.78
2026-03-30,4,10824.0,6.13,11.74,6025.0,5.08,4312.27,1714.17,6026.43
2026-03-30,5,7769.0,6.23,12.7,10292.0,11.28,7019.35,3407.97,10427.32
2026-03-30,6,14925.0,6.01,15.64,17664.0,25.78,11749.12,6019.92,17769.03
2026-03-30,7,15236.0,5.52,16.49,21389.0,34.41,13983.48,7417.03,21400.52
2026-03-30,8,15754.0,4.96,17.19,20589.0,32.44,13448.98,7124.33,20573.32
2026-03-30,9,15592.0,4.54,17.01,19143.0,28.59,12541.25,6559.3,19100.55
2026-03-30,10,15511.0,4.3,16.89,17278.0,23.9,11356.45,5906.73,17263.18
2026-03-30,11,15465.0,4.22,16.84,15571.0,19.76,10320.15,5204.75,15524.9
2026-03-30,12,15358.0,4.35,16.65,13206.0,15.04,8892.48,4280.23,13172.72
2026-03-30,13,14848.0,4.65,17.12,11623.0,12.39,7938.87,3675.3,11614.17
2026-03-30,14,14228.0,4.93,16.43,11830.0,12.53,7983.65,3854.0,11837.65
2026-03-30,15,14906.0,5.24,17.26,12007.0,12.82,8065.42,3949.8,12015.22
2026-03-30,16,14964.0,5.5,17.32,13918.0,16.28,9255.42,4719.27,13974.68
2026-03-30,17,15003.0,5.47,17.36,16435.0,21.44,10815.07,5638.03,16453.1
2026-03-30,18,15074.0,5.29,17.48,17505.0,24.03,11506.33,6009.8,17516.13
2026-03-30,19,14321.0,5.01,17.94,17914.0,25.63,11831.53,6090.52,17922.05
2026-03-30,20,14544.0,4.66,17.23,18132.0,26.16,11966.23,6161.47,18127.7
2026-03-30,21,14488.0,4.39,17.15,16421.0,22.36,10904.17,5468.27,16372.43
2026-03-30,22,14505.0,4.33,17.14,13830.0,17.0,9243.25,4532.9,13776.15
2026-03-30,23,14299.0,4.62,17.65,10227.0,10.54,6869.43,3318.27,10187.7
2026-03-31,0,9695.0,4.97,10.1,7418.0,5.83,5119.37,2267.65,7387.02
2026-03-31,1,9670.0,5.22,9.95,7284.0,5.7,5066.63,2208.67,7275.3
2026-03-31,2,9696.0,5.5,10.86,6926.0,5.58,4839.98,2084.05,6924.03
2026-03-31,3,9324.0,5.8,11.39,6393.0,5.13,4545.02,1840.02,6385.03
