date,hour,TP_Qin,TP_Level,TP_Inlet,TP_F_Wong,TP_F_Petka,TP_F_Thapra,TP_P_Wong,TP_P_Petka,TP_P_Thapra,TotalFlow
2026-03-01,0,10833.0,3.09,5.68,3631.0,1175.0,2701.0,6.0,6.75,6.75,7507.0
2026-03-01,1,11992.0,3.49,4.55,3579.0,1125.0,2630.0,6.0,6.75,6.75,7335.0
2026-03-01,2,12499.0,4.07,4.66,3430.0,1116.0,2558.0,6.02,6.78,6.75,7105.0
2026-03-01,3,12778.0,4.73,4.75,3411.0,1122.0,2505.0,6.05,6.8,6.76,7037.0
2026-03-01,4,12002.0,5.27,5.31,3727.0,1880.0,3732.0,7.63,8.31,8.43,9338.0
2026-03-01,5,13551.0,5.38,7.59,4145.0,2808.0,5218.0,10.61,11.19,11.51,12172.0
2026-03-01,6,12655.0,5.43,8.11,4476.0,2913.0,5437.0,12.0,12.57,12.93,12826.0
2026-03-01,7,12240.0,5.21,7.39,4919.0,3165.0,5909.0,12.7,13.25,13.72,13992.0
2026-03-01,8,12188.0,4.86,7.46,5212.0,3320.0,6185.0,13.03,13.58,14.1,14716.0
2026-03-01,9,12011.0,4.43,7.53,5354.0,3385.0,6301.0,13.21,13.75,14.29,15040.0
2026-03-01,10,11916.0,3.96,7.62,5265.0,3329.0,6208.0,12.97,13.53,14.03,14802.0
2026-03-01,11,12050.0,3.64,7.72,4611.0,2806.0,5267.0,10.99,11.62,11.93,12684.0
2026-03-01,12,12075.0,3.62,7.36,4107.0,2463.0,4635.0,9.22,9.9,10.09,11205.0
2026-03-01,13,12516.0,3.68,7.01,4217.0,2586.0,4832.0,9.29,9.95,10.18,11635.0
2026-03-01,14,14498.0,3.84,5.75,4343.0,2699.0,5059.0,9.42,10.07,10.34,12102.0
2026-03-01,15,14396.0,4.09,5.66,4392.0,2741.0,5117.0,9.54,10.19,10.46,12250.0
2026-03-01,16,13652.0,4.27,6.11,4385.0,2742.0,5121.0,9.81,10.45,10.72,12249.0
2026-03-01,17,13556.0,4.34,6.12,4851.0,3002.0,5635.0,11.47,12.06,12.45,13489.0
2026-03-01,18,13494.0,4.19,6.02,5298.0,3262.0,6145.0,12.96,13.51,14.02,14705.0
2026-03-01,19,13389.0,3.98,5.94,5228.0,3196.0,6052.0,12.93,13.48,13.97,14476.0
2026-03-01,20,13346.0,3.77,5.88,5203.0,3214.0,6109.0,12.94,13.48,13.99,14526.0
2026-03-01,21,13305.0,3.57,5.82,5181.0,3150.0,6002.0,12.52,13.07,13.55,14333.0
2026-03-01,22,13330.0,3.4,5.8,4924.0,3064.0,5801.0,11.66,12.22,12.65,13789.0
2026-03-01,23,13388.0,3.39,5.8,4271.0,2682.0,5063.0,9.65,10.25,10.54,12016.0
2026-03-02,0,10130.0,3.62,4.19,3778.0,1168.0,2751.0,6.06,6.79,6.73,7697.0
2026-03-02,1,10189.0,3.9,4.04,3741.0,1079.0,2624.0,6.0,6.73,6.66,7444.0
2026-03-02,2,12255.0,4.31,4.63,3711.0,1096.0,2588.0,6.1,6.83,6.73,7395.0
2026-03-02,3,13104.0,5.0,5.32,3755.0,1121.0,2616.0,6.29,7.02,6.93,7492.0
2026-03-02,4,10217.0,5.33,6.23,4075.0,2272.0,4383.0,8.67,9.28,9.5,10731.0
2026-03-02,5,11774.0,5.11,6.45,4702.0,2957.0,5578.0,11.37,11.93,12.31,13237.0
2026-03-02,6,13364.0,4.92,7.58,5063.0,3040.0,5803.0,12.6,13.15,13.6,13906.0
2026-03-02,7,13417.0,4.76,8.27,5525.0,3267.0,6272.0,13.08,13.61,14.16,15063.0
2026-03-02,8,12220.0,4.38,7.65,5509.0,3312.0,6353.0,13.2,13.73,14.3,15174.0
2026-03-02,9,12051.0,3.94,7.86,5416.0,3237.0,6230.0,13.09,13.64,14.18,14884.0
2026-03-02,10,11939.0,3.59,7.99,4670.0,2777.0,5365.0,10.95,11.57,11.91,12813.0
2026-03-02,11,11991.0,3.59,7.89,4069.0,2266.0,4422.0,8.95,9.63,9.81,10757.0
2026-03-02,12,13206.0,3.75,6.88,13651.0,12514.0,4598.0,8.99,9.67,9.84,30762.0
2026-03-02,13,14413.0,4.03,6.0,3996.0,2454.0,4645.0,8.94,9.62,9.8,11095.0
2026-03-02,14,14714.0,4.42,5.84,3957.0,2491.0,4684.0,8.96,9.63,9.82,11132.0
2026-03-02,15,14731.0,4.79,5.82,4126.0,2557.0,4842.0,8.98,9.65,9.87,11525.0
2026-03-02,16,13318.0,5.01,6.17,4358.0,2796.0,5257.0,9.92,10.55,10.85,12411.0
2026-03-02,17,12588.0,4.91,6.02,4916.0,3127.0,5896.0,11.84,12.42,12.86,13939.0
2026-03-02,18,12460.0,4.58,5.92,5214.0,3302.0,6211.0,13.11,13.65,14.18,14726.0
2026-03-02,19,12377.0,4.22,5.83,5199.0,3285.0,6153.0,13.06,13.61,14.12,14637.0
2026-03-02,20,12340.0,3.85,5.75,5227.0,3305.0,6198.0,13.04,13.58,14.12,14730.0
2026-03-02,21,12267.0,3.51,5.66,4959.0,3164.0,5901.0,12.3,12.86,13.34,14024.0
2026-03-02,22,12191.0,3.28,5.6,4509.0,2943.0,5458.0,11.04,11.63,12.01,12909.0
2026-03-02,23,12440.0,3.25,5.71,3849.0,2344.0,4388.0,8.67,9.32,9.53,10581.0
2026-03-03,0,10137.0,3.52,4.51,3721.0,1188.0,2728.0,5.97,6.7,6.63,7637.0
2026-03-03,1,11450.0,3.9,4.76,3563.0,1151.0,2643.0,6.0,6.73,6.66,7357.0
2026-03-03,2,11905.0,4.41,4.9,3507.0,1095.0,2533.0,6.01,6.74,6.66,7135.0
2026-03-03,3,11524.0,5.0,4.85,3482.0,1075.0,2498.0,6.0,6.73,6.66,7055.0
2026-03-03,4,9367.0,5.31,4.4,3802.0,1567.0,3272.0,6.96,7.66,7.67,8641.0
2026-03-03,5,11395.0,5.15,4.36,4403.0,2894.0,5355.0,10.52,11.09,11.44,12652.0
2026-03-03,6,13925.0,5.08,5.59,4861.0,3048.0,5686.0,12.12,12.67,13.08,13595.0
2026-03-03,7,13472.0,4.96,5.76,5200.0,3250.0,6081.0,12.87,13.41,13.9,14531.0
2026-03-03,8,12709.0,4.7,6.31,5398.0,3331.0,6249.0,13.06,13.6,14.14,14978.0
2026-03-03,9,12156.0,4.26,6.78,5462.0,3381.0,6375.0,13.28,13.82,14.37,15218.0
2026-03-03,10,12058.0,3.81,6.96,5332.0,3251.0,6166.0,12.94,13.5,14.0,14750.0
2026-03-03,11,12705.0,3.54,7.34,4569.0,2670.0,5113.0,10.75,11.39,11.68,12352.0
2026-03-03,12,13775.0,3.75,8.37,4071.0,2358.0,4529.0,9.09,9.77,9.94,10959.0
2026-03-03,13,13722.0,4.06,8.51,4116.0,2380.0,4567.0,9.07,9.75,9.92,11063.0
2026-03-03,14,13743.0,4.34,8.51,4158.0,2482.0,4719.0,9.06,9.73,9.92,11358.0
2026-03-03,15,13855.0,4.58,8.59,4272.0,2553.0,4851.0,9.06,9.72,9.94,11676.0
2026-03-03,16,13925.0,4.78,8.62,4526.0,2726.0,5188.0,9.83,10.48,10.76,12439.0
2026-03-03,17,13951.0,4.86,8.58,5116.0,3038.0,5795.0,11.69,12.28,12.7,13950.0
2026-03-03,18,14019.0,4.72,8.6,5371.0,3231.0,6144.0,13.07,13.62,14.13,14745.0
2026-03-03,19,14243.0,4.6,8.7,5343.0,3191.0,6097.0,13.05,13.61,14.1,14631.0
2026-03-03,20,13852.0,4.5,8.37,5386.0,3196.0,6108.0,13.04,13.59,14.1,14690.0
2026-03-03,21,12882.0,4.29,7.56,4985.0,2991.0,5745.0,12.12,12.69,13.13,13722.0
2026-03-03,22,12997.0,4.22,7.63,4532.0,2726.0,5226.0,10.79,11.39,11.73,12483.0
2026-03-03,23,13184.0,4.34,7.76,4025.0,2329.0,4513.0,8.81,9.45,9.67,10867.0
2026-03-04,0,9057.0,4.57,4.68,3791.0,1107.0,2684.0,5.9,6.62,6.56,7581.0
2026-03-04,1,9063.0,4.72,4.28,3678.0,1062.0,2571.0,5.9,6.63,6.55,7311.0
2026-03-04,2,9116.0,4.91,4.26,3676.0,1037.0,2556.0,6.01,6.73,6.65,7269.0
2026-03-04,3,9278.0,5.1,4.29,3749.0,1084.0,2671.0,6.31,7.04,6.96,7503.0
2026-03-04,4,9322.0,5.12,4.31,4049.0,2234.0,4437.0,8.59,9.23,9.4,10720.0
2026-03-04,5,10610.0,4.75,4.4,4690.0,2988.0,5665.0,11.52,12.07,12.48,13343.0
2026-03-04,6,12683.0,4.42,5.05,5092.0,3122.0,5973.0,12.8,13.34,13.81,14188.0
2026-03-04,7,13455.0,4.13,5.4,5453.0,3337.0,6394.0,13.23,13.75,14.34,15184.0
2026-03-04,8,14009.0,3.88,6.92,5408.0,3315.0,6360.0,13.21,13.75,14.31,15083.0
2026-03-04,9,14073.0,3.68,7.29,5351.0,3260.0,6223.0,13.12,13.68,14.2,14833.0
2026-03-04,10,14046.0,3.57,7.5,4701.0,2887.0,5494.0,11.24,11.84,12.2,13082.0
2026-03-04,11,14204.0,3.81,7.6,3991.0,2318.0,4491.0,9.05,9.73,9.91,10800.0
2026-03-04,12,14318.0,4.18,7.41,4005.0,2414.0,4632.0,9.11,9.79,9.97,11052.0
2026-03-04,13,14681.0,4.54,7.46,4104.0,2514.0,4784.0,9.16,9.83,10.04,11402.0
2026-03-04,14,14428.0,4.92,8.17,4023.0,2499.0,4714.0,9.15,9.83,10.02,11236.0
2026-03-04,15,12160.0,5.1,9.43,4122.0,2581.0,4876.0,9.24,9.9,10.14,11580.0
2026-03-04,16,13046.0,5.12,7.86,4424.0,2750.0,5204.0,10.07,10.71,11.0,12378.0
2026-03-04,17,12136.0,5.03,8.06,4876.0,3031.0,5720.0,11.84,12.43,12.84,13626.0
2026-03-04,18,12508.0,4.67,7.52,5288.0,3360.0,6320.0,13.65,14.19,14.73,14968.0
2026-03-04,19,12481.0,4.31,7.35,5191.0,3313.0,6230.0,13.56,14.09,14.62,14733.0
2026-03-04,20,12331.0,3.92,7.2,5361.0,3367.0,6345.0,13.7,14.23,14.8,15074.0
2026-03-04,21,12240.0,3.53,7.1,4999.0,3200.0,6003.0,12.9,13.46,13.94,14202.0
2026-03-04,22,11658.0,3.29,7.01,4436.0,2889.0,5399.0,11.2,11.79,12.15,12723.0
2026-03-04,23,382.0,3.16,9.16,3570.0,1557.0,2488.0,6.31,7.2,7.11,7615.0
2026-03-05,0,1187.0,3.26,6.56,2809.0,1102.0,1744.0,4.19,5.03,4.9,5655.0
2026-03-05,1,3742.0,3.6,11.01,3562.0,1490.0,2344.0,6.08,7.01,6.91,7395.0
2026-03-05,2,3762.0,4.12,10.35,3509.0,1368.0,2160.0,5.71,6.61,6.49,7037.0
2026-03-05,3,2989.0,4.57,7.5,3193.0,1244.0,1966.0,5.1,5.98,5.86,6404.0
2026-03-05,4,2554.0,4.94,6.17,2803.0,1043.0,1659.0,4.17,5.01,4.88,5504.0
2026-03-05,5,6409.0,5.13,8.67,4279.0,2460.0,4323.0,9.02,9.75,9.93,11061.0
2026-03-05,6,13813.0,4.94,7.35,5261.0,3237.0,6138.0,13.39,13.92,14.43,14636.0
2026-03-05,7,12914.0,4.64,6.79,5692.0,3489.0,6625.0,14.0,14.5,15.14,15805.0
2026-03-05,8,12620.0,4.15,6.93,5750.0,3497.0,6662.0,14.1,14.62,15.27,15909.0
2026-03-05,9,12402.0,3.67,7.11,5488.0,3383.0,6455.0,13.8,14.34,14.91,15326.0
2026-03-05,10,12569.0,3.31,7.03,4787.0,2867.0,5467.0,11.25,11.86,12.21,13122.0
2026-03-05,11,13345.0,3.44,6.41,4074.0,2295.0,4431.0,8.99,9.67,9.84,10799.0
2026-03-05,12,13478.0,3.7,6.12,4159.0,2396.0,4607.0,9.02,9.7,9.89,11163.0
2026-03-05,13,13620.0,3.94,6.03,4243.0,2487.0,4776.0,9.16,9.83,10.04,11506.0
2026-03-05,14,13840.0,4.19,6.17,4190.0,2497.0,4756.0,9.15,9.82,10.04,11442.0
2026-03-05,15,13249.0,4.43,6.04,4222.0,2546.0,4856.0,9.16,9.81,10.05,11625.0
2026-03-05,16,14101.0,4.58,6.41,4540.0,2711.0,5219.0,9.92,10.54,10.85,12470.0
2026-03-05,17,14097.0,4.66,6.37,5146.0,3058.0,5856.0,11.97,12.55,12.99,14060.0
2026-03-05,18,13944.0,4.48,6.26,5604.0,3352.0,6435.0,13.75,14.28,14.84,15392.0
2026-03-05,19,13722.0,4.24,6.2,5477.0,3282.0,6324.0,13.7,14.23,14.79,15083.0
2026-03-05,20,13660.0,4.01,6.1,5502.0,3312.0,6365.0,13.67,14.2,14.78,15179.0
2026-03-05,21,13418.0,3.75,5.97,5373.0,3227.0,6214.0,13.16,13.7,14.24,14815.0
2026-03-05,22,14211.0,3.66,6.33,4707.0,2852.0,5481.0,11.33,11.92,12.3,13040.0
2026-03-05,23,13596.0,3.79,6.94,4165.0,2515.0,4837.0,9.1,9.72,9.98,11516.0
2026-03-06,0,9542.0,4.02,4.96,3706.0,1226.0,2857.0,6.11,6.83,6.78,7789.0
2026-03-06,1,9756.0,4.25,5.11,3610.0,1042.0,2589.0,5.87,6.59,6.52,7241.0
2026-03-06,2,9953.0,4.55,5.18,3477.0,1008.0,2509.0,5.87,6.59,6.52,6993.0
2026-03-06,3,10210.0,4.89,5.28,3551.0,1030.0,2542.0,6.05,6.78,6.71,7122.0
2026-03-06,4,11219.0,5.13,4.28,4009.0,2160.0,4324.0,8.47,9.08,9.33,10493.0
2026-03-06,5,11905.0,4.98,4.41,4714.0,3063.0,5782.0,11.9,12.45,12.87,13560.0
2026-03-06,6,13940.0,4.74,5.46,5188.0,3229.0,6153.0,13.52,14.04,14.58,14571.0
2026-03-06,7,13802.0,4.5,6.04,5634.0,3484.0,6643.0,14.07,14.57,15.21,15761.0
2026-03-06,8,13836.0,4.14,5.84,5743.0,3554.0,6756.0,14.21,14.72,15.38,16053.0
2026-03-06,9,13497.0,3.78,5.9,5561.0,3448.0,6552.0,13.98,14.51,15.11,15561.0
2026-03-06,10,13548.0,3.53,6.1,4749.0,2938.0,5561.0,11.43,12.04,12.42,13248.0
2026-03-06,11,13187.0,3.69,5.92,3980.0,2349.0,4487.0,8.98,9.66,9.83,10816.0
2026-03-06,12,12636.0,3.86,6.04,4093.0,2469.0,4687.0,9.1,9.77,9.97,11248.0
2026-03-06,13,12672.0,3.99,5.97,4022.0,2504.0,4730.0,9.09,9.74,9.96,11256.0
2026-03-06,14,13159.0,4.14,5.78,4020.0,2494.0,4715.0,9.05,9.72,9.92,11229.0
2026-03-06,15,13800.0,4.33,5.51,4136.0,2626.0,4946.0,9.16,9.82,10.07,11709.0
2026-03-06,16,14034.0,4.5,5.44,4454.0,2847.0,5353.0,10.16,10.78,11.1,12654.0
2026-03-06,17,13999.0,4.52,5.4,4985.0,3182.0,5990.0,12.13,12.69,13.15,14158.0
2026-03-06,18,13932.0,4.33,5.33,5365.0,3401.0,6387.0,13.69,14.23,14.78,15153.0
2026-03-06,19,13816.0,4.1,5.27,5324.0,3374.0,6333.0,13.73,14.26,14.82,15032.0
2026-03-06,20,12671.0,3.8,5.79,5288.0,3360.0,6278.0,13.51,14.05,14.6,14925.0
2026-03-06,21,12593.0,3.46,5.76,5106.0,3248.0,6045.0,12.85,13.4,13.89,14399.0
2026-03-06,22,12614.0,3.27,5.74,4392.0,2740.0,5119.0,10.99,11.6,11.91,12251.0
2026-03-06,23,12675.0,3.43,5.76,3588.0,2165.0,4060.0,8.62,9.29,9.43,9813.0
2026-03-07,0,9050.0,3.71,4.06,3445.0,1182.0,2623.0,5.92,6.67,6.66,7250.0
2026-03-07,1,10645.0,3.99,4.39,3449.0,1103.0,2531.0,6.05,6.8,6.78,7083.0
2026-03-07,2,10898.0,4.4,4.45,3469.0,1132.0,2558.0,6.33,7.07,7.06,7159.0
2026-03-07,3,11312.0,4.86,4.42,3357.0,1091.0,2413.0,6.11,6.85,6.83,6862.0
2026-03-07,4,10233.0,5.3,4.87,3666.0,1656.0,3328.0,7.18,7.89,7.92,8650.0
2026-03-07,5,12497.0,5.23,4.72,4432.0,2928.0,5420.0,10.84,11.42,11.76,12780.0
2026-03-07,6,13951.0,5.2,8.22,4884.0,3065.0,5935.0,12.71,13.27,13.68,13884.0
2026-03-07,7,13664.0,5.04,8.37,5400.0,3350.0,6498.0,13.44,13.98,14.51,15247.0
2026-03-07,8,13267.0,4.71,8.11,5580.0,3460.0,6728.0,13.75,14.29,14.87,15768.0
2026-03-07,9,13542.0,4.33,7.87,5575.0,3438.0,6710.0,13.8,14.35,14.92,15722.0
2026-03-07,10,13593.0,4.0,7.89,5412.0,3300.0,6449.0,13.16,13.73,14.23,15160.0
2026-03-07,11,14112.0,3.91,8.16,4653.0,2721.0,5389.0,10.86,11.51,11.8,12764.0
2026-03-07,12,14172.0,4.16,8.06,4129.0,2376.0,4695.0,9.1,9.78,9.95,11201.0
2026-03-07,13,14230.0,4.5,8.06,4142.0,2409.0,4764.0,9.08,9.75,9.93,11315.0
2026-03-07,14,14064.0,4.78,8.14,4229.0,2560.0,5027.0,9.18,9.82,10.04,11815.0
2026-03-07,15,13614.0,4.97,8.65,4277.0,2593.0,5135.0,9.27,9.91,10.16,12006.0
2026-03-07,16,13726.0,5.12,9.24,4457.0,2664.0,5280.0,9.86,10.49,10.76,12400.0
2026-03-07,17,13735.0,5.14,9.23,5094.0,3033.0,6018.0,11.98,12.56,12.99,14145.0
2026-03-07,18,13791.0,4.95,9.23,5455.0,3239.0,6407.0,13.44,13.99,14.5,15102.0
2026-03-07,19,14114.0,4.76,9.45,5388.0,3162.0,6272.0,13.35,13.91,14.4,14822.0
2026-03-07,20,14083.0,4.63,9.43,5291.0,3132.0,6210.0,13.24,13.8,14.27,14633.0
2026-03-07,21,13503.0,4.51,8.86,5133.0,3021.0,6001.0,12.57,13.15,13.59,14156.0
2026-03-07,22,12568.0,4.39,8.07,4565.0,2700.0,5371.0,10.93,11.54,11.86,12636.0
2026-03-07,23,12960.0,4.47,8.41,3940.0,2314.0,4626.0,8.94,9.59,9.79,10880.0
2026-03-08,0,9278.0,4.71,5.64,3733.0,1126.0,2806.0,5.98,6.71,6.65,7665.0
2026-03-08,1,8796.0,4.85,5.34,3660.0,1029.0,2658.0,5.88,6.61,6.53,7348.0
2026-03-08,2,9162.0,5.03,5.54,3606.0,982.0,2580.0,5.85,6.58,6.5,7169.0
2026-03-08,3,9417.0,5.27,5.77,3553.0,953.0,2538.0,5.83,6.57,6.49,7044.0
2026-03-08,4,8976.0,5.41,5.6,3912.0,1770.0,3856.0,7.61,8.29,8.34,9538.0
2026-03-08,5,10788.0,5.11,5.16,4499.0,2796.0,5552.0,10.98,11.56,11.9,12848.0
2026-03-08,6,14105.0,4.97,6.69,4772.0,2906.0,5787.0,12.55,13.12,13.52,13465.0
2026-03-08,7,14143.0,4.93,6.75,5300.0,3167.0,6313.0,13.35,13.9,14.4,14780.0
2026-03-08,8,13402.0,4.68,7.06,5600.0,3347.0,6690.0,13.72,14.26,14.84,15637.0
2026-03-08,9,12986.0,4.24,7.15,5753.0,3412.0,6815.0,13.9,14.44,15.04,15980.0
2026-03-08,10,12324.0,3.73,6.87,5681.0,3296.0,6606.0,13.42,13.99,14.53,15583.0
2026-03-08,11,12140.0,3.39,6.68,4796.0,2699.0,5464.0,11.03,11.68,12.0,12959.0
2026-03-08,12,12212.0,3.36,6.47,4227.0,2362.0,4754.0,9.19,9.87,10.06,11342.0
2026-03-08,13,12347.0,3.42,6.32,4201.0,2432.0,4853.0,9.21,9.88,10.08,11485.0
2026-03-08,14,12576.0,3.49,6.17,4150.0,2488.0,4890.0,9.2,9.86,10.06,11527.0
2026-03-08,15,12606.0,3.53,6.2,4353.0,2690.0,5288.0,9.4,10.04,10.32,12331.0
2026-03-08,16,12614.0,3.49,6.21,4460.0,2765.0,5422.0,10.03,10.67,10.97,12647.0
2026-03-08,17,12635.0,3.36,6.19,4989.0,3102.0,6089.0,12.08,12.66,13.09,14180.0
2026-03-08,18,12611.0,2.99,6.12,5440.0,3338.0,6565.0,13.64,14.18,14.73,15343.0
2026-03-08,19,12619.0,2.57,6.05,5382.0,3306.0,6506.0,13.63,14.17,14.71,15194.0
2026-03-08,20,12570.0,2.17,5.98,5290.0,3311.0,6496.0,13.59,14.13,14.67,15097.0
2026-03-08,21,12598.0,1.82,5.92,4923.0,3123.0,6125.0,12.75,13.32,13.79,14171.0
2026-03-08,22,4259.0,1.9,9.61,3448.0,1775.0,3072.0,7.22,8.08,8.04,8295.0
2026-03-08,23,1179.0,2.11,12.38,3756.0,2332.0,3805.0,7.65,8.61,8.58,9893.0
2026-03-09,0,3032.0,2.43,8.65,3434.0,1476.0,2412.0,5.65,6.56,6.45,7322.0
2026-03-09,1,3075.0,2.84,8.01,3366.0,1308.0,2146.0,5.37,6.28,6.16,6820.0
2026-03-09,2,4078.0,3.3,8.39,3472.0,1335.0,2184.0,5.67,6.59,6.47,6991.0
2026-03-09,3,6157.0,4.0,9.57,3600.0,1579.0,2600.0,6.4,7.33,7.24,7779.0
2026-03-09,4,7502.0,4.82,9.56,3682.0,1694.0,2887.0,6.74,7.61,7.55,8263.0
2026-03-09,5,13333.0,5.08,6.5,4712.0,3006.0,5887.0,11.68,12.24,12.64,13605.0
2026-03-09,6,14454.0,5.02,6.86,5200.0,3159.0,6234.0,13.28,13.82,14.3,14593.0
2026-03-09,7,13424.0,4.79,6.35,5630.0,3423.0,6776.0,13.86,14.38,14.98,15828.0
2026-03-09,8,13126.0,4.38,6.45,5786.0,3460.0,6844.0,13.91,14.44,15.06,16089.0
2026-03-09,9,13083.0,3.94,6.43,5682.0,3337.0,6632.0,13.78,14.34,14.9,15652.0
2026-03-09,10,13634.0,3.69,5.98,4858.0,2859.0,5685.0,11.3,11.92,12.28,13403.0
2026-03-09,11,13564.0,3.87,6.01,4108.0,2280.0,4575.0,8.97,9.67,9.84,10962.0
2026-03-09,12,13579.0,4.16,5.83,4122.0,2328.0,4670.0,8.97,9.66,9.84,11119.0
2026-03-09,13,13594.0,4.41,5.81,4213.0,2440.0,4885.0,9.12,9.81,10.02,11538.0
2026-03-09,14,13061.0,4.61,6.04,4196.0,2442.0,4881.0,9.14,9.83,10.03,11519.0
2026-03-09,15,12867.0,4.73,5.94,4272.0,2525.0,5032.0,9.15,9.82,10.06,11828.0
2026-03-09,16,12879.0,4.76,5.94,4590.0,2725.0,5435.0,10.0,10.64,10.94,12750.0
2026-03-09,17,13238.0,4.67,6.06,5171.0,3060.0,6154.0,12.11,12.69,13.14,14385.0
2026-03-09,18,13165.0,4.36,5.98,5591.0,3286.0,6597.0,13.73,14.28,14.83,15474.0
2026-03-09,19,12547.0,3.99,6.31,5531.0,3242.0,6494.0,13.59,14.14,14.68,15267.0
2026-03-09,20,12259.0,3.54,6.35,5591.0,3292.0,6600.0,13.76,14.3,14.86,15483.0
2026-03-09,21,12980.0,3.13,6.76,5183.0,3107.0,6214.0,12.82,13.38,13.88,14504.0
2026-03-09,22,13877.0,3.05,7.27,4594.0,2797.0,5581.0,10.92,11.52,11.88,12972.0
2026-03-09,23,14009.0,3.23,7.34,3961.0,2246.0,4580.0,8.52,9.18,9.38,10787.0
2026-03-10,0,9508.0,3.58,4.69,3594.0,1078.0,2693.0,5.86,6.62,6.61,7365.0
2026-03-10,1,9443.0,3.79,4.44,3539.0,1047.0,2648.0,5.97,6.73,6.71,7235.0
2026-03-10,2,9554.0,4.02,4.27,3584.0,1024.0,2620.0,6.15,6.92,6.9,7227.0
2026-03-10,3,11795.0,4.39,4.87,3629.0,1054.0,2663.0,6.28,7.04,7.02,7346.0
2026-03-10,4,12864.0,4.84,4.87,3905.0,2135.0,4367.0,8.46,9.13,9.31,10407.0
2026-03-10,5,13254.0,4.87,4.93,4679.0,3005.0,5899.0,11.95,12.51,12.93,13583.0
2026-03-10,6,14600.0,4.79,6.93,5179.0,3200.0,6311.0,13.68,14.23,14.73,14690.0
2026-03-10,7,14059.0,4.58,7.25,5602.0,3470.0,6818.0,14.26,14.78,15.4,15890.0
2026-03-10,8,13844.0,4.24,7.23,5621.0,3481.0,6836.0,14.23,14.76,15.38,15937.0
2026-03-10,9,13676.0,3.91,7.33,5485.0,3379.0,6637.0,14.01,14.56,15.12,15501.0
2026-03-10,10,13561.0,3.69,7.42,4723.0,2910.0,5709.0,11.57,12.18,12.54,13341.0
2026-03-10,11,13623.0,3.87,7.44,3889.0,2303.0,4569.0,8.99,9.68,9.83,10761.0
2026-03-10,12,14233.0,4.19,7.14,3972.0,2373.0,4699.0,8.98,9.66,9.83,11044.0
2026-03-10,13,14364.0,4.53,7.19,3944.0,2422.0,4771.0,8.99,9.67,9.85,11138.0
2026-03-10,14,14366.0,4.89,7.41,3954.0,2454.0,4819.0,8.97,9.65,9.83,11227.0
2026-03-10,15,13134.0,5.13,7.46,4052.0,2590.0,5052.0,9.14,9.8,10.02,11695.0
2026-03-10,16,12974.0,5.19,7.33,4290.0,2703.0,5291.0,9.83,10.47,10.75,12284.0
2026-03-10,17,13024.0,5.14,7.32,4820.0,3057.0,5956.0,11.87,12.46,12.87,13833.0
2026-03-10,18,14188.0,4.87,7.64,5389.0,3368.0,6557.0,13.92,14.47,15.0,15313.0
2026-03-10,19,15773.0,4.8,8.2,5425.0,3367.0,6549.0,13.91,14.46,15.0,15341.0
2026-03-10,20,15318.0,4.76,8.39,5473.0,3390.0,6591.0,13.93,14.47,15.03,15454.0
2026-03-10,21,13472.0,4.63,9.3,5062.0,3182.0,6168.0,12.85,13.41,13.88,14412.0
2026-03-10,22,3555.0,4.44,7.88,3576.0,1355.0,2510.0,6.62,7.41,7.38,7440.0
2026-03-10,23,802.0,4.55,8.29,3375.0,959.0,1576.0,5.9,6.77,6.63,5910.0
2026-03-11,0,736.0,4.68,7.44,3199.0,1230.0,2013.0,4.91,5.77,5.64,6442.0
2026-03-11,1,772.0,4.81,7.87,3312.0,1267.0,2071.0,5.29,6.16,6.04,6650.0
2026-03-11,2,5520.0,4.91,8.0,3255.0,1033.0,2256.0,5.54,6.32,6.22,6543.0
2026-03-11,3,8607.0,5.08,7.21,3539.0,1003.0,2550.0,6.07,6.81,6.73,7092.0
2026-03-11,4,8611.0,5.05,4.75,3968.0,1926.0,4069.0,7.98,8.65,8.75,9963.0
2026-03-11,5,13088.0,4.83,4.89,4805.0,3022.0,5933.0,11.77,12.35,12.76,13760.0
2026-03-11,6,14889.0,4.77,7.26,5260.0,3182.0,6295.0,13.53,14.09,14.58,14737.0
2026-03-11,7,14305.0,4.59,7.23,5759.0,3459.0,6847.0,14.12,14.64,15.25,16065.0
2026-03-11,8,14493.0,4.3,7.3,5800.0,3481.0,6895.0,14.28,14.8,15.42,16176.0
2026-03-11,9,14391.0,4.05,7.53,5616.0,3343.0,6624.0,13.94,14.49,15.04,15582.0
2026-03-11,10,14690.0,3.93,7.93,4894.0,2883.0,5745.0,11.6,12.22,12.59,13522.0
2026-03-11,11,13758.0,4.21,8.67,4065.0,2249.0,4525.0,8.96,9.66,9.81,10839.0
2026-03-11,12,12992.0,4.47,8.37,4170.0,2329.0,4677.0,8.93,9.63,9.8,11176.0
2026-03-11,13,13137.0,4.66,8.37,4186.0,2405.0,4823.0,9.07,9.74,9.93,11414.0
2026-03-11,14,13185.0,4.86,8.9,4155.0,2419.0,4837.0,9.07,9.73,9.93,11411.0
2026-03-11,15,13060.0,5.01,9.91,4161.0,2459.0,4913.0,9.08,9.73,9.94,11533.0
2026-03-11,16,12813.0,5.14,9.62,4327.0,2537.0,5104.0,9.54,10.18,10.43,11967.0
