date,hour,RB_Qin,RB_Level,RB_Inlet,RB_F_Ram2,RB_F_Yairom,RB_P_Ram2,RB_P_Yairom,TotalFlow
2026-03-01,0,14898.0,4.12,4.21,6254.0,4620.0,11.42,8.1,10874.0
2026-03-01,1,12769.0,4.42,4.0,5875.0,4326.0,11.05,7.82,10201.0
2026-03-01,2,12797.0,4.72,4.27,5331.0,4354.0,10.43,8.12,9685.0
2026-03-01,3,12489.0,5.05,4.51,4706.0,5072.0,9.74,9.89,9778.0
2026-03-01,4,12873.0,5.22,4.81,4314.0,7930.0,10.39,18.85,12245.0
2026-03-01,5,17131.0,5.32,6.14,4605.0,10300.0,11.85,28.27,14905.0
2026-03-01,6,17939.0,5.5,6.58,7083.0,11183.0,15.49,32.03,18267.0
2026-03-01,7,17297.0,5.17,5.98,10152.0,11494.0,20.47,32.2,21646.0
2026-03-01,8,17687.0,4.59,5.58,11367.0,11626.0,22.68,32.2,22992.0
2026-03-01,9,18089.0,3.98,5.13,11235.0,11675.0,22.36,32.2,22911.0
2026-03-01,10,18542.0,3.5,4.8,10072.0,11556.0,19.3,31.3,21628.0
2026-03-01,11,18940.0,3.28,4.73,8535.0,10988.0,15.73,28.54,19523.0
2026-03-01,12,18848.0,3.27,4.71,7734.0,10525.0,14.09,26.71,18259.0
2026-03-01,13,18570.0,3.39,4.7,6544.0,10242.0,11.76,25.53,16786.0
2026-03-01,14,17407.0,3.54,4.63,6222.0,10187.0,11.39,25.52,16409.0
2026-03-01,15,17119.0,3.63,4.58,6153.0,10149.0,11.38,25.53,16302.0
2026-03-01,16,17519.0,3.67,4.74,7390.0,10678.0,14.08,28.06,18069.0
2026-03-01,17,17911.0,3.44,4.62,9266.0,11374.0,18.75,31.93,20640.0
2026-03-01,18,18246.0,3.1,4.32,9544.0,11482.0,19.45,32.36,21025.0
2026-03-01,19,18378.0,2.81,4.14,9094.0,11448.0,18.35,32.41,20542.0
2026-03-01,20,18509.0,2.57,3.94,8633.0,11508.0,17.22,32.4,20140.0
2026-03-01,21,18506.0,2.45,3.8,7402.0,11150.0,14.69,30.75,18552.0
2026-03-01,22,18373.0,2.58,3.85,5744.0,9706.0,11.16,23.9,15450.0
2026-03-01,23,17977.0,3.06,4.19,4731.0,7717.0,9.36,16.56,12448.0
2026-03-02,0,11796.0,3.5,3.11,5448.0,4738.0,10.11,8.6,10186.0
2026-03-02,1,11158.0,3.61,3.09,5463.0,4092.0,10.42,7.6,9555.0
2026-03-02,2,13328.0,3.9,3.64,4862.0,4147.0,9.51,7.72,9009.0
2026-03-02,3,14338.0,4.44,4.29,4401.0,5224.0,9.48,10.45,9625.0
2026-03-02,4,14426.0,4.87,4.8,4266.0,7797.0,10.28,18.43,12063.0
2026-03-02,5,15103.0,4.92,5.02,5183.0,10616.0,12.46,29.16,15799.0
2026-03-02,6,17694.0,4.69,5.65,9151.0,11420.0,18.36,32.08,20571.0
2026-03-02,7,19531.0,4.31,5.88,11737.0,11692.0,23.37,32.41,23429.0
2026-03-02,8,18958.0,3.83,5.26,11140.0,11556.0,22.15,32.41,22696.0
2026-03-02,9,19136.0,3.46,5.0,9839.0,11592.0,19.1,32.41,21431.0
2026-03-02,10,19127.0,3.3,4.82,7777.0,11385.0,14.28,30.86,19162.0
2026-03-02,11,18898.0,3.41,4.91,6206.0,10999.0,11.18,28.33,17205.0
2026-03-02,12,18175.0,3.58,4.81,6356.0,10189.0,11.43,25.29,16545.0
2026-03-02,13,17451.0,3.76,4.8,6337.0,9677.0,11.36,23.01,16013.0
2026-03-02,14,17108.0,3.91,4.88,6072.0,9608.0,11.01,23.03,15680.0
2026-03-02,15,16950.0,4.06,4.92,6036.0,9612.0,10.94,23.04,15648.0
2026-03-02,16,16874.0,4.11,4.95,7515.0,10216.0,13.75,26.12,17731.0
2026-03-02,17,16855.0,3.82,4.57,9077.0,11188.0,17.55,31.06,20266.0
2026-03-02,18,17251.0,3.39,4.28,9504.0,11511.0,18.56,32.39,21014.0
2026-03-02,19,17518.0,2.98,4.03,9125.0,11487.0,17.78,32.42,20612.0
2026-03-02,20,17748.0,2.65,3.72,8862.0,11512.0,17.1,32.34,20374.0
2026-03-02,21,17755.0,2.41,3.61,7797.0,11169.0,14.94,30.49,18966.0
2026-03-02,22,17655.0,2.4,3.49,6445.0,9679.0,12.1,23.65,16124.0
2026-03-02,23,17558.0,2.72,3.78,5281.0,7769.0,10.08,16.64,13050.0
2026-03-03,0,13322.0,3.13,2.98,6118.0,4512.0,11.35,8.09,10631.0
2026-03-03,1,14242.0,3.51,3.37,5763.0,4121.0,10.88,7.56,9884.0
2026-03-03,2,14024.0,4.0,3.78,5174.0,4211.0,10.14,7.9,9385.0
2026-03-03,3,13083.0,4.46,4.08,4615.0,5159.0,9.67,10.21,9774.0
2026-03-03,4,10965.0,4.56,3.89,4203.0,7817.0,10.0,18.15,12020.0
2026-03-03,5,12108.0,4.26,3.8,5078.0,10314.0,12.28,27.97,15393.0
2026-03-03,6,16545.0,3.93,4.61,8098.0,11254.0,16.85,32.06,19352.0
2026-03-03,7,17829.0,3.49,4.57,10973.0,11544.0,21.9,32.37,22518.0
2026-03-03,8,18475.0,2.95,4.22,11151.0,11654.0,22.36,32.63,22806.0
2026-03-03,9,18821.0,2.48,3.92,10389.0,11746.0,20.34,32.69,22135.0
2026-03-03,10,18962.0,2.17,3.74,9177.0,11403.0,17.39,30.93,20580.0
2026-03-03,11,19411.0,2.08,3.82,7887.0,10919.0,14.67,28.39,18806.0
2026-03-03,12,20730.0,2.3,4.37,6975.0,10408.0,12.69,26.37,17383.0
2026-03-03,13,20584.0,2.72,4.71,6233.0,10296.0,11.29,25.53,16529.0
2026-03-03,14,20199.0,3.16,4.98,6053.0,10246.0,11.08,25.53,16299.0
2026-03-03,15,19886.0,3.58,5.29,6050.0,10249.0,11.13,25.55,16299.0
2026-03-03,16,19738.0,3.86,5.49,7914.0,10712.0,14.94,28.51,18626.0
2026-03-03,17,19853.0,3.81,5.4,9787.0,11382.0,19.32,31.9,21168.0
2026-03-03,18,20191.0,3.6,5.39,10231.0,11529.0,20.46,32.59,21761.0
2026-03-03,19,20624.0,3.46,5.41,9832.0,11513.0,19.64,32.6,21345.0
2026-03-03,20,20585.0,3.41,5.38,9074.0,11598.0,17.66,32.55,20672.0
2026-03-03,21,19834.0,3.42,5.21,7637.0,11255.0,14.72,30.59,18892.0
2026-03-03,22,19674.0,3.65,5.36,6296.0,9645.0,11.94,23.61,15941.0
2026-03-03,23,19137.0,4.25,5.82,4678.0,7697.0,9.31,16.5,12375.0
2026-03-04,0,11215.0,4.73,4.06,5876.0,4428.0,10.92,7.89,10304.0
2026-03-04,1,10025.0,4.72,3.86,5340.0,4315.0,10.26,7.92,9655.0
2026-03-04,2,10042.0,4.77,3.93,4971.0,4294.0,9.89,8.05,9265.0
2026-03-04,3,10186.0,4.86,4.02,4269.0,5201.0,9.11,10.22,9470.0
2026-03-04,4,10406.0,4.8,4.0,4102.0,8012.0,9.94,18.81,12114.0
2026-03-04,5,11970.0,4.46,4.0,5363.0,10485.0,12.5,28.37,15848.0
2026-03-04,6,15665.0,3.94,4.4,9393.0,11478.0,19.03,32.4,20871.0
2026-03-04,7,17298.0,3.24,4.18,11853.0,11776.0,23.88,32.67,23628.0
2026-03-04,8,19570.0,2.7,4.32,10872.0,11668.0,21.67,32.63,22540.0
2026-03-04,9,19950.0,2.45,4.16,9234.0,11661.0,17.71,32.51,20896.0
2026-03-04,10,19769.0,2.44,4.18,7161.0,11293.0,13.23,30.57,18454.0
2026-03-04,11,19617.0,2.66,4.38,6185.0,10894.0,11.25,28.16,17079.0
2026-03-04,12,19325.0,2.96,4.53,6082.0,10059.0,11.1,24.88,16141.0
2026-03-04,13,19288.0,3.34,4.89,6009.0,9585.0,10.98,23.02,15595.0
2026-03-04,14,19601.0,3.76,5.37,5721.0,9601.0,10.69,23.02,15323.0
2026-03-04,15,20031.0,4.32,6.12,5647.0,9596.0,10.45,23.03,15243.0
2026-03-04,16,18411.0,4.64,5.89,7225.0,10165.0,13.4,26.05,17390.0
2026-03-04,17,18491.0,4.58,5.89,8919.0,11012.0,17.2,30.44,19931.0
2026-03-04,18,18408.0,4.32,5.58,9525.0,11474.0,18.58,32.28,20999.0
2026-03-04,19,18610.0,4.03,5.32,9378.0,11477.0,18.31,32.3,20856.0
2026-03-04,20,18785.0,3.77,5.17,9323.0,11513.0,18.13,32.32,20836.0
2026-03-04,21,18809.0,3.61,4.98,7895.0,11141.0,15.31,30.54,19036.0
2026-03-04,22,18202.0,3.72,4.93,5779.0,9859.0,11.04,24.15,15638.0
2026-03-04,23,19146.0,4.2,5.61,5092.0,7914.0,10.07,17.39,13006.0
2026-03-05,0,12811.0,4.72,5.37,5755.0,4395.0,10.84,7.81,10150.0
2026-03-05,1,10869.0,4.91,10.85,5520.0,4103.0,10.74,7.54,9623.0
2026-03-05,2,10377.0,5.09,10.39,5165.0,4233.0,10.41,8.13,9398.0
2026-03-05,3,10133.0,5.16,7.53,4573.0,5118.0,9.91,10.25,9691.0
2026-03-05,4,11543.0,5.16,5.64,4313.0,7748.0,10.32,18.11,12061.0
2026-03-05,5,17818.0,5.23,6.22,5652.0,10433.0,13.09,28.29,16085.0
2026-03-05,6,18224.0,5.14,6.29,9520.0,11443.0,19.27,32.06,20963.0
2026-03-05,7,17764.0,4.6,5.65,11552.0,11680.0,22.99,32.49,23232.0
2026-03-05,8,18212.0,3.99,5.15,11008.0,11579.0,21.93,32.5,22587.0
2026-03-05,9,18502.0,3.54,4.84,9621.0,11517.0,19.04,32.45,21138.0
2026-03-05,10,18374.0,3.35,4.64,7080.0,11330.0,13.22,30.79,18410.0
2026-03-05,11,17765.0,3.39,4.49,5922.0,10896.0,11.14,28.31,16818.0
2026-03-05,12,17557.0,3.5,4.55,5915.0,10050.0,10.96,24.78,15965.0
2026-03-05,13,17388.0,3.67,4.69,6059.0,9604.0,11.22,23.02,15663.0
2026-03-05,14,17494.0,3.87,4.88,5758.0,9573.0,10.91,23.03,15331.0
2026-03-05,15,16802.0,4.08,4.86,5739.0,9588.0,10.75,23.02,15327.0
2026-03-05,16,17668.0,4.17,5.26,7206.0,10203.0,13.44,26.13,17409.0
2026-03-05,17,17950.0,4.01,5.17,8954.0,11078.0,17.55,30.68,20032.0
2026-03-05,18,18332.0,3.71,4.99,9331.0,11410.0,18.6,32.25,20741.0
2026-03-05,19,18598.0,3.43,4.74,8990.0,11512.0,17.67,32.51,20502.0
2026-03-05,20,18841.0,3.17,4.6,9210.0,11518.0,17.83,32.52,20729.0
2026-03-05,21,18659.0,3.0,4.4,7826.0,11198.0,15.11,30.58,19025.0
2026-03-05,22,18812.0,3.1,4.47,6181.0,9711.0,11.86,23.78,15891.0
2026-03-05,23,18705.0,3.59,4.95,4854.0,7734.0,9.54,16.43,12588.0
2026-03-06,0,13187.0,4.1,3.81,5967.0,4338.0,11.11,7.57,10304.0
2026-03-06,1,13204.0,4.4,4.07,5486.0,4268.0,10.57,7.78,9755.0
2026-03-06,2,12935.0,4.77,4.39,5154.0,4285.0,10.19,8.01,9438.0
2026-03-06,3,12676.0,5.11,4.65,4551.0,5220.0,9.68,10.33,9771.0
2026-03-06,4,11004.0,5.21,4.48,4287.0,7950.0,10.3,18.71,12237.0
2026-03-06,5,12261.0,4.92,4.48,5388.0,10547.0,12.63,28.71,15934.0
2026-03-06,6,16348.0,4.4,5.03,9256.0,11437.0,18.71,32.28,20693.0
2026-03-06,7,18206.0,3.81,4.92,11642.0,11638.0,23.2,32.41,23280.0
2026-03-06,8,18397.0,3.25,4.46,10849.0,11605.0,21.4,32.4,22454.0
2026-03-06,9,18336.0,2.82,4.08,9147.0,11641.0,17.35,32.41,20789.0
2026-03-06,10,18476.0,2.63,3.98,7102.0,11424.0,13.16,31.13,18526.0
2026-03-06,11,17800.0,2.67,3.85,5844.0,10967.0,10.87,28.55,16811.0
2026-03-06,12,17916.0,2.8,3.97,5743.0,10167.0,10.54,25.01,15910.0
2026-03-06,13,17818.0,3.02,4.13,6049.0,9646.0,10.97,23.03,15695.0
2026-03-06,14,17464.0,3.23,4.28,5893.0,9595.0,10.91,23.02,15488.0
2026-03-06,15,17011.0,3.41,4.33,5833.0,9628.0,10.73,23.01,15461.0
2026-03-06,16,17047.0,3.47,4.35,7352.0,10197.0,13.46,25.78,17550.0
2026-03-06,17,17386.0,3.21,4.15,9131.0,11167.0,17.73,30.96,20298.0
2026-03-06,18,17667.0,2.8,3.9,9512.0,11468.0,18.66,32.51,20980.0
2026-03-06,19,17880.0,2.43,3.62,9020.0,11528.0,17.52,32.51,20548.0
2026-03-06,20,18662.0,2.15,3.59,8707.0,11476.0,16.79,32.25,20182.0
2026-03-06,21,18626.0,2.02,3.51,7378.0,11218.0,14.31,30.79,18596.0
2026-03-06,22,18483.0,2.14,3.57,5948.0,9689.0,11.39,23.63,15637.0
2026-03-06,23,18141.0,2.59,3.81,4792.0,7826.0,9.41,16.75,12618.0
2026-03-07,0,11731.0,3.0,2.62,5505.0,4795.0,10.2,8.46,10299.0
2026-03-07,1,13731.0,3.24,2.97,5379.0,4239.0,10.19,7.61,9618.0
2026-03-07,2,13488.0,3.67,3.29,4995.0,4266.0,9.91,7.86,9261.0
2026-03-07,3,13107.0,4.07,3.59,4379.0,5483.0,9.56,11.05,9862.0
2026-03-07,4,13235.0,4.29,3.84,4228.0,7830.0,10.18,18.23,12058.0
2026-03-07,5,13897.0,4.24,4.02,4903.0,10344.0,11.98,28.11,15247.0
2026-03-07,6,19610.0,4.11,5.67,8401.0,11341.0,17.4,32.0,19742.0
2026-03-07,7,20154.0,3.92,5.67,11455.0,11810.0,22.88,32.5,23265.0
2026-03-07,8,19890.0,3.47,5.1,11672.0,11748.0,23.45,32.6,23420.0
2026-03-07,9,19915.0,3.05,4.73,10975.0,11712.0,21.52,32.59,22687.0
2026-03-07,10,20073.0,2.78,4.51,9550.0,11524.0,18.17,31.15,21073.0
2026-03-07,11,20359.0,2.75,4.59,8259.0,11002.0,15.23,28.27,19261.0
2026-03-07,12,20192.0,2.91,4.73,7350.0,10632.0,13.35,26.71,17982.0
2026-03-07,13,19954.0,3.17,4.89,6789.0,10343.0,12.23,25.56,17133.0
2026-03-07,14,19746.0,3.46,5.14,6419.0,10248.0,11.69,25.42,16668.0
2026-03-07,15,19867.0,3.8,5.44,6443.0,10257.0,11.78,25.43,16700.0
2026-03-07,16,20380.0,4.05,5.89,8155.0,10793.0,15.53,28.55,18948.0
2026-03-07,17,20528.0,4.04,5.92,9736.0,11412.0,19.67,32.04,21148.0
2026-03-07,18,20761.0,3.9,5.9,10012.0,11598.0,20.33,32.76,21611.0
2026-03-07,19,21169.0,3.83,5.94,9394.0,11571.0,18.85,32.63,20965.0
2026-03-07,20,21141.0,3.86,5.95,8613.0,11560.0,17.01,32.5,20173.0
2026-03-07,21,20460.0,4.0,5.9,7559.0,11138.0,14.87,30.47,18697.0
2026-03-07,22,19349.0,4.25,5.84,5926.0,9569.0,11.51,23.44,15495.0
2026-03-07,23,19083.0,4.86,6.31,4729.0,7543.0,9.36,16.3,12272.0
2026-03-08,0,9665.0,5.19,5.8,5777.0,4641.0,10.72,8.36,10418.0
2026-03-08,1,10135.0,5.14,5.26,5292.0,4393.0,10.14,8.14,9685.0
2026-03-08,2,10435.0,5.22,5.47,4851.0,4371.0,9.72,8.29,9222.0
2026-03-08,3,10568.0,5.35,5.7,4115.0,5254.0,9.14,10.49,9370.0
2026-03-08,4,11657.0,5.38,5.16,3983.0,7952.0,9.95,18.68,11935.0
2026-03-08,5,12750.0,5.23,4.89,4334.0,10299.0,11.53,28.5,14633.0
2026-03-08,6,17255.0,5.06,6.0,7044.0,11164.0,15.48,32.2,18208.0
2026-03-08,7,17869.0,4.74,5.81,10437.0,11511.0,21.1,32.48,21948.0
2026-03-08,8,18384.0,4.16,5.43,11674.0,11701.0,23.76,32.58,23375.0
2026-03-08,9,18852.0,3.57,4.93,11497.0,11772.0,22.96,32.69,23270.0
2026-03-08,10,18630.0,3.07,4.46,10315.0,11582.0,19.67,31.35,21896.0
2026-03-08,11,18748.0,2.77,4.15,8846.0,11100.0,16.27,28.85,19947.0
2026-03-08,12,18562.0,2.69,4.08,7757.0,10563.0,14.0,26.7,18320.0
2026-03-08,13,18449.0,2.76,4.04,6863.0,10184.0,12.28,25.02,17047.0
2026-03-08,14,18223.0,2.9,4.16,6414.0,10136.0,11.74,25.1,16550.0
2026-03-08,15,18069.0,3.08,4.29,6264.0,10221.0,11.41,25.37,16485.0
2026-03-08,16,18201.0,3.1,4.32,8268.0,10749.0,15.89,28.7,19017.0
2026-03-08,17,18550.0,2.85,4.2,9895.0,11312.0,20.08,31.79,21207.0
2026-03-08,18,18828.0,2.49,3.89,10050.0,11493.0,20.64,32.41,21542.0
2026-03-08,19,18930.0,2.18,3.7,9349.0,11479.0,18.94,32.41,20828.0
2026-03-08,20,19008.0,1.97,3.56,8581.0,11450.0,17.05,32.05,20031.0
2026-03-08,21,18899.0,1.92,3.47,7008.0,11190.0,13.8,30.51,18198.0
2026-03-08,22,20140.0,2.16,5.72,5690.0,9758.0,11.18,24.21,15448.0
2026-03-08,23,19702.0,2.87,8.81,4830.0,7560.0,9.62,16.3,12390.0
2026-03-09,0,15782.0,3.63,6.63,5475.0,4516.0,10.35,8.25,9991.0
2026-03-09,1,14528.0,4.19,6.37,5418.0,4045.0,10.41,7.49,9463.0
2026-03-09,2,14507.0,4.75,7.0,4915.0,4287.0,9.85,8.06,9203.0
2026-03-09,3,11772.0,5.23,9.7,4713.0,5114.0,10.12,10.35,9827.0
2026-03-09,4,13061.0,5.31,9.28,4509.0,7766.0,10.69,18.34,12275.0
2026-03-09,5,15766.0,5.35,6.11,5442.0,10503.0,12.92,28.8,15945.0
2026-03-09,6,17568.0,5.18,6.22,9430.0,11415.0,19.2,32.37,20845.0
2026-03-09,7,17371.0,4.54,5.44,12085.0,11706.0,24.51,32.74,23791.0
2026-03-09,8,18010.0,3.83,4.9,11607.0,11646.0,23.49,32.61,23252.0
2026-03-09,9,18272.0,3.3,4.5,9795.0,11592.0,19.17,32.48,21387.0
2026-03-09,10,17852.0,3.01,4.16,7474.0,11572.0,14.04,31.56,19046.0
2026-03-09,11,17682.0,2.96,4.12,6012.0,11049.0,10.87,28.67,17062.0
2026-03-09,12,17588.0,3.06,4.16,5954.0,10147.0,10.74,25.12,16101.0
2026-03-09,13,17520.0,3.23,4.28,5980.0,9647.0,10.73,23.02,15627.0
2026-03-09,14,17526.0,3.44,4.51,5791.0,9647.0,10.53,23.02,15438.0
2026-03-09,15,17043.0,3.62,4.5,5815.0,9653.0,10.5,23.02,15468.0
2026-03-09,16,17172.0,3.68,4.52,7670.0,10235.0,14.02,26.02,17905.0
2026-03-09,17,17918.0,3.42,4.52,9422.0,11185.0,18.14,30.87,20607.0
2026-03-09,18,18299.0,3.03,4.28,10203.0,11448.0,20.28,32.15,21651.0
2026-03-09,19,18996.0,2.65,4.13,9822.0,11419.0,19.47,32.2,21241.0
2026-03-09,20,19246.0,2.4,3.96,9425.0,11499.0,18.26,32.2,20924.0
2026-03-09,21,19853.0,2.28,3.99,8007.0,11145.0,15.53,30.32,19152.0
2026-03-09,22,20217.0,2.52,4.34,6218.0,9778.0,11.95,24.2,15996.0
2026-03-09,23,19533.0,3.13,4.72,5045.0,7683.0,9.95,16.51,12728.0
2026-03-10,0,12845.0,3.67,3.41,5935.0,4432.0,10.94,7.84,10367.0
2026-03-10,1,11895.0,3.86,3.41,5640.0,4085.0,10.76,7.55,9725.0
2026-03-10,2,11053.0,4.05,3.43,5068.0,4308.0,10.07,8.12,9376.0
2026-03-10,3,13340.0,4.31,3.97,4472.0,5216.0,9.55,10.34,9689.0
2026-03-10,4,13453.0,4.59,4.22,4151.0,7950.0,10.04,18.59,12101.0
2026-03-10,5,14181.0,4.53,4.45,5464.0,10477.0,12.86,28.45,15941.0
2026-03-10,6,18330.0,4.28,5.47,9167.0,11483.0,18.4,32.19,20649.0
2026-03-10,7,19339.0,3.85,5.37,11866.0,11596.0,23.67,32.21,23463.0
2026-03-10,8,19585.0,3.39,5.06,11008.0,11560.0,22.02,32.38,22567.0
2026-03-10,9,19747.0,3.1,4.78,9326.0,11564.0,18.05,32.4,20890.0
2026-03-10,10,19605.0,3.06,4.69,7189.0,11353.0,13.3,30.76,18541.0
2026-03-10,11,19324.0,3.24,4.81,6002.0,10888.0,10.92,27.92,16890.0
2026-03-10,12,18893.0,3.53,4.99,5443.0,10153.0,10.08,25.02,15596.0
2026-03-10,13,18611.0,3.9,5.24,5699.0,9691.0,10.4,23.13,15390.0
2026-03-10,14,18509.0,4.2,5.46,6221.0,9604.0,11.4,23.11,15824.0
2026-03-10,15,18070.0,4.5,5.69,5751.0,9653.0,10.56,23.05,15403.0
2026-03-10,16,17906.0,4.65,5.79,7663.0,10219.0,14.13,26.24,17882.0
2026-03-10,17,18262.0,4.47,5.74,9239.0,11188.0,17.77,31.05,20427.0
2026-03-10,18,19098.0,4.16,5.62,9568.0,11552.0,18.73,32.55,21120.0
2026-03-10,19,20105.0,3.99,5.73,9303.0,11597.0,17.97,32.6,20901.0
2026-03-10,20,20323.0,3.85,5.67,9518.0,11598.0,18.53,32.6,21115.0
2026-03-10,21,19563.0,3.81,6.48,8219.0,11122.0,16.0,30.29,19342.0
2026-03-10,22,17699.0,3.83,4.46,6466.0,9587.0,12.16,23.17,16053.0
2026-03-10,23,17587.0,4.19,4.75,5020.0,7638.0,9.89,16.48,12658.0
2026-03-11,0,14160.0,4.77,6.64,5923.0,4496.0,11.08,8.15,10419.0
2026-03-11,1,11092.0,4.98,8.51,5478.0,4137.0,10.41,7.48,9615.0
2026-03-11,2,10386.0,5.15,7.86,4877.0,4464.0,9.64,8.25,9342.0
2026-03-11,3,10140.0,5.23,6.89,4417.0,5314.0,9.38,10.41,9730.0
2026-03-11,4,10643.0,5.18,4.46,4272.0,7960.0,10.03,18.66,12232.0
2026-03-11,5,13709.0,4.87,4.8,5400.0,10532.0,12.52,28.61,15931.0
2026-03-11,6,18564.0,4.62,5.91,9405.0,11519.0,19.03,32.36,20923.0
2026-03-11,7,18959.0,4.16,5.51,11925.0,11773.0,23.95,32.61,23698.0
2026-03-11,8,19482.0,3.65,5.2,11149.0,11672.0,22.24,32.6,22820.0
2026-03-11,9,19902.0,3.36,5.11,9332.0,11629.0,17.93,32.61,20961.0
2026-03-11,10,20161.0,3.33,5.21,7192.0,11417.0,13.33,31.07,18609.0
2026-03-11,11,20365.0,3.61,5.54,5922.0,10907.0,10.82,28.16,16829.0
2026-03-11,12,19730.0,4.0,5.75,6018.0,10140.0,10.96,25.02,16158.0
2026-03-11,13,19431.0,4.39,6.05,6037.0,9692.0,11.02,23.03,15729.0
2026-03-11,14,19618.0,4.81,6.49,5857.0,9627.0,10.82,23.03,15484.0
2026-03-11,15,18873.0,5.27,7.84,5800.0,9599.0,10.77,23.02,15399.0
2026-03-11,16,16920.0,5.36,8.32,7893.0,10214.0,14.88,26.42,18107.0
2026-03-11,17,18234.0,5.13,6.4,9051.0,11208.0,17.48,31.04,20260.0
2026-03-11,18,20267.0,4.93,6.72,9288.0,11550.0,18.05,32.48,20838.0
2026-03-11,19,20164.0,4.85,6.98,9262.0,11539.0,18.05,32.5,20801.0
2026-03-11,20,19357.0,4.67,6.22,9308.0,11507.0,17.99,32.31,20816.0
2026-03-11,21,18736.0,4.55,5.88,7464.0,11177.0,14.38,30.38,18641.0
2026-03-11,22,17111.0,4.77,6.94,3488.0,9890.0,9.32,23.73,13378.0
2026-03-11,23,774.0,5.0,12.01,4193.0,5719.0,12.14,10.04,9912.0
2026-03-12,0,129.0,5.04,7.07,2940.0,4070.0,8.07,5.93,7010.0
2026-03-12,1,132.0,5.07,7.13,2919.0,4037.0,8.16,6.07,6956.0
2026-03-12,2,142.0,5.09,7.34,3138.0,3956.0,8.36,6.26,7094.0
2026-03-12,3,382.0,5.11,6.6,3949.0,3589.0,7.55,5.46,7538.0
2026-03-12,4,10085.0,4.96,4.13,5435.0,7928.0,11.57,18.07,13364.0
2026-03-12,5,11958.0,4.49,4.08,5755.0,10541.0,12.32,28.27,16297.0
2026-03-12,6,16710.0,4.09,4.81,8415.0,11375.0,16.54,31.99,19790.0
2026-03-12,7,18472.0,3.69,4.93,10690.0,11640.0,20.76,32.39,22330.0
2026-03-12,8,18711.0,3.29,4.69,9955.0,11521.0,19.3,32.41,21475.0
2026-03-12,9,19458.0,3.05,4.7,8462.0,11540.0,16.16,32.41,20002.0
2026-03-12,10,19754.0,3.12,4.82,6587.0,11333.0,12.25,30.9,17919.0
2026-03-12,11,19480.0,3.4,5.03,5518.0,10832.0,10.3,27.95,16350.0
2026-03-12,12,19495.0,3.79,5.43,5373.0,10079.0,10.15,25.01,15451.0
2026-03-12,13,19581.0,4.28,5.96,5408.0,9570.0,10.14,22.91,14978.0
2026-03-12,14,19263.0,4.76,6.27,5414.0,9601.0,10.13,22.93,15015.0
2026-03-12,15,17983.0,5.18,6.29,5421.0,9594.0,10.12,22.93,15015.0
2026-03-12,16,17165.0,5.34,6.21,6980.0,10274.0,13.14,26.55,17254.0
2026-03-12,17,17467.0,5.19,6.12,8328.0,11092.0,16.2,30.78,19420.0
2026-03-12,18,17735.0,4.9,5.91,8909.0,11457.0,17.45,32.45,20366.0
2026-03-12,19,17973.0,4.59,5.71,9106.0,11525.0,17.49,32.51,20632.0
2026-03-12,20,18204.0,4.28,5.48,9036.0,11531.0,17.34,32.44,20567.0
2026-03-12,21,18416.0,4.1,5.32,7416.0,11218.0,14.28,30.6,18634.0
2026-03-12,22,18394.0,4.25,5.56,5279.0,9797.0,10.27,23.93,15076.0
2026-03-12,23,17616.0,4.75,5.78,4614.0,7722.0,9.36,16.52,12335.0
2026-03-13,0,9740.0,5.02,5.71,5711.0,4573.0,10.67,8.08,10284.0
2026-03-13,1,9909.0,4.96,4.68,5360.0,4374.0,10.33,8.03,9734.0
2026-03-13,2,9264.0,4.96,4.17,4898.0,4330.0,9.74,8.13,9228.0
2026-03-13,3,9007.0,4.91,3.86,4444.0,5180.0,9.51,10.23,9624.0
2026-03-13,4,9669.0,4.71,3.78,4192.0,7949.0,10.0,18.56,12142.0
2026-03-13,5,16985.0,4.62,5.34,5276.0,10577.0,12.49,28.84,15852.0
2026-03-13,6,19512.0,4.63,6.13,8714.0,11477.0,17.5,32.26,20192.0
2026-03-13,7,20611.0,4.39,6.32,11481.0,11645.0,22.91,32.51,23126.0
2026-03-13,8,20811.0,4.09,6.0,10974.0,11558.0,21.99,32.5,22532.0
2026-03-13,9,19524.0,3.89,5.51,9400.0,11533.0,18.41,32.5,20933.0
2026-03-13,10,18862.0,3.75,5.18,7278.0,11347.0,13.74,31.03,18624.0
2026-03-13,11,18650.0,3.87,5.23,5841.0,10989.0,10.72,28.47,16829.0
2026-03-13,12,18442.0,4.09,5.4,5588.0,10214.0,10.24,25.38,15802.0
2026-03-13,13,18205.0,4.4,5.61,5568.0,9680.0,9.98,23.03,15249.0
2026-03-13,14,17973.0,4.72,5.88,5457.0,9614.0,9.99,23.03,15071.0
2026-03-13,15,17766.0,5.02,6.06,5527.0,9659.0,9.99,23.03,15186.0
2026-03-13,16,17773.0,5.18,6.22,7417.0,10294.0,13.38,26.33,17711.0
2026-03-13,17,18015.0,5.01,6.18,8813.0,11228.0,16.77,31.21,20041.0
2026-03-13,18,18439.0,4.74,5.98,8943.0,11465.0,17.39,32.38,20408.0
2026-03-13,19,19336.0,4.55,6.12,8874.0,11506.0,17.18,32.41,20380.0
2026-03-13,20,19743.0,4.43,6.15,8867.0,11520.0,17.19,32.42,20387.0
