date,hour,RB_Qin,RB_Level,RB_Inlet,RB_F_Ram2,RB_F_Yairom,RB_P_Ram2,RB_P_Yairom,TotalFlow
2026-05-26,10,17956.0,2.79,4.15,6486.0,11192.0,12.53,30.76,17678.0
2026-05-26,11,17529.0,2.92,4.06,5342.0,10655.0,10.2,28.0,15997.0
2026-05-26,12,17822.0,3.15,4.42,5414.0,9893.0,10.13,24.66,15307.0
2026-05-26,13,17899.0,3.49,4.74,5515.0,9419.0,10.23,22.77,14934.0
2026-05-26,14,18316.0,3.85,5.19,5485.0,9377.0,10.34,22.74,14862.0
2026-05-26,15,18674.0,4.28,5.73,5514.0,9355.0,10.35,22.75,14868.0
2026-05-26,16,18601.0,4.63,6.07,7138.0,9960.0,13.62,25.82,17098.0
2026-05-26,17,18653.0,4.62,6.05,9030.0,10896.0,18.04,30.5,19926.0
2026-05-26,18,18795.0,4.45,5.95,9323.0,11355.0,18.69,32.3,20678.0
2026-05-26,19,19015.0,4.24,5.8,9814.0,11394.0,19.53,32.31,21208.0
2026-05-26,20,19620.0,4.03,5.81,10013.0,11447.0,19.99,32.31,21460.0
2026-05-26,21,19436.0,3.92,5.63,8425.0,11002.0,16.58,30.5,19427.0
2026-05-26,22,19179.0,4.1,5.74,6341.0,9527.0,12.2,23.75,15868.0
2026-05-26,23,17867.0,4.66,5.84,4984.0,7566.0,9.96,16.42,12550.0
2026-05-27,0,10535.0,4.96,4.17,6267.0,4048.0,11.21,7.53,10315.0
2026-05-27,1,10736.0,5.01,4.28,5807.0,3852.0,10.78,7.54,9659.0
2026-05-27,2,10858.0,5.18,4.43,5227.0,4017.0,10.12,7.9,9244.0
2026-05-27,3,10502.0,5.34,4.5,4345.0,5095.0,9.22,10.35,9440.0
2026-05-27,4,9764.0,5.29,4.36,4250.0,7735.0,10.09,18.3,11986.0
2026-05-27,5,10047.0,4.76,3.95,6750.0,10427.0,14.79,28.75,17177.0
2026-05-27,6,15330.0,3.9,4.36,11219.0,11579.0,23.29,32.37,22798.0
2026-05-27,7,19485.0,3.36,5.01,11320.0,11550.0,23.23,32.4,22870.0
2026-05-27,8,19991.0,3.07,4.93,10299.0,11404.0,21.13,32.26,21703.0
2026-05-27,9,19717.0,2.95,4.72,8880.0,11376.0,17.71,32.09,20257.0
2026-05-27,10,19537.0,2.99,4.7,6860.0,11196.0,13.21,30.46,18056.0
2026-05-27,11,18896.0,3.26,4.74,5653.0,10731.0,10.57,27.77,16384.0
2026-05-27,12,18476.0,3.56,4.87,5643.0,10001.0,10.53,24.86,15644.0
2026-05-27,13,18565.0,3.93,5.26,5697.0,9481.0,10.53,22.86,15178.0
2026-05-27,14,18655.0,4.34,5.71,5609.0,9424.0,10.53,22.83,15032.0
2026-05-27,15,18335.0,4.75,6.11,5583.0,9422.0,10.54,22.83,15005.0
2026-05-27,16,18470.0,5.05,6.38,7197.0,10080.0,13.6,25.98,17277.0
2026-05-27,17,19067.0,5.07,6.62,8839.0,11061.0,17.52,30.77,19899.0
2026-05-27,18,19196.0,4.91,6.5,9909.0,11423.0,19.92,32.28,21332.0
2026-05-27,19,19376.0,4.69,6.35,9945.0,11458.0,19.96,32.31,21403.0
2026-05-27,20,19570.0,4.5,6.22,10101.0,11515.0,20.04,32.31,21616.0
2026-05-27,21,18915.0,4.32,5.88,8759.0,11070.0,17.14,30.38,19829.0
2026-05-27,22,18390.0,4.38,5.74,6775.0,9415.0,12.96,23.39,16189.0
2026-05-27,23,17892.0,4.82,6.03,5206.0,7474.0,10.17,16.43,12681.0
2026-05-28,0,10219.0,5.14,6.17,6111.0,4496.0,11.15,8.54,10607.0
2026-05-28,1,10198.0,5.1,4.62,5649.0,4111.0,10.58,7.89,9760.0
2026-05-28,2,9907.0,5.17,4.57,5405.0,4014.0,10.43,7.87,9419.0
2026-05-28,3,9794.0,5.2,4.27,4857.0,4824.0,10.02,9.89,9680.0
2026-05-28,4,11978.0,5.18,4.58,4197.0,7792.0,10.06,18.49,11989.0
2026-05-28,5,15598.0,5.15,5.44,6323.0,10441.0,13.89,28.5,16764.0
2026-05-28,6,17666.0,4.8,5.91,11053.0,11532.0,22.61,32.23,22585.0
2026-05-28,7,18730.0,4.24,5.67,11907.0,11455.0,24.73,32.31,23362.0
2026-05-28,8,19028.0,3.78,5.34,10804.0,11310.0,22.31,32.27,22114.0
2026-05-28,9,19219.0,3.51,5.14,9246.0,11354.0,18.73,32.25,20600.0
2026-05-28,10,19134.0,3.48,5.07,6981.0,11181.0,13.48,30.87,18162.0
2026-05-28,11,19287.0,3.73,5.4,5458.0,10721.0,10.47,28.05,16179.0
2026-05-28,12,19311.0,4.14,5.76,5443.0,9951.0,10.28,24.98,15394.0
2026-05-28,13,18697.0,4.57,5.97,5595.0,9451.0,10.44,22.78,15046.0
2026-05-28,14,17887.0,4.96,6.89,5416.0,9417.0,10.22,22.78,14833.0
2026-05-28,15,17375.0,5.28,7.99,5469.0,9413.0,10.24,22.8,14881.0
2026-05-28,16,17555.0,5.45,8.95,7636.0,10037.0,14.4,26.06,17673.0
2026-05-28,17,16971.0,5.27,8.45,9221.0,10967.0,18.31,30.62,20188.0
2026-05-28,18,15086.0,4.73,6.04,9528.0,11343.0,19.06,32.17,20871.0
2026-05-28,19,15692.0,4.11,4.82,9750.0,11407.0,19.38,32.21,21157.0
2026-05-28,20,14674.0,3.42,3.89,9911.0,11420.0,19.7,32.2,21330.0
2026-05-28,21,14300.0,2.72,3.14,8528.0,10989.0,16.66,30.46,19517.0
2026-05-28,22,18571.0,2.56,4.34,6432.0,9458.0,12.05,23.26,15889.0
2026-05-28,23,18451.0,3.09,4.84,4899.0,7615.0,9.48,16.42,12514.0
2026-05-29,0,15526.0,3.71,4.3,5962.0,4324.0,10.57,7.77,10286.0
2026-05-29,1,15163.0,4.32,4.79,5584.0,4048.0,10.25,7.65,9632.0
2026-05-29,2,14231.0,4.91,5.76,5271.0,4090.0,9.95,7.96,9361.0
2026-05-29,3,12850.0,5.39,7.42,4585.0,5167.0,9.6,10.69,9751.0
2026-05-29,4,9210.0,5.45,11.3,4435.0,7814.0,10.31,18.75,12250.0
2026-05-29,5,13974.0,5.01,5.1,6835.0,10330.0,14.92,28.41,17164.0
2026-05-29,6,17254.0,4.54,5.47,11347.0,11549.0,23.05,32.27,22896.0
2026-05-29,7,17714.0,3.87,4.94,11970.0,11581.0,24.3,32.31,23551.0
2026-05-29,8,17629.0,3.27,4.39,10980.0,11468.0,22.09,32.31,22448.0
2026-05-29,9,18188.0,2.83,4.06,9368.0,11431.0,18.63,32.07,20799.0
2026-05-29,10,18913.0,2.72,4.13,7036.0,11261.0,13.41,30.68,18298.0
2026-05-29,11,19130.0,2.9,4.43,5800.0,10776.0,10.69,28.02,16576.0
2026-05-29,12,19114.0,3.26,4.72,5670.0,9933.0,10.44,24.77,15604.0
2026-05-29,13,17519.0,3.63,4.65,5785.0,9425.0,10.63,22.74,15210.0
2026-05-29,14,20329.0,4.04,5.97,5483.0,9416.0,10.32,22.74,14899.0
2026-05-29,15,19187.0,4.61,6.17,5520.0,9421.0,10.37,23.18,14941.0
2026-05-29,16,18919.0,4.98,6.44,7100.0,10005.0,13.56,25.96,17105.0
2026-05-29,17,18325.0,5.02,6.31,8753.0,10955.0,17.45,30.7,19709.0
2026-05-29,18,17711.0,4.73,5.82,9370.0,11371.0,19.04,32.31,20742.0
2026-05-29,19,17763.0,4.41,5.48,9180.0,11407.0,18.56,32.3,20587.0
2026-05-29,20,17688.0,4.09,5.21,9157.0,11384.0,18.36,32.31,20541.0
2026-05-29,21,17561.0,3.82,4.85,8113.0,10986.0,15.86,30.47,19098.0
2026-05-29,22,17303.0,3.81,4.76,6353.0,9476.0,12.13,23.42,15829.0
2026-05-29,23,17411.0,4.15,5.15,5223.0,7580.0,10.02,16.41,12803.0
2026-05-30,0,11350.0,4.47,3.83,6325.0,4437.0,11.22,8.03,10762.0
2026-05-30,1,11222.0,4.54,3.89,5723.0,4282.0,10.5,7.97,10006.0
2026-05-30,2,11378.0,4.7,4.08,5184.0,4275.0,9.92,8.15,9459.0
2026-05-30,3,13898.0,5.05,4.75,4643.0,5120.0,9.5,10.24,9763.0
2026-05-30,4,13061.0,5.36,5.05,4208.0,7826.0,9.98,18.59,12034.0
2026-05-30,5,12694.0,5.26,4.79,5209.0,10229.0,12.4,28.39,15437.0
2026-05-30,6,16353.0,4.8,5.37,9316.0,11306.0,19.12,32.1,20622.0
2026-05-30,7,18528.0,4.31,5.57,11676.0,11636.0,23.9,32.35,23312.0
2026-05-30,8,19278.0,3.79,5.32,11898.0,11657.0,24.72,32.41,23556.0
2026-05-30,9,20287.0,3.4,5.31,11052.0,11599.0,22.53,32.41,22651.0
2026-05-30,10,20342.0,3.23,5.17,9457.0,11373.0,18.19,31.06,20830.0
2026-05-30,11,20306.0,3.27,5.21,8205.0,10917.0,15.1,28.57,19122.0
2026-05-30,12,20681.0,3.51,5.5,7221.0,10427.0,13.14,26.69,17648.0
2026-05-30,13,19952.0,3.9,5.75,6362.0,10157.0,11.52,25.45,16520.0
2026-05-30,14,19448.0,4.28,5.95,6050.0,10147.0,11.15,25.42,16197.0
2026-05-30,15,18751.0,4.62,6.0,6104.0,10150.0,11.18,25.42,16255.0
2026-05-30,16,18541.0,4.81,6.16,7733.0,10510.0,14.69,27.89,18243.0
2026-05-30,17,18190.0,4.67,5.88,9557.0,11105.0,19.22,31.39,20662.0
2026-05-30,18,18651.0,4.38,5.72,9742.0,11352.0,19.72,32.16,21094.0
2026-05-30,19,19176.0,4.14,5.7,9438.0,11445.0,18.86,32.21,20883.0
2026-05-30,20,19461.0,4.0,5.71,8890.0,11469.0,17.45,32.21,20359.0
2026-05-30,21,19775.0,3.99,5.79,7693.0,11129.0,14.94,30.65,18822.0
2026-05-30,22,18916.0,4.23,5.65,6137.0,9596.0,11.73,23.78,15733.0
2026-05-30,23,18543.0,4.75,6.13,4998.0,7624.0,9.71,16.58,12622.0
2026-05-31,0,10054.0,5.06,5.19,6369.0,4480.0,11.29,8.15,10849.0
2026-05-31,1,10167.0,5.0,4.55,5570.0,4342.0,10.29,8.12,9911.0
2026-05-31,2,10601.0,5.06,4.51,5319.0,4308.0,10.13,8.26,9627.0
2026-05-31,3,10030.0,5.14,4.29,4813.0,5035.0,9.88,10.24,9847.0
2026-05-31,4,9738.0,5.02,4.06,4274.0,7686.0,10.21,18.21,11960.0
2026-05-31,5,12333.0,4.72,4.35,4768.0,10122.0,11.82,27.99,14890.0
2026-05-31,6,16111.0,4.36,4.99,8134.0,11055.0,17.1,31.87,19190.0
2026-05-31,7,18886.0,4.1,5.57,9556.0,11328.0,19.35,32.15,20884.0
2026-05-31,8,19624.0,3.85,5.6,10452.0,11570.0,21.1,32.48,22023.0
2026-05-31,9,19444.0,3.51,5.19,10820.0,11624.0,21.64,32.5,22444.0
2026-05-31,10,19223.0,3.2,4.82,9914.0,11354.0,19.16,30.87,21267.0
2026-05-31,11,19164.0,3.06,4.69,8825.0,10800.0,16.37,28.3,19626.0
2026-05-31,12,19108.0,3.09,4.64,7657.0,10367.0,14.01,26.46,18024.0
2026-05-31,13,18791.0,3.29,4.74,6514.0,10174.0,11.91,25.53,16688.0
2026-05-31,14,18294.0,3.54,4.81,5731.0,10104.0,10.84,25.53,15835.0
2026-05-31,15,17670.0,3.86,4.97,5052.0,10039.0,9.88,25.54,15091.0
2026-05-31,16,18415.0,4.11,5.39,6573.0,10427.0,12.69,27.78,17000.0
2026-05-31,17,18536.0,4.15,5.51,7824.0,11086.0,15.87,31.64,18910.0
2026-05-31,18,19095.0,4.09,5.67,8422.0,11171.0,17.17,32.02,19592.0
2026-05-31,19,19341.0,4.04,5.62,8377.0,11233.0,16.87,32.0,19610.0
2026-05-31,20,19368.0,4.0,5.62,8205.0,11290.0,16.33,32.01,19495.0
2026-05-31,21,18467.0,4.05,5.42,6561.0,10942.0,13.19,30.2,17503.0
2026-05-31,22,18137.0,4.21,5.36,5415.0,9993.0,11.06,26.11,15408.0
2026-05-31,23,17660.0,4.8,5.86,4597.0,7527.0,9.48,16.54,12124.0
2025-03-01,0,7530.0,3.57,4.59,4508.0,4614.0,7.39,6.88,9122.0
2025-03-01,1,9703.0,3.58,3.06,5118.0,4820.0,9.2,8.55,9938.0
2025-03-01,2,9631.0,3.56,3.05,4634.0,4761.0,8.76,8.75,9395.0
2025-03-01,3,9612.0,3.55,3.02,4314.0,5534.0,8.82,11.05,9849.0
2025-03-01,4,10082.0,3.38,3.0,4597.0,7776.0,10.16,18.38,12373.0
2025-03-01,5,16543.0,3.26,4.49,5670.0,10006.0,12.76,27.58,15675.0
2025-03-01,6,20003.0,3.3,6.14,8790.0,11013.0,17.64,31.2,19802.0
2025-03-01,7,20631.0,3.13,6.23,11605.0,11345.0,23.0,31.51,22950.0
2025-03-01,8,20648.0,2.79,5.99,12039.0,11374.0,24.21,31.51,23413.0
2025-03-01,9,20574.0,2.45,5.69,11492.0,11353.0,22.87,31.51,22844.0
2025-03-01,10,21257.0,2.24,5.84,10195.0,11180.0,19.69,30.9,21375.0
2025-03-01,11,21502.0,2.31,6.06,9102.0,10770.0,17.15,29.09,19872.0
2025-03-01,12,21399.0,2.53,6.21,8152.0,10374.0,15.22,27.38,18527.0
2025-03-01,13,21320.0,2.9,6.51,7409.0,10117.0,13.58,26.03,17526.0
2025-03-01,14,21058.0,3.32,6.79,6901.0,10131.0,12.41,26.03,17033.0
2025-03-01,15,20791.0,3.74,7.1,7079.0,10112.0,12.67,26.03,17191.0
2025-03-01,16,20698.0,4.04,7.3,8477.0,10437.0,15.65,28.08,18913.0
2025-03-01,17,19676.0,4.03,6.75,9696.0,11026.0,18.57,30.92,20722.0
2025-03-01,18,20524.0,3.87,7.05,10181.0,11178.0,19.82,31.52,21359.0
2025-03-01,19,20652.0,3.8,7.08,9761.0,11150.0,18.83,31.51,20911.0
2025-03-01,20,18818.0,3.67,6.19,9060.0,11117.0,17.1,31.04,20177.0
2025-03-01,21,17931.0,3.53,5.57,7875.0,10825.0,14.7,29.56,18700.0
2025-03-01,22,17150.0,3.52,5.25,5900.0,9755.0,10.71,24.37,15655.0
2025-03-01,23,17165.0,3.84,5.53,4704.0,8055.0,8.6,17.64,12759.0
2025-03-02,0,14088.0,4.32,4.77,5014.0,5422.0,9.01,9.99,10436.0
2025-03-02,1,12756.0,4.66,4.66,4774.0,5006.0,8.84,9.04,9779.0
2025-03-02,2,12376.0,4.98,4.84,4351.0,4973.0,8.34,9.04,9323.0
2025-03-02,3,11494.0,5.26,4.88,4338.0,5556.0,8.95,11.1,9894.0
2025-03-02,4,11746.0,5.28,4.99,4426.0,7853.0,10.04,18.68,12278.0
2025-03-02,5,13912.0,5.13,5.5,5233.0,10094.0,12.38,28.16,15327.0
2025-03-02,6,17171.0,4.96,6.65,7578.0,10871.0,15.74,31.24,18449.0
2025-03-02,7,19040.0,4.7,7.12,10520.0,11198.0,20.81,31.51,21717.0
2025-03-02,8,19491.0,4.27,6.96,11781.0,11386.0,23.51,31.73,23167.0
2025-03-02,9,19779.0,3.81,6.61,11932.0,11465.0,23.73,31.81,23398.0
2025-03-02,10,19589.0,3.39,6.08,11073.0,11310.0,21.23,30.95,22383.0
2025-03-02,11,19396.0,3.11,5.79,10022.0,10863.0,18.61,28.9,20885.0
2025-03-02,12,19382.0,2.98,5.67,8897.0,10473.0,16.08,27.38,19371.0
2025-03-02,13,19313.0,3.05,5.71,7516.0,10080.0,13.15,26.09,17596.0
2025-03-02,14,18913.0,3.26,5.77,6835.0,9991.0,12.09,25.93,16825.0
2025-03-02,15,18598.0,3.45,5.78,7006.0,9952.0,12.51,25.95,16958.0
2025-03-02,16,18609.0,3.52,5.83,8252.0,10454.0,15.2,28.3,18706.0
2025-03-02,17,18893.0,3.35,5.78,9637.0,11238.0,18.73,31.53,20876.0
2025-03-02,18,19158.0,3.08,5.57,9852.0,11313.0,19.25,31.91,21166.0
2025-03-02,19,19292.0,2.84,5.48,9474.0,11230.0,18.34,31.85,20705.0
2025-03-02,20,19529.0,2.68,5.44,9160.0,11127.0,17.4,31.13,20287.0
2025-03-02,21,19885.0,2.67,5.59,7769.0,10805.0,14.46,29.53,18573.0
2025-03-02,22,20176.0,2.97,6.02,5824.0,9668.0,10.47,23.95,15492.0
2025-03-02,23,19745.0,3.67,6.72,4231.0,7874.0,7.95,17.04,12105.0
2025-03-03,0,7038.0,4.3,6.47,4546.0,4041.0,7.66,6.31,8586.0
2025-03-03,1,12606.0,4.62,4.63,4726.0,4638.0,8.65,8.26,9364.0
2025-03-03,2,12532.0,5.0,4.98,4115.0,4731.0,8.01,8.64,8846.0
2025-03-03,3,11009.0,5.31,6.43,3832.0,5652.0,8.14,11.21,9484.0
2025-03-03,4,13072.0,5.42,8.5,4551.0,7962.0,10.17,18.92,12513.0
2025-03-03,5,14260.0,5.33,5.85,6500.0,10216.0,14.13,28.09,16715.0
2025-03-03,6,18045.0,4.94,6.96,9925.0,11150.0,19.9,31.66,21075.0
2025-03-03,7,18471.0,4.43,6.66,11825.0,11405.0,23.43,31.91,23229.0
2025-03-03,8,18805.0,3.86,6.26,11595.0,11396.0,23.08,31.9,22991.0
2025-03-03,9,18968.0,3.41,5.85,10329.0,11364.0,19.99,31.91,21694.0
2025-03-03,10,18723.0,3.14,5.55,8634.0,11186.0,15.98,30.89,19820.0
2025-03-03,11,18564.0,3.08,5.47,7282.0,10835.0,12.8,28.72,18118.0
2025-03-03,12,17825.0,3.13,5.17,6828.0,10109.0,11.86,25.61,16937.0
2025-03-03,13,17647.0,3.23,5.12,6765.0,9574.0,11.76,23.52,16339.0
2025-03-03,14,17930.0,3.39,5.45,6615.0,9511.0,11.48,23.34,16126.0
2025-03-03,15,18402.0,3.59,5.83,6815.0,9485.0,11.94,23.22,16300.0
2025-03-03,16,19021.0,3.72,6.2,8468.0,10021.0,15.67,26.28,18489.0
2025-03-03,17,19643.0,3.63,6.35,9945.0,10955.0,19.41,30.68,20900.0
2025-03-03,18,20184.0,3.43,6.44,9885.0,11305.0,19.33,32.25,21190.0
2025-03-03,19,20832.0,3.35,6.71,9563.0,11283.0,18.47,32.11,20846.0
2025-03-03,20,20979.0,3.32,6.72,9374.0,11331.0,17.83,32.11,20705.0
2025-03-03,21,20766.0,3.42,6.72,7658.0,11113.0,14.17,30.55,18770.0
2025-03-03,22,14804.0,3.48,4.21,5882.0,9769.0,10.55,24.12,15652.0
2025-03-03,23,13735.0,3.48,3.85,4193.0,8000.0,7.91,17.08,12193.0
2025-03-04,0,13559.0,3.77,4.12,5156.0,4739.0,9.12,8.32,9895.0
2025-03-04,1,12839.0,4.16,4.26,4512.0,4661.0,8.36,8.24,9173.0
2025-03-04,2,12815.0,4.56,4.66,4112.0,4921.0,8.01,8.92,9033.0
2025-03-04,3,11522.0,4.87,4.49,4004.0,5638.0,8.33,11.12,9643.0
2025-03-04,4,12102.0,4.91,4.68,4569.0,8023.0,10.17,18.93,12592.0
2025-03-04,5,13371.0,4.69,4.88,6377.0,10352.0,13.79,28.36,16730.0
2025-03-04,6,17376.0,4.25,5.91,9950.0,11262.0,19.83,31.89,21212.0
2025-03-04,7,18728.0,3.68,5.96,11822.0,11524.0,23.46,32.11,23346.0
2025-03-04,8,19583.0,3.21,5.9,11260.0,11452.0,22.35,32.12,22712.0
2025-03-04,9,19976.0,2.88,5.8,10256.0,11392.0,20.03,32.12,21648.0
2025-03-04,10,19951.0,2.79,5.73,7668.0,11296.0,14.13,31.39,18964.0
2025-03-04,11,19893.0,3.02,6.18,5959.0,10686.0,11.0,29.18,16646.0
2025-03-04,12,20524.0,3.45,6.89,5942.0,9975.0,10.76,26.04,15917.0
2025-03-04,13,19291.0,3.93,6.77,5920.0,9429.0,10.65,23.64,15349.0
2025-03-04,14,19258.0,4.35,7.19,6223.0,9315.0,11.46,23.63,15538.0
2025-03-04,15,20463.0,4.8,8.22,6580.0,9313.0,12.11,23.64,15893.0
2025-03-04,16,18297.0,5.15,7.52,8165.0,9759.0,15.75,26.15,17924.0
2025-03-04,17,17068.0,4.87,6.7,9785.0,10627.0,19.79,30.4,20412.0
2025-03-04,18,17329.0,4.42,6.33,9700.0,11010.0,19.66,32.11,20710.0
2025-03-04,19,17569.0,4.03,6.09,9163.0,11168.0,18.17,32.66,20331.0
2025-03-04,20,17538.0,3.7,5.73,8856.0,11259.0,16.92,32.65,20115.0
2025-03-04,21,16947.0,3.41,5.25,7755.0,10863.0,14.77,30.88,18618.0
2025-03-04,22,16868.0,3.34,5.13,5711.0,9586.0,10.51,24.5,15298.0
2025-03-04,23,17305.0,3.74,5.7,4111.0,7947.0,8.04,18.16,12057.0
2025-03-05,0,13063.0,4.23,4.5,4579.0,5461.0,8.69,10.66,10040.0
2025-03-05,1,11349.0,4.48,4.16,4856.0,4681.0,9.23,8.78,9538.0
2025-03-05,2,10908.0,4.64,4.25,4655.0,4631.0,9.22,8.93,9286.0
2025-03-05,3,10882.0,4.82,4.39,4120.0,5063.0,8.5,10.05,9184.0
2025-03-05,4,11631.0,4.84,4.59,4685.0,7652.0,10.42,18.31,12338.0
2025-03-05,5,14040.0,4.65,5.09,6296.0,10004.0,14.0,27.84,16300.0
2025-03-05,6,18249.0,4.36,6.59,9551.0,11056.0,19.7,31.91,20606.0
2025-03-05,7,19086.0,3.96,6.6,11504.0,11203.0,23.64,32.12,22707.0
2025-03-05,8,18927.0,3.51,6.15,10817.0,11136.0,22.1,32.11,21954.0
2025-03-05,9,19072.0,3.2,5.85,9628.0,11105.0,19.35,32.11,20733.0
2025-03-05,10,18893.0,3.04,5.72,8077.0,10939.0,15.51,30.92,19016.0
2025-03-05,11,18583.0,3.1,5.67,6508.0,10591.0,11.92,28.78,17099.0
2025-03-05,12,18682.0,3.31,5.91,6269.0,9980.0,11.32,26.19,16250.0
2025-03-05,13,18491.0,3.61,6.13,6232.0,9460.0,11.23,24.04,15692.0
2025-03-05,14,17918.0,3.89,6.05,6163.0,9410.0,11.23,24.03,15573.0
2025-03-05,15,17348.0,4.09,6.11,6460.0,9484.0,11.75,24.04,15944.0
2025-03-05,16,17478.0,4.12,6.14,8313.0,9784.0,15.94,26.22,18097.0
2025-03-05,17,18960.0,3.95,6.57,9603.0,10664.0,19.22,30.33,20268.0
2025-03-05,18,20120.0,3.79,7.0,9853.0,10957.0,19.9,31.61,20810.0
2025-03-05,19,19142.0,3.65,6.32,9317.0,11044.0,18.46,31.81,20361.0
2025-03-05,20,18978.0,3.48,6.04,9140.0,11073.0,17.88,32.01,20213.0
2025-03-05,21,18445.0,3.35,5.73,7541.0,10776.0,14.44,30.48,18317.0
2025-03-05,22,18343.0,3.5,5.82,5684.0,9578.0,10.6,24.6,15262.0
2025-03-05,23,17772.0,4.01,6.17,4385.0,7742.0,8.51,17.54,12127.0
2025-03-06,0,15223.0,4.68,5.79,4742.0,4819.0,8.69,8.67,9561.0
2025-03-06,1,11617.0,5.2,8.62,4479.0,4636.0,8.5,8.45,9116.0
2025-03-06,2,7779.0,5.27,13.36,4391.0,4370.0,8.51,7.98,8760.0
2025-03-06,3,9021.0,5.24,15.13,4644.0,4318.0,9.12,8.17,8963.0
2025-03-06,4,12734.0,5.38,11.26,5077.0,6997.0,11.04,16.56,12074.0
2025-03-06,5,12639.0,5.21,5.65,6351.0,9982.0,14.14,28.1,16333.0
2025-03-06,6,17156.0,4.72,6.51,9675.0,10984.0,19.75,31.76,20659.0
2025-03-06,7,18233.0,4.2,6.54,11517.0,11179.0,23.39,32.09,22696.0
2025-03-06,8,18987.0,3.71,6.33,11011.0,11088.0,22.48,32.21,22099.0
2025-03-06,9,19123.0,3.39,6.1,9592.0,11073.0,19.17,32.2,20665.0
2025-03-06,10,19029.0,3.26,5.94,7937.0,10881.0,15.26,31.05,18818.0
2025-03-06,11,18882.0,3.37,6.02,6572.0,10445.0,12.06,28.43,17017.0
2025-03-06,12,19479.0,3.64,6.57,6316.0,9883.0,11.35,25.83,16199.0
2025-03-06,13,19605.0,4.04,7.0,6231.0,9450.0,11.16,23.9,15680.0
2025-03-06,14,19610.0,4.5,7.44,6004.0,9386.0,10.9,23.78,15390.0
2025-03-06,15,19655.0,4.97,7.89,6340.0,9366.0,11.44,23.78,15706.0
2025-03-06,16,20005.0,5.32,8.39,8242.0,9786.0,15.63,26.23,18028.0
2025-03-06,17,17132.0,5.22,9.86,9465.0,10751.0,18.78,30.83,20216.0
2025-03-06,18,15396.0,4.68,7.5,9685.0,11085.0,19.25,32.16,20770.0
2025-03-06,19,17532.0,4.16,6.21,9364.0,11076.0,18.4,32.14,20440.0
2025-03-06,20,17765.0,3.79,5.95,9413.0,11096.0,18.4,32.13,20509.0
2025-03-06,21,17858.0,3.55,5.77,7766.0,10801.0,14.86,30.76,18567.0
2025-03-06,22,17806.0,3.62,5.79,5651.0,9529.0,10.6,24.49,15180.0
2025-03-06,23,16674.0,4.05,5.75,4134.0,7697.0,8.09,17.33,11831.0
2025-03-07,0,12399.0,4.51,4.54,4592.0,5012.0,8.42,9.03,9604.0
2025-03-07,1,11461.0,4.75,4.5,4686.0,4739.0,8.93,8.81,9424.0
2025-03-07,2,10949.0,4.97,4.58,4058.0,4746.0,8.1,8.83,8804.0
2025-03-07,3,10797.0,5.16,4.73,4042.0,5465.0,8.53,11.03,9507.0
2025-03-07,4,11288.0,5.16,4.84,4488.0,7802.0,10.35,18.91,12289.0
2025-03-07,5,13449.0,4.89,5.29,6233.0,10026.0,13.93,28.34,16259.0
2025-03-07,6,17014.0,4.48,6.26,9631.0,11028.0,19.67,32.15,20660.0
2025-03-07,7,18504.0,3.97,6.37,11393.0,11279.0,23.07,32.44,22673.0
2025-03-07,8,18905.0,3.5,6.16,10762.0,11247.0,21.9,32.51,22009.0
2025-03-07,9,19084.0,3.18,5.98,9475.0,11199.0,18.9,32.47,20675.0
2025-03-07,10,19048.0,3.03,5.82,7917.0,11012.0,15.21,31.07,18929.0
2025-03-07,11,19042.0,3.14,5.9,6465.0,10538.0,11.88,28.63,17003.0
2025-03-07,12,19214.0,3.41,6.26,6179.0,9894.0,11.14,25.79,16073.0
2025-03-07,13,19041.0,3.77,6.51,6358.0,9292.0,11.43,23.33,15650.0
2025-03-07,14,18932.0,4.15,6.87,6229.0,9320.0,11.21,23.33,15549.0
2025-03-07,15,18775.0,4.49,7.07,6747.0,9281.0,12.28,23.33,16029.0
2025-03-07,16,18956.0,4.7,7.36,7989.0,9772.0,15.55,26.17,17761.0
2025-03-07,17,19383.0,4.7,7.62,8941.0,10606.0,18.02,30.44,19547.0
2025-03-07,18,19124.0,4.66,8.2,8588.0,10959.0,17.13,32.02,19546.0
2025-03-07,19,16986.0,4.48,9.29,8321.0,11017.0,16.41,32.01,19339.0
2025-03-07,20,16831.0,4.15,8.83,8373.0,11007.0,16.41,32.01,19380.0
2025-03-07,21,16894.0,3.93,8.68,6984.0,10753.0,13.45,30.48,17737.0
2025-03-07,22,15787.0,3.93,9.85,5350.0,9481.0,10.14,24.38,14830.0
2025-03-07,23,12568.0,4.11,13.31,4007.0,7761.0,7.85,17.22,11769.0
2025-03-08,0,7070.0,4.34,8.24,4794.0,4332.0,8.39,7.21,9126.0
2025-03-08,1,11471.0,4.59,6.84,4802.0,4567.0,9.06,8.35,9369.0
2025-03-08,2,11371.0,4.84,7.02,4361.0,4663.0,8.54,8.64,9024.0
2025-03-08,3,11356.0,5.09,7.27,4100.0,5394.0,8.58,10.77,9495.0
2025-03-08,4,12199.0,5.23,7.98,4296.0,7733.0,10.0,18.77,12029.0
2025-03-08,5,14374.0,5.16,6.27,5367.0,9984.0,12.65,28.3,15351.0
2025-03-08,6,16553.0,4.92,6.48,8014.0,10898.0,16.45,31.81,18912.0
